tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
NIP,4603196755,Carlos Cartagena,22032007,88,50,96,67,6,0,2,1,0,1,1,404,0
CC DUP,1687906919,Sofía Cifuentes,05081979,19,54,37,65,3,1,3,0,1,0,1,102,0
CC REN,3293282791,Miguel Martínez,21041969,9,9,35,91,5,0,6,0,0,1,0,63,0
AFIS,8906659369,Gabriela Cartagena,22061935,12,66,10,26,2,0,6,0,1,1,1,653,1
TI REC,6230643588,Luis Hernández,19111937,70,19,8,45,5,0,1,1,0,1,0,139,0
CC DUP,1622346873,Melissa García,18111941,31,34,80,93,3,0,1,1,0,0,1,441,1
CC DUP,6860602112,Manuela Hernández,24091988,74,8,91,52,1,0,1,0,1,1,0,886,1
CC DUP,6234804109,Daniela Rodríguez,14111962,12,67,84,41,3,1,5,0,0,1,0,44,1
CC DIG,4027118310,David López,20121980,7,13,52,78,4,0,2,1,0,0,0,370,1
TI REC,8839349290,Marcela García,08081987,52,38,26,38,6,0,1,0,1,0,1,724,0
TI,0136392399,David Cartagena,05011973,92,1,77,82,1,0,6,0,0,0,0,543,1
HLED-WEB,4862445685,Gabriela Hernández,20091977,56,63,75,17,5,0,5,0,0,1,1,845,1
NUIP,9888322808,Sofía García,12042004,87,74,21,37,4,0,2,0,0,1,1,32,1
CCT,9255468230,Miguel Perez,20041933,3,94,50,39,3,1,6,1,1,1,1,492,0
EIS,4737422398,Marcela Cartagena,02031949,25,33,75,6,5,0,1,1,1,0,1,828,1
SITAC,2347483303,Melissa Hurtado,19042005,83,62,81,71,1,1,3,0,0,0,0,531,0
TI REC,8949938229,Melissa Cifuentes,05091960,4,3,41,62,5,1,6,0,0,1,1,672,1
EIS,4325575204,Juan Murillo,16101952,90,49,100,64,4,1,5,0,0,1,0,982,1
CC REC,5348801200,Gabriela Hurtado,03071958,27,25,100,61,6,0,5,1,1,0,1,821,0
CC REC,0575063653,Ana Rodríguez,17041959,64,97,75,39,5,0,2,0,1,1,0,851,1
AFIS,6275988623,Juan Perez,11031987,69,88,83,70,3,0,5,0,0,0,0,18,1
NIP,1800452333,Juan González,08081958,55,42,26,33,6,1,6,1,0,1,0,57,1
CCT,8044920002,Melissa García,20021974,44,3,37,100,4,0,1,0,1,1,1,884,1
TI REC,6584610089,Juan Hurtado,04121955,70,3,79,59,3,0,6,0,0,0,0,670,1
CC DUP,5530764241,Carlos González,05111988,63,34,11,96,4,1,5,0,0,0,0,113,0
CC REC,0026755546,Miguel Perez,17111939,49,34,86,26,3,1,1,1,0,1,1,552,0
NUIP,2390261052,Marcela Perez,17072002,26,56,28,97,6,0,4,0,1,0,1,855,0
ANI,0219351779,Ana Hernández,28121935,87,49,60,99,4,0,4,1,1,1,0,831,1
SITAC,7751783674,Laura Hurtado,19101978,69,67,5,64,5,1,4,0,0,0,0,879,1
HLED-WEB,8207244355,Manuela Martínez,13071984,68,1,22,57,4,1,2,1,0,0,1,100,0
CC DUP,3760034673,Sofía Murillo,13082000,28,36,39,10,1,1,3,0,0,1,1,770,0
AFIS,8444606059,Laura García,02041996,11,62,54,42,3,0,2,1,0,1,0,924,0
ABIS,7914867360,Carlos García,01051957,31,97,24,41,3,0,5,1,0,1,1,681,0
CC,5639901924,Luis Hernández,10121941,21,42,8,73,2,0,5,0,1,1,0,591,0
DCU,8529036716,Miguel Castaneda,21101952,8,49,60,100,2,1,4,1,0,1,0,470,1
MTR,4035827137,Manuela García,06122003,10,29,69,88,4,0,2,1,0,1,0,97,1
MTR,5247638053,Marcela Cifuentes,24051947,52,91,69,34,2,0,3,1,1,0,1,904,1
TI DUP,1375898463,Ana Martínez,17011957,2,82,3,14,6,1,3,1,1,0,1,796,0
TI,8841921863,Melissa Hurtado,24031979,9,81,82,13,2,1,2,0,1,1,1,66,0
AFIS,3828275592,Miguel Murillo,07071989,30,98,33,68,1,1,2,1,1,0,1,862,0
DCU,8987677799,Gabriela Hernández,23011941,49,86,6,18,4,1,4,1,1,1,0,270,0
CC,3256776560,Luis Rodríguez,11061970,76,2,31,48,4,0,4,1,1,1,0,883,1
AFIS,8198802015,María Murillo,19121979,29,64,4,46,1,1,2,1,0,1,0,428,0
SITAC,1473125358,Ana Murillo,15081945,65,64,43,10,5,1,3,1,1,1,0,282,1
ABIS,0789736006,Sofía Murillo,28121959,26,28,98,90,2,0,1,1,1,1,0,258,0
DCU,6874778680,Melissa Hernández,19021975,71,65,74,81,6,0,4,1,0,0,0,577,1
DCU,5920103322,Laura López,27031993,84,10,35,53,1,0,1,0,0,1,0,437,1
SITAC,7445462597,David González,18041945,54,1,8,58,2,0,6,0,0,0,0,664,0
TI REN,0388302311,Gabriela Rodríguez,05051992,78,76,30,92,6,0,1,1,1,1,1,936,1
CC REN,3151789844,Carlos Hurtado,20061953,83,8,47,29,3,0,4,1,0,0,0,357,1
SIC,0855618242,Miguel Hurtado,11121911,76,87,85,71,1,0,6,1,1,0,1,135,0
TI,2753348604,David García,28101950,95,41,44,96,5,0,1,1,0,0,0,343,1
HLED-WEB,4401407509,Miguel Rodríguez,07011942,80,99,61,22,4,1,3,1,0,0,1,392,0
ABIS,5345045582,Luis González,03101950,86,33,99,56,6,1,4,0,1,0,1,7,0
TI,9109053443,David Perez,12121941,52,20,57,87,3,0,1,1,1,0,0,284,0
SIC,5223092270,Luis Perez,07011993,78,100,91,16,1,1,1,1,0,1,1,712,1
AFIS,9330138126,Manuela Murillo,02081991,19,94,61,16,2,1,6,0,1,1,1,737,0
CCT,2301653994,David García,02021930,9,87,6,79,4,0,5,1,0,0,1,714,1
ANI,8803037115,Luis López,19041987,23,18,2,67,2,1,2,0,0,1,0,332,0
CC REN,6408252855,Daniela Castaneda,13051928,89,6,27,94,4,0,1,1,0,0,1,775,1
CC REC,8575174480,Gabriela Cartagena,15041928,39,28,17,96,4,0,4,0,1,0,0,482,1
CC DUP,9060228034,Manuela Hurtado,26081975,40,29,5,5,1,1,6,0,1,0,1,554,0
SIC,8484553969,Gabriela Murillo,06112002,30,50,36,7,2,0,3,0,1,1,0,474,0
DCU,8946517362,Daniela Martínez,22091998,93,49,7,50,5,1,3,1,1,0,1,699,0
CC DUP,5973337144,Juan López,07081964,69,90,13,4,3,0,3,0,0,1,1,422,1
TI REC,6479515049,María Martínez,02011945,14,14,23,25,1,1,1,1,0,1,1,56,0
TI PV,2026222340,Daniela López,18101961,75,38,27,44,4,1,2,1,0,0,1,500,0
MTR,5202578893,Gabriela Rodríguez,09081991,10,71,89,70,6,1,5,1,0,1,1,265,1
TI REC,8124845265,Carlos Cartagena,20051927,61,6,21,54,1,1,1,1,1,1,0,177,0
NUIP,4726982003,Juan Martínez,25061992,98,89,67,73,4,1,1,0,1,1,0,849,0
NIP,1348142144,Laura Perez,22021972,26,16,34,78,2,1,4,0,1,1,0,966,0
CC DIG,0766116150,María Martínez,09101933,63,27,60,1,1,1,2,1,1,1,1,140,0
TI REC,3177959684,Miguel González,11101926,8,6,18,72,6,0,4,1,1,0,1,411,1
CC REC,2245288762,Juan Perez,02061927,9,46,84,90,3,1,2,1,0,1,0,518,0
CC REC,3435579186,Gabriela Rodríguez,17121960,63,81,20,75,4,1,3,1,1,1,1,322,1
