tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
ABIS,6157776497,Manuela Murillo,26011986,39,48,81,94,4,0,2,0,0,0,0,137,1
MTR,9075246011,Laura Hernández,09091936,26,71,48,69,2,0,1,1,0,1,1,247,0
ABIS,1408828484,Melissa Murillo,21081941,7,71,66,82,5,0,2,1,0,1,0,594,0
CC PV,5218985859,Manuela González,06121926,67,25,16,22,3,1,5,0,0,1,1,612,0
TI REC,7212790813,Miguel García,21101975,94,47,18,52,1,1,3,0,1,1,0,478,1
CC REC,2249883609,Juan García,08091984,45,64,89,37,1,0,2,0,0,0,0,54,0
SIC,7010965803,Juan Hernández,16111990,70,10,89,16,4,0,6,0,1,0,0,127,0
CC DIG,6930345781,Luis García,12062004,41,80,49,91,4,0,4,0,1,1,0,228,0
CCT,9041012565,Daniela Castaneda,21121950,25,99,73,88,6,0,1,1,0,0,0,458,1
DCU,0380393345,Carlos Cartagena,10101955,43,44,61,82,5,1,4,0,1,0,1,504,1
AFIS,3075861158,Manuela Cifuentes,16092000,97,76,2,51,5,1,3,1,0,1,1,63,1
NIP,8426851003,Juan Cifuentes,06051976,72,79,81,71,3,0,5,1,1,1,1,521,1
TI REN,9352438557,Luis González,15091955,53,1,95,73,4,1,5,1,1,1,0,994,1
CC PV,2097947127,Melissa Cartagena,15021969,59,80,51,62,6,0,1,0,1,0,1,530,0
SITAC,0996239818,Luis Martínez,13101978,88,82,30,26,6,0,6,0,1,1,1,719,1
AFIS,7965718161,Daniela Rodríguez,24011959,45,52,27,58,3,1,6,1,1,0,1,564,0
DCU,0958424053,Miguel López,06011944,38,52,26,69,1,0,2,0,0,1,0,547,1
DCU,1540699900,Ana Perez,12051964,52,93,86,47,5,1,2,1,0,0,1,642,1
CC,9798189407,María Rodríguez,06091945,81,80,3,15,3,1,6,1,0,1,1,687,1
DCU,9998772545,Manuela Cifuentes,28031932,82,60,75,60,5,0,6,1,0,0,0,489,0
CC,7115582811,Miguel Perez,28061938,36,4,37,87,5,0,1,0,1,0,1,386,0
TI PV,0152815269,David López,19051935,43,50,14,41,2,0,4,1,0,1,0,551,0
