tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI DUP,9206918171,David Perez,01111930,49,95,25,21,4,1,4,0,1,0,1,554,0
TI,9739327295,Sofía Murillo,20041933,18,93,68,45,6,0,6,0,1,0,0,317,0
ANI,7125915055,Sofía Cifuentes,28051973,99,26,52,20,4,0,4,0,1,1,1,49,0
TI PV,8668946864,Marcela Cartagena,18051950,67,43,28,57,1,1,6,0,1,1,0,259,0
NIP,5779592386,Ana Martínez,25071937,67,24,65,93,1,1,3,1,0,1,1,416,1
NIP,3951483767,Marcela Castaneda,18021975,96,97,4,85,5,0,4,0,1,0,1,718,1
TI REC,0271762525,Laura Cifuentes,14021926,65,66,80,36,1,0,1,1,0,0,1,943,0
CCT,1890760511,Luis López,24111971,64,23,86,70,6,0,3,0,1,0,0,29,0
CCT,3956376010,Carlos Hernández,01061966,14,45,39,21,4,0,5,1,0,0,0,983,0
CC DUP,4666919585,Laura Murillo,12061924,50,99,19,68,3,1,3,1,0,1,1,888,0
CC DIG,6532259739,Melissa López,26062002,64,31,57,85,4,1,2,1,0,1,0,140,1
TI REC,4399121991,Laura Perez,06041991,100,7,36,26,2,0,2,1,1,1,0,150,0
CC PV,2027346489,David Cifuentes,26101936,58,39,46,57,3,1,3,1,1,0,0,628,1
ANI,1835939189,Laura Murillo,10041944,25,10,88,35,1,1,2,0,0,1,1,182,0
SIC,1476108324,Miguel López,12121995,37,22,24,86,1,0,2,0,0,1,0,173,0
CC DIG,3801244875,Carlos Castaneda,03031959,69,33,1,23,4,1,1,1,1,1,0,698,1
CC DIG,4916558688,Luis Hurtado,09041969,43,12,20,50,5,0,5,1,1,1,1,353,0
CC PV,4147408574,Juan González,09011973,29,57,7,83,6,1,6,1,0,1,1,916,0
ANI,8457737934,Melissa Cartagena,21021967,36,54,20,84,4,0,6,1,0,0,1,582,1
TI DUP,8806014111,Manuela Cifuentes,15121966,36,94,90,72,5,0,4,1,1,0,0,299,1
SITAC,9509277577,Ana Rodríguez,16102023,6,73,95,90,4,1,6,1,0,0,0,36,1
