tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
NIP,9502450233,Sofía Hernández,08121959,93,85,9,82,6,1,3,1,1,1,1,746,1
DCU,8580014632,Melissa Cartagena,12021946,68,2,65,78,3,0,1,0,1,1,1,696,1
NUIP,2240620069,Melissa González,08071932,80,42,75,56,4,0,1,0,0,1,0,398,1
NUIP,6840844283,Marcela Cartagena,11101962,18,24,40,91,3,1,5,0,1,0,0,815,0
MTR,6270675109,Gabriela Hurtado,08111993,4,15,38,69,1,0,1,1,0,0,0,724,0
CC REN,0568831873,Sofía Hurtado,19031980,33,50,66,99,3,1,6,0,0,0,0,122,1
ANI,5944727892,María Martínez,01011976,41,87,87,89,3,1,6,0,1,0,1,127,1
CC REC,6879233330,Gabriela García,13021999,40,32,35,70,5,0,3,1,0,1,1,289,1
CC DIG,0492862449,Sofía Hernández,20071956,89,18,24,6,3,1,1,1,1,0,1,524,0
MTR,4686485429,Sofía Hurtado,23081946,36,23,1,85,1,1,2,0,0,0,1,133,0
SIC,0043295517,Gabriela García,13031977,98,19,3,85,2,1,2,0,0,0,0,443,0
TI PV,2620369225,Melissa Rodríguez,19061984,43,92,44,38,5,0,6,1,0,1,1,969,1
TI REC,9190287880,Ana Murillo,13041957,73,27,59,47,2,1,1,1,1,0,1,546,1
TI REC,9723609511,Marcela Hernández,23121945,64,95,79,83,2,0,4,1,1,1,0,769,0
CC DIG,2072119120,Daniela García,26111975,10,68,9,52,5,0,1,1,1,0,0,640,1
TI REC,2007103981,María Castaneda,15081995,55,12,50,93,1,0,1,0,0,1,0,398,1
TI,7462298288,Daniela García,09051970,14,58,17,4,3,1,5,0,0,0,1,221,0
TI DUP,3934049745,Carlos Castaneda,09041980,61,46,15,85,4,0,2,0,1,0,0,522,0
EIS,7311774135,Gabriela Cifuentes,07052007,13,87,45,46,2,0,4,0,1,1,0,314,1
CC DIG,7807503104,Melissa Hernández,04032003,99,94,82,17,4,1,4,1,0,0,1,260,0
TI REC,8274202725,Laura Murillo,16041940,16,35,41,77,5,1,1,1,0,1,0,273,0
SIC,6867209313,Laura Perez,08031956,77,57,54,80,2,0,5,1,0,0,0,804,0
SIC,9585637386,Daniela García,08021944,26,28,40,73,5,0,2,1,0,0,1,851,1
TI PV,4102797787,Laura Rodríguez,27121953,80,6,77,57,4,0,4,1,0,1,1,586,1
CC DIG,4653006951,Laura Cartagena,27101992,8,52,96,31,2,0,5,0,0,1,1,381,1
CC DIG,3017516704,Daniela Perez,22051928,63,33,67,76,3,0,6,1,0,0,0,245,0
DCU,1272293474,Sofía Perez,25081934,36,17,68,1,5,1,1,0,1,0,1,391,0
TI REC,6203814336,Gabriela Hurtado,20111960,33,38,92,78,4,0,3,1,1,1,1,592,1
TI,7664667038,Miguel Martínez,05051972,91,73,3,89,3,0,6,0,0,0,1,358,1
NUIP,1318243335,Ana Cifuentes,21121975,99,75,65,74,2,1,4,0,0,0,0,760,0
NIP,8352187143,David Cifuentes,17121911,90,12,63,45,1,0,2,1,0,1,1,247,1
CC DUP,1771579587,Melissa Cartagena,13011940,47,28,42,87,6,0,2,0,1,0,1,990,1
CC REN,4709643704,Juan Hernández,23011942,18,96,58,45,2,1,2,1,0,1,0,884,0
SITAC,3122738527,Luis López,15031987,55,25,71,49,3,1,2,0,0,0,1,829,0
ABIS,4855538148,Melissa González,03011925,81,70,94,41,1,1,3,0,1,1,0,240,0
TI REC,8613650398,Laura Hurtado,28021946,83,87,41,47,1,1,4,1,1,0,1,534,0
NIP,8101983131,Melissa Martínez,03061996,20,41,16,4,3,1,5,1,1,0,0,71,1
SIC,5043006984,Daniela Martínez,06091926,82,83,71,54,5,0,5,1,1,0,0,189,0
HLED-WEB,0524209902,Daniela Hernández,20082002,3,46,7,58,5,1,4,0,1,1,1,983,0
ABIS,9252694158,Daniela Rodríguez,12112006,13,24,41,8,3,0,1,0,1,1,1,650,0
TI REC,6999526659,Ana González,18041963,78,38,68,99,1,1,5,1,0,0,1,261,1
NIP,6948636584,Gabriela Perez,18031940,83,39,10,46,3,0,5,1,1,1,0,210,0
NUIP,6556273152,Sofía López,09101951,65,94,63,18,4,1,1,1,1,1,1,716,0
SIC,8816326735,Carlos González,09121927,64,25,57,18,3,1,1,1,1,0,1,42,1
CC REC,0118115958,Melissa Rodríguez,28022008,52,99,60,47,2,1,1,1,0,1,1,739,0
CCT,0498390027,María Cartagena,19031972,25,8,100,9,2,1,1,1,1,0,0,692,0
CC REC,0066734841,Laura Hurtado,11021958,30,9,30,6,2,0,5,0,0,1,0,665,1
SITAC,2663427444,Luis López,04031980,97,14,63,11,4,1,2,0,0,0,1,845,1
CC DIG,0696312793,Marcela Perez,01051997,61,53,29,28,2,0,5,0,0,1,0,14,1
TI REC,4541707112,Daniela Hernández,19011951,29,73,76,81,6,1,2,1,0,1,1,543,1
MTR,8302737670,Manuela López,01041924,60,33,81,74,2,1,6,0,1,1,0,341,0
TI REC,6373488784,Laura Cifuentes,05072000,1,13,7,6,5,1,4,0,1,1,0,64,1
HLED-WEB,4680868553,Luis Hernández,06011962,48,17,9,22,1,0,1,0,0,0,1,973,1
CC PV,3444520290,David Hernández,23071939,92,55,32,29,5,0,2,0,1,0,0,274,0
TI,8176705417,Sofía Cartagena,25042003,13,23,14,93,3,1,2,1,0,1,0,753,1
TI PV,5866925201,Sofía Cifuentes,17042001,76,80,52,47,3,1,3,1,1,1,1,644,0
SITAC,8927341090,David Hurtado,26011949,46,61,17,70,6,1,5,0,1,1,1,189,1
EIS,0490669345,David Cartagena,22011949,51,37,24,27,5,1,3,0,1,1,0,546,1
TI REN,5178288479,Carlos Rodríguez,12081957,32,6,30,90,6,0,2,1,0,1,1,583,1
CC,9877485786,Miguel Castaneda,17011927,3,5,43,57,1,1,5,0,0,0,0,857,0
TI REN,2079818900,Gabriela González,11111976,48,7,24,77,1,0,3,0,1,1,0,193,0
HLED-WEB,9295175430,Miguel Cartagena,27061960,6,51,80,73,2,1,1,0,0,1,0,788,1
TI DUP,7604400006,Gabriela González,20121993,38,98,44,83,6,0,6,1,1,0,0,786,1
NUIP,3632569592,Laura Martínez,17031994,97,61,4,99,4,1,4,1,0,0,1,423,0
DCU,2496396543,Gabriela Perez,25081976,29,29,99,14,6,1,2,0,1,1,0,101,1
EIS,0264789848,Marcela López,21102002,74,70,64,87,4,1,3,1,1,0,1,224,1
CC,3201930005,Manuela Cartagena,16111942,11,11,15,17,4,0,2,0,0,0,1,774,0
CC PV,5999632978,Carlos Rodríguez,02061972,70,26,100,85,1,1,5,1,1,1,0,180,1
TI PV,9147999351,Sofía González,18061999,5,77,95,77,6,0,1,0,1,1,0,621,0
TI REC,0763662619,David Martínez,06011940,3,82,52,46,6,0,5,0,1,0,1,754,0
TI,2654394843,David Murillo,20111963,37,62,87,67,6,1,4,1,0,0,0,197,1
TI PV,6818568144,Juan Hernández,10071937,25,96,77,7,4,1,5,1,0,1,1,921,0
ANI,3856969691,María Cifuentes,28051996,70,45,60,24,3,0,1,1,0,1,0,278,0
ABIS,4916970083,Luis López,20051927,2,91,25,49,6,0,5,1,1,1,1,3,0
CC PV,5455853788,Miguel Martínez,07071927,55,67,81,16,5,1,5,1,1,0,1,867,1
DCU,5130510360,Daniela Martínez,02071971,45,8,93,40,6,1,5,1,1,1,0,775,0
CC DUP,9712443802,David Perez,16051929,40,44,31,39,1,1,1,0,0,1,0,297,1
TI REC,4342626396,Laura Castaneda,15011931,50,27,31,34,3,0,2,1,0,0,1,229,0
CCT,2533064240,Juan Hurtado,14011967,88,33,60,9,5,0,2,0,0,1,1,696,1
HLED-WEB,6987475662,Gabriela González,26061999,11,60,91,70,6,1,1,1,0,1,0,686,1
TI REC,3737500215,Manuela García,15051968,49,69,42,4,1,0,6,1,1,0,1,584,1
MTR,1785965274,Manuela Castaneda,04021983,23,37,7,49,4,1,6,1,1,0,1,821,0
CC REN,1343841359,Daniela Castaneda,10031949,59,78,24,32,4,1,2,1,0,1,0,279,1
DCU,5512794306,Miguel García,10031958,19,62,47,86,2,0,5,1,1,1,0,797,0
DCU,9089156963,Laura Cartagena,11051982,75,52,41,9,1,0,1,0,0,0,1,743,0
AFIS,7486067368,Ana Cartagena,04031984,16,35,29,76,3,0,3,0,1,0,1,123,0
MTR,7960946757,Sofía Cifuentes,17071970,72,95,5,72,5,0,2,0,1,1,1,239,0
ANI,0472127119,Juan Martínez,09101956,77,43,46,27,5,0,5,1,1,0,0,765,1
TI REC,0286090254,Miguel López,24052005,93,99,37,38,5,0,5,1,1,1,0,849,0
TI REC,2209914641,Marcela García,26011945,2,18,64,3,3,0,6,1,1,1,0,796,1
ANI,0245264787,Luis Cifuentes,10071956,5,28,38,54,6,0,4,1,1,1,0,950,0
DCU,8891684683,Juan Murillo,06051948,67,77,90,32,1,1,1,0,1,1,0,943,1
CC REN,8570982452,Laura Cifuentes,22051942,48,34,66,86,5,1,2,0,0,0,0,900,0
CC,5840422027,Daniela Hurtado,03041933,67,46,23,99,2,1,3,1,1,1,1,552,0
ANI,0534141776,Miguel Hernández,12031940,90,17,28,96,3,1,5,1,0,0,1,958,1
CC PV,8028826243,Manuela Castaneda,19051997,89,89,71,6,3,1,3,0,0,0,1,349,1
CCT,6454319958,Carlos Cartagena,24101937,42,69,22,78,3,0,6,1,0,0,1,705,1
TI REN,1862437937,Manuela Perez,11101945,80,74,50,78,2,0,5,1,1,1,1,526,0
TI REN,8087871813,Miguel García,18022006,67,54,58,65,6,0,2,1,1,0,0,501,0
CC,6757000663,Melissa Hernández,14042002,21,19,3,9,4,0,3,0,1,0,0,917,1
