tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
SIC,3428682652,Juan Martínez,13081968,47,97,33,6,2,1,4,0,0,1,1,267,1
ABIS,8353691959,Juan Murillo,21091977,56,18,57,96,1,1,2,0,0,1,1,460,1
NIP,2303066205,Gabriela Rodríguez,25101980,31,74,5,58,5,0,1,0,1,0,1,222,1
ANI,0004604908,Luis González,15031937,44,23,100,93,6,1,5,1,1,0,1,148,1
CC DUP,5185623290,Laura Rodríguez,14051931,68,54,80,43,5,1,6,1,1,1,1,765,0
NIP,2005746367,Daniela López,14091989,86,32,85,41,1,1,2,1,0,0,1,917,1
SIC,8037255474,Sofía Perez,02071990,34,99,77,5,3,0,1,1,0,0,0,78,0
HLED-WEB,5280784889,Marcela Hurtado,08111933,75,16,98,53,3,0,4,1,0,0,1,402,0
SIC,6987854195,Daniela Cifuentes,12071999,57,53,53,54,1,1,4,0,1,1,1,953,1
TI DUP,5047671746,Carlos Cartagena,26071975,7,64,83,59,2,1,6,0,1,0,0,356,1
AFIS,0016993055,María Rodríguez,24061926,9,46,71,18,5,0,6,1,0,1,1,176,1
ABIS,6531815180,Sofía Cartagena,10051987,1,57,93,15,5,0,5,1,0,0,0,339,1
DCU,3237541466,Sofía Hurtado,21111967,93,32,43,71,3,0,4,0,1,1,0,707,0
MTR,9007848150,Juan Hernández,06101995,100,11,83,78,4,0,1,1,1,0,0,480,0
CCT,0655461060,Carlos Martínez,22051966,6,91,5,30,6,1,4,0,0,0,1,515,0
AFIS,0048063104,Juan Rodríguez,03031969,14,59,51,56,4,0,6,1,0,0,1,489,0
HLED-WEB,4742283592,Ana García,05061997,26,33,86,61,3,1,6,0,0,1,1,934,0
SITAC,1758853148,Gabriela Hernández,10071952,33,65,13,76,1,1,1,0,1,1,0,448,1
TI REC,4282538127,Miguel Cifuentes,05111933,96,41,73,21,2,0,4,1,1,0,0,824,0
DCU,5269368543,Miguel García,27021925,50,75,85,75,1,0,2,0,1,0,0,806,1
NUIP,2868022334,David González,18011922,91,86,13,26,6,1,4,1,1,1,0,417,0
CC REC,3245612253,David Hernández,02111963,98,25,85,41,4,0,2,0,1,0,1,759,1
TI REC,9748104388,David García,10081936,13,58,96,7,5,1,6,0,1,1,0,954,0
TI REN,6490505438,Juan González,27101981,45,67,92,95,1,0,6,1,0,0,1,574,1
CC REN,7757858365,Ana Hernández,10031950,3,50,26,13,1,0,1,1,0,0,1,791,0
TI PV,2011391625,Juan García,06041930,21,18,8,7,3,1,4,0,0,1,1,40,1
TI DUP,5542209700,Manuela Castaneda,16041928,59,11,85,69,6,0,5,1,0,0,1,365,1
TI,9227526881,Melissa Perez,22031964,39,75,84,26,3,1,5,1,1,0,0,496,0
TI REN,6153612124,Laura Rodríguez,10072003,8,41,96,86,3,0,6,0,0,0,1,56,0
CC REC,1602724176,María Cifuentes,05051924,93,78,10,54,1,0,4,1,0,1,1,828,0
DCU,5138617814,Sofía Cifuentes,28081997,83,30,39,13,6,1,2,0,0,1,1,521,0
EIS,9419843774,David García,11101995,98,100,22,9,5,0,1,0,1,0,1,694,1
SIC,1826787596,Ana Martínez,04052006,76,70,80,3,2,1,4,0,0,0,1,654,1
CC,0632324383,Carlos González,28031943,79,35,21,81,4,0,1,1,0,1,0,143,1
CC REC,8505283693,Juan Hurtado,19051968,38,44,65,17,3,0,1,1,0,0,0,666,1
TI REN,8547603437,Luis López,05041972,80,10,62,3,3,1,3,0,1,1,1,526,0
TI,9847887590,Sofía López,28101980,39,50,53,70,1,0,6,0,0,0,0,232,0
ABIS,4834172926,Luis Murillo,27101926,79,33,75,54,5,0,2,0,0,0,0,18,0
CCT,1963777549,Gabriela Rodríguez,08111939,58,87,93,12,6,0,2,0,1,0,1,757,1
CC,3379782283,Sofía García,25052007,6,97,61,42,2,1,4,1,1,0,0,56,0
NUIP,6353034846,Daniela García,23011990,49,92,62,83,3,1,5,1,1,0,0,373,0
AFIS,8440217186,Juan Castaneda,27081955,27,99,24,24,3,1,6,0,1,0,1,363,0
TI DUP,3079404951,Luis López,16031982,79,36,7,63,2,0,5,0,1,0,0,865,1
TI PV,0062354702,Gabriela Castaneda,21061928,46,46,64,20,6,0,4,0,1,1,0,399,0
CC DUP,1204463393,Sofía González,13011960,14,80,81,85,2,0,2,1,1,0,1,550,1
SITAC,0789849034,Luis González,20101945,3,8,35,49,1,0,4,1,0,0,0,385,1
CC PV,5431771227,Marcela Castaneda,15121998,32,79,41,36,6,0,6,0,0,0,0,87,1
HLED-WEB,2261237669,Marcela Castaneda,10091975,48,3,47,92,4,0,6,1,1,1,1,948,0
SIC,2204380856,Juan Hurtado,09052000,47,82,22,94,2,1,4,1,0,0,1,980,1
CCT,8971011039,Sofía Rodríguez,25121941,76,6,80,56,2,1,6,0,0,0,0,899,1
SITAC,6534247163,Gabriela González,24031934,85,100,37,70,1,1,2,1,1,0,1,600,0
ABIS,8117566274,Marcela Hurtado,16051992,14,69,78,20,5,1,1,0,1,0,0,700,0
TI PV,5924025778,Daniela Castaneda,23031990,66,86,91,20,5,1,3,0,1,1,1,841,0
TI,4750417777,Luis Cartagena,03061983,4,42,51,62,2,0,1,0,1,0,0,950,1
SITAC,2123539085,Melissa Castaneda,08111970,69,89,93,21,2,1,6,0,1,1,0,298,0
TI REN,7482461045,Daniela González,11021951,85,27,90,76,6,1,3,1,0,0,0,771,0
DCU,1946077646,Gabriela Murillo,26081974,43,57,91,30,5,1,3,0,0,0,1,573,0
TI REN,0116507621,Luis Martínez,19011930,6,98,32,74,2,0,1,1,1,0,1,622,1
NIP,1852325494,Ana Hernández,21121941,29,75,78,76,6,0,6,1,0,1,0,39,0
CC REC,1445170324,María Hurtado,14071992,65,49,3,12,1,0,4,1,1,0,1,426,0
HLED-WEB,6401649028,Laura Martínez,09011939,82,10,22,15,5,1,6,0,1,1,1,744,1
DCU,4748811729,Daniela García,24071942,49,28,51,84,2,1,2,1,0,0,1,292,1
CC REC,7419638170,Ana Perez,19081990,27,34,79,50,6,0,4,0,0,0,1,819,0
TI,7568198357,Gabriela Perez,03031985,90,15,54,71,1,1,2,1,1,1,1,939,0
DCU,4420245251,Gabriela Cartagena,17112008,44,47,7,73,2,0,2,0,0,0,1,607,0
SIC,5350968533,Laura Murillo,21011989,39,84,7,26,5,0,3,0,0,0,1,719,1
SITAC,9589298155,Ana Rodríguez,16071990,74,94,88,89,4,1,1,0,0,1,0,711,1
CC,8174886904,Marcela López,10051959,96,79,70,80,2,1,2,1,0,1,1,933,1
