tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,8079245406,María Perez,21021921,26,32,20,4,6,1,4,1,0,1,1,852,0
HLED-WEB,6487180904,Juan Rodríguez,22111944,22,44,71,89,5,0,4,0,0,1,1,138,1
DCU,1387987066,Gabriela Murillo,28071981,100,28,47,16,3,1,6,0,1,1,1,795,1
CC PV,1644985105,Sofía García,08121987,92,3,80,43,2,1,4,0,0,1,1,561,1
CC PV,6327387766,Carlos Cartagena,06061940,35,6,75,87,3,0,4,0,0,1,1,763,0
CCT,8852283260,María García,16072009,67,34,75,40,5,0,5,1,0,0,0,768,0
DCU,1586738821,Juan Cifuentes,14032009,44,49,14,33,3,0,6,1,1,1,0,466,0
CCT,9178689161,Manuela López,07111993,57,92,81,58,5,0,4,1,0,0,1,353,0
CC PV,3084289337,María Cartagena,28101989,28,29,39,28,4,0,5,1,0,1,1,256,0
DCU,6221602591,María Martínez,01092006,80,52,71,20,6,1,2,1,1,0,0,177,0
CCT,7138082156,Sofía Cartagena,03111907,36,32,47,79,6,1,2,1,0,1,1,589,1
CC,3536339145,Sofía García,26071950,93,50,59,76,3,0,6,1,0,1,1,3,1
TI REN,1543827272,Miguel Cifuentes,28071930,66,69,29,66,5,1,2,1,0,0,1,932,1
MTR,0055458112,Ana Cifuentes,27091971,81,31,63,50,6,0,3,0,0,0,0,618,0
TI REC,8064450664,Gabriela Martínez,05081984,78,40,18,89,6,1,2,0,0,1,1,698,1
TI,5410956828,Luis González,06061961,41,49,75,19,5,0,1,1,0,1,1,24,1
CC DIG,5875182844,Manuela Hurtado,18111958,6,69,11,67,4,1,6,1,1,1,1,531,0
CC PV,4471266687,Carlos Cartagena,14091943,15,7,19,49,3,0,2,1,1,1,1,388,1
CCT,2366105694,Marcela García,17101957,5,16,62,87,4,0,5,1,1,0,1,907,0
TI PV,2479315935,Ana Hurtado,06121957,23,71,27,21,2,1,6,1,0,0,1,495,1
DCU,7180449984,Ana Cartagena,18021903,1,9,58,99,4,1,6,1,0,0,1,917,1
MTR,8337960513,Melissa Castaneda,03061997,61,51,98,73,2,1,5,0,0,0,0,103,0
SITAC,7594510482,Daniela Murillo,16101952,33,20,82,43,6,1,3,1,1,1,0,249,1
NIP,6360040595,Laura Castaneda,28081989,98,58,99,43,5,1,1,0,0,1,0,792,1
SIC,8816416729,Carlos Cartagena,16101925,18,82,2,9,2,0,5,1,1,1,1,82,0
NIP,8371379019,Marcela Cifuentes,02121964,53,59,76,23,2,0,6,1,1,1,1,884,1
TI REC,4781052882,Marcela Hurtado,10071924,59,46,76,58,3,1,1,1,0,1,0,290,1
CCT,0499172723,María Perez,11121932,32,80,91,36,1,0,4,1,1,0,0,778,0
