tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC REC,1493614365,Juan Hernández,06031915,78,35,19,52,4,0,1,1,1,0,0,597,0
CC,5032820869,Laura López,05041953,63,59,53,24,6,0,1,0,1,1,0,464,1
NIP,8041127690,David Cartagena,17121944,69,65,44,84,5,0,2,0,0,0,0,396,1
CC DIG,2991847713,María García,09121997,8,74,57,89,5,0,5,1,1,1,1,301,1
CC DUP,4500672672,Gabriela Cartagena,22111965,41,51,9,99,4,1,6,1,1,0,1,906,1
CC DIG,1414417038,Laura Hernández,19051988,6,100,57,41,3,0,1,0,0,1,0,448,1
ABIS,0645182056,Carlos Cartagena,02052001,48,25,53,53,3,0,2,1,0,1,1,260,0
AFIS,8256239002,María García,01102005,69,87,90,93,3,0,3,1,1,0,0,387,0
ANI,8647640048,Marcela Perez,14091989,48,35,79,27,5,0,4,1,0,1,0,634,0
TI DUP,8777751240,Daniela Rodríguez,18041926,95,76,37,53,5,0,6,0,1,1,1,531,0
TI REC,6663275162,Laura Perez,18111918,35,34,11,28,3,0,2,0,0,0,0,430,1
CC REN,4358043539,Gabriela Martínez,05121955,63,13,76,91,3,1,1,1,1,0,0,267,0
TI PV,2286861220,Daniela García,20101963,12,24,58,31,5,0,2,0,1,0,0,27,0
EIS,3052496913,David Martínez,09071990,84,25,6,72,6,0,5,1,0,1,0,111,1
CC DUP,2627901764,Luis Murillo,08051991,61,24,100,10,5,0,1,0,0,0,0,413,0
CC DIG,3117352131,María Cartagena,27051968,95,11,64,12,5,0,2,0,0,0,1,853,1
CC,1716840449,Sofía Perez,20092004,84,88,27,57,5,1,3,0,0,1,1,444,0
EIS,3751780847,María Rodríguez,27061971,24,96,73,91,3,1,6,1,1,1,1,943,1
TI,9109268773,Laura Rodríguez,10091950,89,59,58,7,5,0,3,1,1,0,0,665,1
ABIS,1172865135,Sofía García,17111956,15,34,56,75,6,1,4,1,0,0,1,633,0
TI,8130902877,David Castaneda,14071939,22,72,83,30,1,1,2,1,1,0,1,731,0
ABIS,7642858415,Daniela Castaneda,11031949,43,79,79,98,3,1,6,0,0,0,1,459,0
CCT,6794942509,Ana Rodríguez,09091965,92,7,51,81,2,0,2,0,1,0,1,121,0
SITAC,7210602518,Luis Hurtado,14081994,3,16,92,55,3,0,5,1,0,0,0,978,1
CC DIG,8143257076,María Perez,20121959,73,43,38,29,2,0,3,1,0,1,1,562,1
NIP,2992977100,David Rodríguez,21051940,46,30,92,52,6,0,4,1,0,0,1,940,1
HLED-WEB,2976075126,Manuela Hernández,12021988,36,78,50,63,5,0,4,1,0,0,0,769,1
CCT,7385734229,Manuela Rodríguez,13051971,26,79,6,23,6,1,3,1,1,1,1,192,0
TI DUP,1998936700,Marcela Murillo,06081931,98,5,26,73,1,0,3,1,0,0,1,782,1
CC DUP,9809700601,Melissa López,18041984,70,60,20,71,3,1,5,0,1,1,1,4,0
CC PV,8374050379,Sofía Hurtado,06071924,58,72,91,50,6,0,3,1,1,0,0,616,1
CC PV,9259674279,Sofía Cifuentes,25051925,89,39,87,72,5,0,1,1,1,1,1,899,0
CC DIG,5446346764,Laura Murillo,10061971,22,69,72,53,1,0,6,1,1,1,1,835,0
ANI,8060627653,Juan Rodríguez,21081971,8,69,71,80,3,1,2,1,1,0,0,284,0
DCU,9788289429,Marcela Martínez,14041943,38,18,66,99,2,0,2,1,1,1,1,402,1
CC DUP,0421214600,David García,20121969,63,41,32,43,1,0,1,0,1,1,0,733,1
ABIS,4468867871,Daniela Murillo,27111934,98,63,42,88,2,0,3,0,0,0,0,728,1
TI,1396268198,Melissa Cartagena,10041942,43,57,31,47,4,1,4,0,0,1,1,582,1
ABIS,3834043903,Carlos Rodríguez,13101943,80,40,10,6,4,1,5,1,0,0,0,661,1
HLED-WEB,7609139351,Daniela Perez,19031989,35,15,52,63,3,0,2,0,1,1,1,72,0
SIC,9764185924,María Castaneda,13111911,78,34,16,10,3,0,5,1,0,0,1,435,0
TI,4445534359,María Castaneda,26051976,99,58,84,59,5,1,6,0,0,1,1,74,0
HLED-WEB,8942831866,Manuela Murillo,24061960,67,10,5,21,6,0,5,1,1,0,1,234,1
TI REN,0320316561,Miguel García,27091971,52,15,95,2,5,0,4,1,0,0,0,326,0
TI,3845914520,Luis Cifuentes,25011960,35,38,37,99,6,0,4,0,1,1,1,697,1
HLED-WEB,3940028434,Manuela González,18081932,33,6,72,28,4,0,5,1,1,1,0,421,0
TI PV,7458001399,Carlos Perez,27051974,18,3,3,80,3,1,1,1,1,1,0,345,0
TI PV,1852854232,Juan González,21051982,94,60,55,31,1,1,3,1,0,1,1,151,0
TI,6592514442,Gabriela Murillo,20121936,86,35,93,73,2,1,4,1,1,1,1,260,1
CC REC,4378386771,Carlos Hernández,02011999,64,41,6,39,1,0,4,1,1,1,1,196,1
SITAC,3158490185,Luis Perez,10032003,42,38,24,74,3,0,4,0,0,0,1,737,1
AFIS,2477600613,Ana Rodríguez,21111954,82,81,39,100,1,1,1,0,0,0,0,291,0
CC REC,8992702028,Miguel Murillo,09111964,10,10,24,97,5,1,6,0,0,1,1,233,0
NUIP,4977938903,Luis Castaneda,05031955,11,22,49,61,2,1,3,1,1,1,1,511,0
DCU,3559911305,Miguel Hernández,07051926,99,89,73,18,1,1,4,1,1,0,0,540,1
TI REN,7685207717,Luis Cartagena,21041979,95,81,63,46,6,0,1,0,0,0,1,201,0
CC REN,0212634071,Manuela García,24011941,75,52,47,15,2,1,1,1,0,1,1,469,0
TI DUP,4867468760,Daniela Cifuentes,13091968,40,78,78,53,2,0,4,1,0,1,0,18,0
CC DIG,9432833518,Manuela Castaneda,21051951,47,16,43,46,5,1,2,1,1,0,0,396,1
CC PV,5920076038,Melissa López,01101935,3,96,31,94,1,1,3,0,0,0,0,808,0
TI REN,5900522006,Daniela Rodríguez,25061954,63,17,39,3,6,0,4,1,0,1,0,92,0
NIP,8069390611,Marcela López,28111937,70,37,23,51,1,0,2,0,0,1,1,334,1
TI DUP,0148367419,Daniela Cartagena,24011926,41,86,19,5,2,1,6,0,0,1,0,684,0
CC DIG,1540559785,Juan López,23091945,75,67,44,20,2,1,3,1,0,0,1,785,1
SIC,7015117774,Miguel Murillo,19062006,91,42,12,66,5,0,5,1,0,1,1,503,0
ABIS,4090262020,Manuela López,07021988,39,25,39,65,6,0,4,1,0,0,1,886,1
TI DUP,0101168397,Marcela Murillo,26041931,49,11,1,26,4,1,5,1,0,0,1,805,1
TI,9816959143,Melissa Cartagena,11092007,63,48,36,55,6,1,5,0,0,1,0,311,1
TI DUP,0902986082,Miguel Hernández,06121957,34,88,16,49,4,0,4,0,0,0,0,879,1
CC REC,3096164164,Juan González,21101990,10,10,23,59,1,0,1,1,1,0,1,269,0
CCT,6690098031,Miguel Hurtado,03012015,100,91,42,72,1,0,6,1,0,1,0,484,0
MTR,8903892088,Daniela Murillo,13121984,27,70,29,28,6,0,4,1,0,0,1,958,0
TI REN,1670658281,María Castaneda,27122009,57,2,5,57,3,1,6,1,0,0,0,282,0
TI DUP,3158987137,Ana Castaneda,28061969,68,96,50,36,6,0,2,0,0,1,1,556,1
AFIS,7325989357,Ana Perez,21021930,67,11,2,77,6,0,4,0,0,1,0,525,0
CC DIG,0785034805,María González,20071925,74,4,3,3,4,0,1,1,1,1,1,384,0
NUIP,2256556952,Juan López,12021987,62,66,73,39,6,0,3,1,1,0,1,329,0
SIC,0142592876,María López,07061965,41,93,29,37,6,0,2,0,1,1,1,720,1
SITAC,7458774412,Manuela Hurtado,06051934,84,50,48,81,6,1,6,0,0,1,0,478,0
NIP,5123944224,Marcela López,24101950,92,96,87,76,3,0,4,0,0,1,0,990,1
