tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI PV,1163466430,Miguel Hurtado,22032011,10,37,42,37,1,1,3,0,0,1,0,919,0
HLED-WEB,3408444438,David Cartagena,23111927,40,85,94,16,6,0,2,0,1,0,0,15,0
CC DUP,6069481010,Ana González,21081959,21,22,28,63,2,0,4,1,0,0,1,119,1
AFIS,0749660027,David Murillo,04081929,18,49,32,76,1,1,1,0,1,0,0,295,0
HLED-WEB,6169456078,María González,27061943,51,51,54,82,3,1,6,0,0,0,0,351,0
TI PV,2352797552,Marcela Murillo,16101941,27,96,64,80,4,0,6,1,1,1,0,857,1
TI,2091567634,Marcela Rodríguez,05041984,79,40,71,37,5,0,5,1,0,0,0,736,1
SIC,1390077473,Laura Hernández,14121992,53,61,99,23,6,0,1,0,1,0,1,235,0
CC REC,0440706456,David González,10031942,100,94,52,65,2,0,5,0,1,1,0,606,0
CC DIG,5445380804,Juan López,26061995,1,57,90,12,3,0,5,1,0,1,0,858,0
CC DIG,5656950460,Sofía Hernández,21112022,83,83,25,20,3,1,4,0,1,0,0,377,1
CC REN,6986129480,Miguel Murillo,21091987,16,31,86,21,4,1,5,1,1,1,0,241,0
EIS,6470532736,María Rodríguez,24111977,87,54,79,72,3,0,2,0,0,0,0,791,1
MTR,7810873926,Miguel Rodríguez,12031958,6,93,75,87,4,0,4,0,1,0,0,809,0
CC PV,3491711339,David Cartagena,15022007,87,32,67,50,1,0,4,1,1,0,0,770,0
CC PV,9782169557,Miguel Hurtado,22061956,18,48,61,31,2,1,4,1,1,1,0,150,0
HLED-WEB,1778659517,David Hurtado,18121980,50,19,1,60,4,1,1,0,0,1,0,578,1
TI PV,4010582566,María Hurtado,25111955,75,77,23,24,3,1,6,0,1,1,0,271,1
SIC,2996833057,Miguel Rodríguez,08061960,11,37,62,74,3,1,5,0,0,0,1,928,1
TI DUP,6165367596,Gabriela Hernández,16111966,16,38,82,76,4,0,3,0,1,0,0,720,0
CC REN,7784641339,Marcela García,13042018,72,22,77,6,2,1,5,0,0,0,1,128,0
TI DUP,6231696444,Juan López,27121969,63,53,18,36,4,0,1,1,1,1,1,574,1
TI PV,9507163078,Daniela Cartagena,24101926,97,22,99,7,3,1,2,1,1,1,1,196,1
CC PV,6938799866,Laura Perez,08091928,35,44,87,83,6,1,4,0,0,1,1,257,0
NUIP,5374853261,Miguel Perez,15101966,91,12,9,80,5,1,4,1,1,1,0,790,0
CCT,3398156476,Sofía López,23021931,85,44,34,25,5,1,4,1,1,0,1,389,1
CC REC,4708433470,Manuela Rodríguez,05071969,78,30,34,82,1,0,1,1,0,0,0,139,0
TI,6033065096,Manuela Cifuentes,08122009,97,34,28,70,5,0,6,0,0,1,1,853,0
HLED-WEB,8995130964,María Castaneda,19031966,12,27,33,57,5,0,1,1,0,0,1,396,0
ANI,0177111870,Laura Rodríguez,01011961,45,69,84,12,3,0,1,1,1,0,0,214,1
CC REC,7652801022,María López,24091997,28,34,98,95,5,1,5,1,1,1,1,30,0
EIS,4278789977,Laura García,09031958,69,43,1,91,3,0,1,1,0,0,0,460,1
AFIS,1604566766,Daniela Hernández,18061949,30,55,55,54,3,0,1,1,1,0,0,273,0
CC REN,1899668026,Daniela García,28071987,54,75,80,27,4,1,1,1,0,1,1,634,1
ANI,3912469171,Marcela Martínez,08062006,13,64,90,94,5,0,5,1,0,0,1,862,0
CC PV,6108192516,David Hurtado,27062000,28,53,70,5,2,0,3,1,0,0,1,483,0
CC REC,0639345800,Daniela Hurtado,15101946,17,33,31,100,3,0,6,0,0,1,1,917,0
CC DUP,5771559876,Laura Cartagena,19031991,37,79,8,5,2,0,2,1,0,0,0,243,0
TI REN,7183894074,Gabriela Hurtado,06122003,74,60,22,90,1,0,5,0,1,0,1,853,0
TI REC,4217620201,Sofía Perez,06101924,28,4,46,27,2,0,5,0,0,0,1,788,1
CC REN,5571684428,David Castaneda,17121955,6,79,63,11,1,1,1,0,1,0,0,162,1
TI PV,0006762094,Manuela Murillo,19041936,23,86,4,90,5,0,5,1,0,1,1,864,1
AFIS,3145051418,Luis Martínez,01051946,46,6,52,40,6,0,1,1,1,0,1,652,1
NUIP,5993885977,Carlos Castaneda,19101928,47,44,35,100,4,0,6,0,0,0,0,886,0
ANI,4588276680,Marcela López,23121985,96,83,31,17,1,0,4,1,0,0,0,81,0
AFIS,8399348151,Miguel Cifuentes,17091939,54,51,2,69,2,1,1,0,1,1,0,128,0
CC PV,9052928513,Melissa Cartagena,26111951,42,95,55,73,5,0,3,1,0,0,0,109,0
TI REN,7053772219,Manuela Hernández,17011977,6,20,72,36,1,0,5,1,0,0,1,86,1
CC DUP,4836462105,David González,25091944,25,25,67,56,6,1,2,1,1,0,1,765,0
NUIP,9807655010,Miguel Cifuentes,14071987,31,3,86,17,2,0,4,1,0,0,1,580,1
SITAC,2040225017,Luis Murillo,13081903,61,19,29,8,5,1,5,0,0,0,0,13,0
TI REC,5290777917,Miguel Hernández,19011990,37,79,17,5,1,1,2,0,0,1,0,820,1
CC REN,3763914514,Gabriela Perez,15011954,40,21,91,57,3,0,5,1,0,0,0,118,1
TI REN,1734316694,Juan Perez,06081983,67,11,86,81,5,1,6,1,0,1,1,64,0
SITAC,6947177901,Miguel Castaneda,24101970,9,5,5,7,4,0,4,1,1,1,1,752,1
MTR,4264789786,Sofía Hernández,15112000,77,13,87,26,4,1,5,1,0,1,0,385,0
CC,7165614223,Daniela Murillo,19121991,20,30,28,91,1,1,4,1,0,1,0,188,0
MTR,4945217344,Miguel González,22102005,57,40,19,15,3,1,2,0,1,1,0,907,1
CC REN,8571878371,Juan García,20031974,89,63,60,50,5,1,6,1,0,1,1,256,1
SIC,0657477709,Miguel Castaneda,16011935,8,55,74,24,2,1,5,1,1,1,0,285,0
AFIS,1183700684,Gabriela González,01092014,25,70,37,12,3,1,5,1,1,1,1,878,0
ABIS,4001173698,Luis Hurtado,05011982,31,45,76,47,3,1,4,1,0,0,1,747,0
TI,7021311170,Miguel Hurtado,11041966,59,24,79,96,5,1,6,0,1,1,1,900,0
TI REN,0511797536,David Cifuentes,26061934,95,61,49,61,6,0,1,1,0,0,1,255,1
AFIS,0552598928,Juan Perez,06031946,78,47,72,46,4,1,2,0,0,0,1,614,0
TI PV,6865695154,David García,05101984,65,18,73,22,1,1,2,1,0,1,0,70,0
TI,1310406087,Laura Hurtado,03121957,26,16,55,85,4,1,4,1,0,1,0,361,1
CC REN,0898226983,Sofía López,10121952,53,89,66,98,2,1,2,1,0,1,1,324,0
CC DIG,1705667155,Laura Hurtado,12091980,30,54,31,82,3,1,1,1,0,0,1,363,0
TI DUP,1997609729,María López,20091991,100,93,66,98,6,1,4,0,1,1,0,682,1
CC DIG,7466777272,Melissa García,14062010,89,34,88,44,2,1,4,0,0,0,1,40,1
SIC,3894112892,María Martínez,17091944,16,17,16,98,1,0,2,0,1,1,0,90,1
CC DIG,6140233388,María Castaneda,14121990,38,15,56,86,6,0,4,1,0,1,1,467,0
DCU,5010685129,Marcela Rodríguez,25091961,79,18,87,66,3,1,5,0,1,1,0,181,0
SIC,8392225800,Marcela Cifuentes,12121994,98,17,71,49,3,0,5,1,0,1,1,133,0
TI PV,0438914463,Melissa Castaneda,18031954,91,26,58,98,1,0,1,1,0,0,1,533,0
SIC,0285775261,Miguel Murillo,28111977,33,77,69,22,5,0,5,1,1,1,0,52,0
CC PV,0868255184,Miguel González,14071945,68,29,52,90,2,0,3,0,1,0,0,535,1
CC DUP,9766990821,Ana Martínez,17032000,33,22,17,3,2,1,3,1,0,1,1,759,1
CC,8099800701,Laura González,04091934,96,23,2,93,6,0,5,1,1,0,0,904,0
CC PV,0882057855,Sofía González,15011997,3,96,29,58,4,0,5,1,0,0,0,254,0
MTR,5442383967,Marcela García,28061930,82,100,99,80,6,0,5,1,0,0,1,477,1
TI REC,8353189362,Luis García,05021926,98,37,74,73,3,0,2,0,0,0,0,97,0
NUIP,5961641754,Ana Martínez,23041952,55,13,71,95,6,0,5,0,0,0,0,279,0
TI,6277928022,Juan Rodríguez,04121944,51,33,18,6,6,0,5,1,1,0,0,422,0
