tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC DUP,1533592670,María Martínez,25091993,87,45,17,72,4,0,3,0,1,0,0,66,0
EIS,2973472927,Gabriela García,20071940,41,3,15,38,3,1,6,0,0,0,0,451,1
CCT,7153907943,Carlos López,06041937,43,25,66,2,2,1,4,0,0,0,0,674,1
AFIS,6993817874,Sofía Cifuentes,01102008,11,23,38,16,6,0,2,0,0,0,0,360,0
TI REN,5798456138,Luis Murillo,25031947,55,87,32,77,4,1,2,0,0,0,1,632,1
TI,8090535381,Ana González,24061927,63,84,100,40,5,0,5,0,1,0,0,875,1
CC REC,2026154273,Sofía Cifuentes,28021930,7,51,76,81,1,1,2,0,1,0,0,343,0
TI REC,2796128111,Carlos Rodríguez,17062004,93,48,14,34,4,0,4,0,0,1,1,163,0
MTR,8853025098,David Cifuentes,08031961,96,67,92,55,6,0,1,0,0,0,0,30,0
CC REC,7058536957,Manuela Cifuentes,24051961,59,51,92,60,2,1,6,0,0,1,1,357,0
TI REN,4072696824,Juan González,21121942,45,72,83,88,1,0,1,0,1,0,0,662,1
MTR,0331350306,María Martínez,23041996,10,24,23,72,4,0,1,1,0,1,1,533,0
CC DUP,3547696933,Miguel Hernández,08031960,99,31,91,10,2,1,5,1,0,1,0,691,1
ANI,8542460647,David Hurtado,15122002,34,42,66,63,6,1,3,1,0,1,0,123,1
AFIS,6055593269,Sofía Cifuentes,17111982,40,74,74,44,5,1,5,0,0,1,0,567,1
TI REN,3768100560,David Martínez,04011925,10,32,12,19,6,1,4,0,0,1,1,422,0
ABIS,2675388018,Sofía Perez,23071999,53,56,92,7,1,0,3,0,1,0,0,837,0
AFIS,6538120472,Juan Rodríguez,06071989,21,41,33,23,2,0,4,0,0,0,1,336,0
CCT,1633281207,Carlos Rodríguez,24061926,24,46,53,94,4,1,2,1,0,1,1,656,0
NIP,9495876382,María Murillo,24102008,79,73,79,76,4,0,3,0,1,0,1,786,0
ANI,8604155815,Carlos Murillo,07032017,73,97,67,86,6,0,2,0,1,0,0,461,1
SITAC,4129614021,David Castaneda,02092009,100,57,5,27,2,0,3,0,1,1,1,18,0
