tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC REN,5909786020,Gabriela Murillo,11011997,48,90,70,68,3,1,2,0,1,1,1,765,1
DCU,6884901068,Ana Cifuentes,19051979,89,18,36,59,1,0,3,0,1,1,0,378,0
TI REC,6899811182,Luis Castaneda,22061971,44,13,42,17,4,0,5,0,1,0,1,977,1
CC DIG,7273237697,Manuela González,22011924,71,19,91,48,2,0,6,1,0,1,0,307,1
CC DIG,5170672413,Carlos Cifuentes,21021974,97,97,14,87,5,1,1,0,0,0,0,727,1
TI,5847582826,María Hernández,21121949,50,3,57,51,4,0,2,1,0,0,1,603,1
CC REN,0647589018,David Martínez,16011933,68,52,18,29,5,1,3,0,0,1,0,145,1
CC REC,0061782975,Ana González,14031952,68,91,9,81,6,0,4,0,1,1,0,949,0
TI REC,2145980479,Miguel García,18101999,84,28,19,66,4,1,6,0,1,1,1,985,0
AFIS,9536328779,Manuela Rodríguez,05041971,82,49,96,30,2,1,6,0,0,1,0,531,1
SITAC,3221781876,Daniela Martínez,12071996,39,82,88,40,3,0,6,0,1,1,1,571,0
TI REC,4986778432,Daniela López,16071986,33,80,79,30,1,0,5,0,1,1,0,926,0
CC DUP,2437092569,David López,13011973,85,50,1,74,4,1,2,1,0,0,0,18,0
ABIS,1630125354,Laura Hurtado,23111977,74,20,100,32,6,1,6,1,0,0,1,418,0
AFIS,2535275015,Laura Perez,09031936,68,64,27,10,6,0,1,1,0,1,1,497,1
MTR,0013838446,María Cartagena,08062003,24,38,56,21,3,1,3,0,0,1,1,288,0
CC DIG,7055165158,Manuela Martínez,19051951,98,11,50,1,2,0,5,0,0,0,1,896,0
CC,9629341052,Carlos Cartagena,17071949,73,71,43,4,5,1,3,0,0,0,0,859,0
CC REC,8016157299,Daniela García,06061984,16,3,42,80,4,1,2,1,1,1,0,456,1
ABIS,4076316932,Marcela Perez,27081931,38,11,99,59,6,1,1,0,1,1,0,919,0
CC REN,4376258360,Juan Cartagena,19051988,52,29,16,53,2,0,3,0,0,1,1,321,1
TI REN,9562016742,María García,23111954,11,43,50,71,2,1,2,1,1,0,1,72,1
CC PV,8683177777,Miguel González,18071996,37,58,36,52,6,1,1,1,0,1,0,742,1
MTR,6368803249,Manuela Rodríguez,03021988,51,48,38,66,5,1,4,1,0,1,1,711,1
CC REN,6991422046,Miguel Hurtado,17041959,32,18,16,36,3,1,1,0,1,1,1,446,0
EIS,5888278426,David González,20061962,28,96,60,62,2,0,5,1,0,1,0,625,1
SITAC,1173216930,Miguel Cifuentes,21081929,70,18,17,42,1,0,2,0,1,1,0,331,0
ABIS,0243900324,Carlos Hurtado,06111978,2,66,84,65,1,0,6,1,1,0,0,413,1
NIP,4641823642,María López,22091943,86,61,8,58,6,0,1,0,0,1,0,325,0
ABIS,7162665677,Miguel López,06031967,1,53,4,23,5,1,5,0,0,0,0,98,0
ANI,9421549003,María González,10091938,98,90,94,30,6,0,4,0,1,1,0,614,0
CC DUP,2284304268,Melissa Cifuentes,12051986,84,35,30,4,3,1,5,1,1,1,0,826,1
CC,0799650912,Miguel González,09121973,25,19,59,35,2,1,2,1,0,0,0,608,0
MTR,2362095330,Juan Martínez,21021995,68,8,72,83,2,0,1,0,1,1,1,363,1
CC,5886499114,Manuela Rodríguez,19051942,24,87,77,69,1,1,4,0,0,0,0,205,1
CC,0017160874,Luis López,20071977,51,8,71,20,1,0,6,0,1,1,0,603,0
TI DUP,0881567918,Daniela Hernández,04081925,31,82,82,11,6,1,3,1,1,1,1,288,1
SITAC,2390990504,Miguel López,07091932,93,69,85,17,1,0,3,0,0,1,0,186,1
CC DUP,2680235737,Gabriela Hernández,24041986,14,5,25,94,4,1,1,1,0,0,0,385,0
SIC,6243630431,Daniela Cartagena,28061969,90,5,60,31,2,0,6,1,0,0,1,885,1
ABIS,3233445268,Juan Cartagena,13011970,53,61,95,7,1,1,2,1,0,0,0,960,0
NIP,5113461488,Melissa Murillo,20112001,74,31,9,15,2,1,2,0,0,1,1,845,1
MTR,6511057362,Luis Martínez,11031964,3,3,40,77,3,1,6,0,1,1,0,588,0
TI PV,2669084112,Laura Martínez,14051998,46,87,79,39,2,0,5,1,1,0,0,957,1
CC REC,0933822370,Juan García,28111953,63,92,53,61,1,1,4,1,1,1,1,560,1
HLED-WEB,0232066490,Marcela Hernández,13071998,92,85,44,98,2,0,2,1,0,0,1,667,0
TI REN,8503675380,David Murillo,08081985,54,40,39,36,4,1,2,1,1,1,1,871,0
TI REN,0249803341,Carlos Hernández,06021979,16,11,26,30,4,0,5,1,0,0,0,669,0
TI REN,8722730922,Laura Hernández,16041945,45,70,83,61,6,1,3,0,1,0,0,855,0
CC DIG,1655276998,Luis García,16081955,96,23,11,68,3,0,1,0,1,1,0,377,0
TI,0780877975,Luis García,02062011,79,8,72,41,5,0,1,1,1,1,1,421,1
CC PV,7585413703,Carlos González,07111963,6,63,29,49,5,1,4,1,1,1,1,370,0
TI REC,5884949060,Gabriela García,19071924,85,41,55,16,2,0,5,1,1,1,0,115,1
EIS,7591567591,Daniela Perez,15031970,14,42,63,98,3,1,4,0,0,1,1,81,1
DCU,4012093534,Luis Hurtado,11092000,85,24,8,44,1,0,6,1,1,1,0,974,1
AFIS,8379191944,María Cartagena,14101981,45,42,87,9,4,0,4,0,1,1,0,145,0
CC DUP,4605217833,Gabriela Hernández,10051936,65,98,95,51,3,0,4,1,1,0,1,401,0
CC DUP,1553336075,Marcela Martínez,27022008,4,3,45,1,2,0,5,0,0,0,0,989,1
TI,3508475013,Laura López,13071925,36,90,67,37,2,0,3,0,0,1,0,641,1
CCT,1117189791,Daniela Murillo,28061973,70,10,55,22,5,1,6,1,0,0,1,537,0
TI REN,5301065987,Luis Hernández,09011928,2,35,71,56,5,0,2,0,0,1,0,52,1
SITAC,3514548789,Miguel Hernández,17101961,19,11,27,41,6,0,6,1,1,0,0,179,0
CCT,1399392391,Daniela González,26111942,98,32,41,87,5,0,5,1,0,0,0,465,0
HLED-WEB,4541533536,Juan Hernández,21071953,28,19,23,68,5,0,1,0,0,1,0,259,0
NUIP,0731325954,Juan Martínez,24051972,15,81,93,80,1,1,6,1,0,1,1,724,0
EIS,4455310025,Daniela López,26081996,75,75,52,100,6,1,5,1,0,1,0,298,0
TI DUP,5634129952,Marcela Castaneda,16031928,29,46,91,48,6,0,4,1,0,0,0,947,1
ANI,3990793081,Sofía Perez,02041958,5,8,84,77,1,0,1,1,0,0,0,805,1
SITAC,5268238389,Marcela Hurtado,16021980,84,87,81,62,4,1,4,0,1,0,1,325,1
TI REC,2611700472,Ana López,07121986,45,98,13,93,5,1,6,1,0,1,1,722,0
