tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI PV,4957369434,Ana Murillo,12051958,66,97,15,40,5,0,2,1,0,1,0,647,1
TI REC,0776655802,Marcela Castaneda,17121952,95,94,45,100,1,0,6,0,0,0,0,79,0
CC PV,4944474738,Luis Castaneda,09101936,22,100,3,67,2,0,3,1,0,1,0,702,1
SIC,0639700685,Juan Castaneda,03042001,98,70,70,74,1,0,3,0,0,0,1,460,0
MTR,6318291545,Sofía García,26101962,71,14,92,50,3,0,1,0,1,0,1,999,0
TI REC,9569608406,Luis Hurtado,22081933,41,6,58,19,1,1,1,1,1,1,1,596,0
CC REC,2751514182,Carlos Cifuentes,22061999,93,78,98,87,2,0,3,0,1,0,0,603,0
ABIS,9305448476,Carlos Perez,06061964,93,13,76,39,6,0,5,1,1,0,1,414,0
TI DUP,5559215831,Carlos Perez,16101992,9,6,23,52,2,0,3,1,1,0,1,228,1
NUIP,5720878268,Luis García,11091972,55,21,80,93,2,1,2,1,0,0,0,180,0
MTR,6965328498,Ana González,05011976,88,44,18,47,2,0,1,1,1,1,1,132,1
CC PV,1460678239,María Martínez,24031936,79,16,86,20,2,1,3,1,0,0,0,324,0
DCU,0365213348,Manuela Rodríguez,22071946,79,63,99,42,6,0,6,1,0,0,1,82,0
CC,5553139838,Daniela Rodríguez,07051957,17,65,66,15,6,1,3,0,1,1,0,573,0
TI DUP,2680200644,Marcela González,20091984,70,70,16,72,6,1,2,1,0,1,0,829,0
ANI,3721470747,Miguel Castaneda,18011981,37,93,19,18,5,0,4,1,0,0,1,920,1
ANI,2166254672,Laura Martínez,27022001,95,29,45,60,6,1,5,1,0,1,0,509,1
TI,3160651472,Ana Hurtado,13081973,81,85,31,93,1,0,2,0,1,1,0,218,0
AFIS,6808907493,Melissa García,17101981,94,7,86,74,5,1,4,1,1,1,1,497,1
CC REN,4438945144,Sofía Hernández,03031965,3,32,11,55,6,1,2,0,1,0,1,526,0
NUIP,7872829202,Gabriela Cifuentes,23122020,53,57,17,98,3,0,5,0,1,1,1,162,1
TI DUP,7040881857,Marcela Perez,07011958,31,67,17,75,1,1,6,0,1,0,0,952,1
NUIP,5641334370,Carlos González,27072005,9,10,49,59,1,0,5,0,0,0,0,111,0
TI,3227827870,Marcela Murillo,06041987,53,39,34,98,1,1,5,0,1,1,1,493,1
TI REC,4728841210,Daniela Castaneda,09011958,91,94,68,70,5,1,4,1,1,0,1,878,0
TI REC,9897193074,Melissa López,21051970,66,46,29,40,2,0,4,1,0,0,0,3,0
CCT,5492024889,Juan Cartagena,18091968,30,70,48,42,2,0,6,0,0,1,0,613,1
CC,6262757040,Melissa González,18071979,62,27,78,32,4,1,5,1,0,0,0,456,1
NUIP,9749847620,Daniela Hernández,26011972,82,90,51,23,4,0,4,0,0,0,1,197,0
TI REC,1684288982,Daniela Rodríguez,16111999,24,70,42,68,4,1,1,0,1,0,1,827,0
TI REN,4710771715,Juan Cartagena,11042015,73,45,11,48,4,0,4,1,1,0,1,115,0
DCU,1246866824,Manuela Hurtado,20051977,71,76,91,59,4,1,6,1,0,0,1,251,1
SITAC,0928761922,María Castaneda,26071957,85,21,37,55,6,0,3,0,1,0,0,440,0
CC,4185694820,David Rodríguez,02021935,81,13,8,69,3,0,1,1,0,0,0,975,1
TI DUP,0470388756,Marcela López,15091959,48,78,40,20,3,1,5,1,0,1,1,927,1
CCT,9594327702,Melissa González,03032009,56,58,12,44,2,0,5,1,1,1,0,186,1
TI REN,7930780814,Sofía Perez,17091927,71,19,5,48,3,1,1,0,0,1,1,892,0
AFIS,4187570646,Luis López,18121937,24,19,13,97,4,0,1,1,1,1,1,819,1
CC DIG,5728926471,Gabriela Hurtado,28061925,20,89,50,39,3,1,5,1,1,1,1,385,0
CC DIG,3414473314,Marcela Rodríguez,24031940,51,83,11,31,5,1,5,1,0,1,0,541,1
ABIS,0297106682,Luis Cartagena,14091909,94,92,90,63,5,0,5,1,0,1,0,540,0
CC REN,0621633715,David Hernández,21121945,18,82,99,29,4,0,3,0,1,0,0,212,0
CCT,1571530336,Sofía González,12042002,4,20,37,10,4,1,4,1,1,1,1,10,0
EIS,7718709454,Sofía Perez,02062006,7,9,80,72,5,0,6,0,1,1,0,607,0
AFIS,2685558650,Daniela García,16021945,67,26,66,6,2,1,2,0,1,1,0,522,1
CC REC,3946335678,María López,27122007,19,67,36,37,6,0,6,1,1,0,1,73,1
TI REC,7077048218,Melissa Hernández,01111941,52,32,20,26,3,1,1,1,0,1,0,695,1
AFIS,0191115931,Ana Perez,06041956,95,93,11,5,5,1,6,0,0,1,1,717,1
SIC,3915079443,Manuela Cifuentes,01111985,86,10,55,81,1,1,5,1,1,0,1,128,1
TI REC,5277910294,Sofía Cifuentes,23121973,8,13,43,65,1,0,2,1,1,1,1,613,1
TI REN,2638018621,María Murillo,05051936,40,33,46,9,5,0,1,0,1,0,0,4,0
SITAC,2697722975,Melissa Murillo,12041949,44,59,80,14,2,1,5,0,0,0,0,691,0
CC PV,4638259999,Luis Cifuentes,12021930,15,3,61,25,4,1,1,0,0,0,0,854,0
DCU,9063345097,Laura López,18102005,19,12,59,82,5,1,1,1,1,0,1,744,0
SITAC,7762334929,María Rodríguez,14012003,84,19,41,27,3,0,2,0,1,1,1,766,1
DCU,4194520942,María Castaneda,08031955,44,77,89,82,4,1,6,1,1,0,1,521,1
CC DUP,2007269921,Melissa López,19011980,12,40,62,97,4,1,6,0,1,1,0,671,0
NIP,8780041492,Juan Hernández,27061928,91,15,6,46,3,0,1,0,0,0,1,286,0
TI DUP,3349634413,Laura García,07041953,64,63,37,61,6,1,3,0,1,1,0,866,1
NUIP,8593386653,Laura Murillo,23011972,97,50,48,95,3,1,2,0,0,0,0,155,0
SIC,1009928097,Manuela García,19051993,94,98,100,25,4,1,2,1,1,1,0,540,1
CC PV,7106640247,Manuela Castaneda,05021934,84,3,21,70,5,0,4,1,0,1,0,934,1
NUIP,6938212767,Laura Castaneda,11101939,85,18,58,61,3,0,4,0,1,1,0,675,1
CC,3847315306,David González,15111981,82,74,55,94,4,1,2,0,0,1,1,767,0
CC,7184570104,Melissa Castaneda,12082004,90,99,52,76,3,0,2,0,1,0,1,397,0
CC REN,4363028926,Marcela Martínez,19051964,66,8,15,68,1,1,6,1,0,0,1,379,1
CC,2999901516,Ana Cifuentes,07021930,94,45,75,88,3,1,2,0,1,1,0,724,0
TI,6387212003,Sofía Cartagena,14121962,22,84,50,9,3,0,4,1,1,1,0,994,1
ABIS,9639289397,Daniela Cifuentes,13091952,36,82,16,13,2,1,4,1,0,0,0,456,1
CC PV,1657571112,Melissa Cartagena,20021925,82,50,12,89,2,1,3,0,0,1,0,256,0
TI DUP,2650455215,Melissa Castaneda,03111991,14,69,52,80,2,0,1,1,1,0,0,739,1
EIS,0216563841,Gabriela Rodríguez,12101931,84,46,15,97,2,1,1,1,0,0,1,58,0
ABIS,5252539306,Manuela Hernández,16041944,23,32,35,46,3,0,3,0,0,1,1,128,1
CC,8081159995,Daniela Hernández,11091993,85,20,95,89,3,0,3,0,1,0,1,470,1
NIP,8092113166,Miguel González,24031977,60,94,35,42,5,0,3,0,1,1,1,207,1
TI PV,9376993174,Ana Murillo,16041935,30,14,56,72,6,1,5,1,0,1,0,544,1
CC REN,9212730962,Ana Martínez,11051994,57,63,26,62,6,1,2,1,0,1,0,803,0
ABIS,9259510312,Luis Cifuentes,17081974,51,57,52,19,4,0,5,0,0,0,1,145,0
CC DIG,8076354819,Laura Murillo,25101926,62,32,47,64,6,1,6,1,0,0,0,118,1
TI REN,8886841990,Carlos González,21111961,9,7,65,84,1,1,4,1,0,1,0,693,0
CC REC,0626952600,Daniela Perez,04012021,27,82,55,2,3,1,5,1,1,0,0,735,0
CC DIG,5640235629,Carlos Rodríguez,03021978,47,84,53,81,6,1,5,0,0,1,0,223,1
SIC,4598919278,Laura Martínez,12011975,39,90,14,66,2,1,5,0,0,0,0,213,1
CC DIG,1728476893,Luis Cartagena,10062000,42,29,32,95,5,1,5,0,1,1,1,434,1
TI,3377327144,David Cifuentes,12111949,45,33,58,20,3,0,2,0,1,1,0,627,0
CC,7713610573,David García,12061950,37,42,31,29,5,1,2,0,0,1,0,873,0
CC DIG,1775938593,Luis Perez,05061957,74,60,13,5,3,0,6,0,0,1,0,237,0
ABIS,6364539048,Carlos Cartagena,06031999,31,41,92,70,5,0,3,0,1,0,1,541,1
CC DUP,5893856134,Juan Castaneda,07011935,91,39,51,68,2,0,2,1,1,1,1,126,0
HLED-WEB,5154098013,David Rodríguez,11121995,1,39,26,22,4,1,2,0,1,1,0,787,1
NIP,1593107587,Marcela Perez,27041913,8,39,18,42,3,1,4,0,0,1,0,670,1
SITAC,2648441388,Melissa González,11121951,58,41,19,5,1,1,6,0,1,0,0,318,0
SITAC,7294402998,Ana Cartagena,02111984,27,75,19,68,2,0,2,0,1,0,0,31,1
EIS,1844160876,Ana Cartagena,02061964,27,82,74,16,3,1,5,0,0,0,0,599,1
ABIS,1407080706,Sofía López,12071999,6,71,6,13,1,0,4,0,0,1,1,595,0
SIC,6698961326,María González,18071992,48,9,96,57,1,0,3,1,1,0,0,713,1
SITAC,9236515025,David González,21091973,63,99,83,78,3,0,5,0,0,0,0,64,0
CC REC,5874721116,Ana Hernández,06051943,37,15,97,19,1,1,3,1,0,1,0,352,1
AFIS,0584750643,Melissa López,15012004,32,1,94,71,6,1,6,0,1,1,0,778,1
EIS,9616979004,Carlos Hernández,01072009,81,52,60,54,4,1,2,1,0,0,0,365,1
