tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC REN,8149576662,Marcela González,14071913,75,75,65,28,5,1,3,1,0,0,1,491,0
TI REC,5263707080,Carlos Perez,14071993,62,89,76,56,3,1,2,1,0,1,1,472,1
TI PV,5617146056,Ana Cifuentes,01071971,6,22,3,86,6,0,1,1,0,1,0,878,1
CC PV,9390234462,Juan Castaneda,20111931,3,18,33,9,3,1,6,0,0,1,0,576,1
CC,2469567497,Gabriela Murillo,01081961,78,71,34,61,2,1,5,0,0,1,1,11,1
SITAC,5126926619,Luis Martínez,16031925,39,31,17,80,3,0,2,1,0,0,0,43,1
CC REN,2588911324,Juan Hurtado,12121940,45,13,4,49,5,1,3,0,0,0,0,932,1
EIS,4228016542,David Martínez,28021964,49,52,24,69,2,0,4,0,1,0,0,762,0
TI DUP,4991796988,Carlos Castaneda,20061962,65,46,21,91,5,1,3,1,0,1,1,86,0
EIS,0426855087,María Hurtado,01111931,85,5,61,6,5,1,6,0,0,1,1,267,0
ANI,5897643474,Daniela García,14041984,74,9,72,52,6,0,1,1,0,1,0,465,0
CC REC,6914746881,Melissa López,18101944,48,64,85,81,2,0,2,1,1,0,1,840,0
ANI,5433329464,Juan González,27081945,59,91,56,86,6,1,1,0,1,1,1,49,0
MTR,0186854968,Miguel Murillo,11121980,18,46,70,64,5,0,4,1,0,1,1,559,0
CC REC,4366107064,David González,12021931,84,94,54,58,5,1,6,0,0,1,0,380,1
TI REN,8371188941,Daniela Rodríguez,07091968,47,10,36,56,3,0,4,0,0,0,1,152,0
TI,9896544246,Sofía Rodríguez,23011986,16,49,60,73,1,0,4,1,1,0,1,30,1
ANI,8381541102,Ana Castaneda,18041972,70,91,5,85,5,1,4,1,1,0,1,506,0
CC DIG,7625055681,David Hernández,06061955,56,70,74,52,4,1,1,0,1,1,1,690,0
DCU,2498235653,Miguel Hurtado,11071980,51,63,47,94,5,1,3,0,0,1,0,612,1
TI DUP,2548736243,Carlos Castaneda,05071911,93,72,9,79,3,0,3,0,1,0,0,574,1
SIC,9178522959,Miguel López,01042000,16,90,89,82,2,0,6,1,1,1,1,211,1
SITAC,8593010907,Ana Castaneda,10031952,25,64,18,17,5,0,5,1,0,1,0,104,0
AFIS,3588148031,Melissa Murillo,11101940,30,39,69,40,6,1,6,1,0,0,0,499,1
DCU,9761261539,Ana Castaneda,26081934,57,5,17,61,1,1,1,1,1,1,0,17,1
ABIS,2291514586,Luis Cartagena,27061944,53,19,94,39,4,0,5,0,1,0,1,873,1
HLED-WEB,4837973736,Ana Martínez,03111946,80,77,5,76,5,0,3,1,1,0,1,842,1
CC REN,5201092913,María Martínez,03071997,80,77,70,23,2,1,6,1,0,0,0,707,0
CC REC,6947187958,Juan Perez,17121963,3,100,81,31,4,0,1,0,0,0,0,572,0
AFIS,8604573418,Laura Hurtado,21061987,53,34,14,95,2,0,5,0,0,1,1,670,1
EIS,6480345034,María Murillo,27111964,88,36,42,63,2,0,1,1,0,0,1,454,0
CCT,7983062544,Carlos Perez,27071952,55,100,100,93,4,0,3,0,0,1,0,369,1
SIC,3510910534,David Murillo,13011952,3,96,76,80,3,1,2,0,1,0,1,198,1
NUIP,2813979861,María González,10081988,71,8,13,53,6,0,5,1,0,1,0,347,0
CC DIG,9929547290,Gabriela Cartagena,23081940,23,22,54,80,2,0,2,1,1,0,0,471,0
ANI,5712279229,María González,25072008,2,64,42,89,6,0,6,0,1,1,1,482,1
DCU,2522042148,Gabriela López,06031945,75,18,63,80,3,0,3,0,1,0,0,390,1
DCU,3448360794,Laura López,16011971,64,19,86,23,2,1,3,1,1,1,1,811,1
CC DIG,7651001329,Daniela García,16091962,68,55,75,34,2,1,1,0,1,1,1,798,1
MTR,7796937842,Manuela Rodríguez,24041963,73,58,95,32,6,0,5,0,0,1,0,434,1
TI DUP,3485793350,Daniela Cartagena,18011945,38,50,47,30,1,0,3,1,1,0,0,885,1
CCT,3243845091,Sofía González,03121973,36,34,50,82,1,0,2,0,0,0,0,657,1
SITAC,7334050210,Marcela López,10092008,17,73,34,77,1,0,1,1,1,1,1,924,0
CC DUP,5762292732,Ana Murillo,27061950,23,26,30,92,3,0,5,0,0,0,0,819,1
