tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,7383521974,Ana Cartagena,01071980,34,87,42,5,4,1,2,1,0,0,1,128,0
SIC,0434566717,Melissa Rodríguez,26051935,6,66,51,12,3,0,2,0,0,0,0,851,0
TI REN,4056975708,David Murillo,16101994,59,62,86,53,6,1,5,0,1,1,1,744,0
MTR,3005241349,Gabriela Rodríguez,09122003,60,43,10,52,6,0,5,1,0,0,0,273,1
SITAC,0442922991,Miguel González,16101961,71,58,20,29,5,0,1,1,1,0,0,882,0
TI PV,4008983974,Juan Cartagena,13092008,13,31,6,11,5,0,1,0,1,0,1,378,0
DCU,5426730643,Juan Martínez,07041970,38,49,15,36,5,0,1,0,1,1,0,231,1
TI REC,6244966310,Daniela Rodríguez,13042008,59,96,50,89,5,0,6,0,1,0,0,96,0
NUIP,5656173342,Ana Castaneda,16041999,18,90,68,64,1,1,2,0,0,1,1,193,1
CC REC,4337392997,Luis Martínez,25121957,56,96,51,1,6,1,1,1,0,1,1,695,1
CC REC,5617607262,Laura Rodríguez,22111951,3,39,41,3,4,0,5,1,0,1,0,322,0
CC REC,2977563705,Gabriela Rodríguez,15081924,43,58,18,11,2,1,2,1,0,1,1,933,1
CCT,0317263010,Luis González,10061959,100,89,15,70,2,1,1,0,1,1,0,63,1
CC DUP,7746141546,Luis Rodríguez,20021924,84,21,11,46,4,1,2,1,1,0,0,29,0
CC DIG,4620614376,Manuela Hernández,04122004,62,96,17,8,2,0,6,1,1,1,1,914,1
CC REC,4630359315,Carlos Cifuentes,06022009,97,51,80,33,1,0,5,1,0,1,0,643,1
TI PV,8017916431,Gabriela Murillo,07081931,37,11,38,78,2,0,2,1,1,1,1,305,1
CC,8223385446,Ana Hernández,03101935,16,19,72,37,4,1,6,0,1,1,1,22,0
TI,4069913058,Marcela Perez,15012002,15,84,32,46,6,0,6,1,1,1,1,675,1
TI PV,8117462593,Ana Murillo,03061927,95,86,11,55,2,1,6,1,1,0,1,212,0
