tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
ABIS,5412051304,Laura Perez,12061968,12,29,28,38,2,0,4,0,0,1,1,801,1
EIS,8377327556,Miguel Perez,17101949,75,99,26,55,6,0,1,0,0,1,0,307,1
CC,3101535418,David García,26021998,37,23,69,84,2,0,6,0,0,1,1,530,1
DCU,2791615804,Miguel Perez,07041982,8,51,75,38,5,1,1,0,0,1,1,762,0
TI REC,5319469337,Luis Hernández,13111943,14,33,59,35,3,1,2,0,1,1,0,91,1
NIP,0418555937,Daniela Hernández,28121925,79,30,26,48,1,1,6,1,0,1,0,157,1
ANI,1583958815,Laura Rodríguez,15121993,90,37,90,21,5,1,6,1,1,0,0,630,0
CC DIG,4665934356,Daniela Cartagena,15011967,20,87,6,7,1,1,5,0,1,0,1,281,0
DCU,4621844014,Marcela Murillo,06071940,90,1,19,14,3,1,5,0,0,0,0,84,0
SITAC,5571782355,María Cartagena,10111955,56,51,39,21,1,0,1,1,1,1,0,392,1
SIC,5547464383,Ana Castaneda,10091989,9,32,8,32,3,0,5,0,0,1,0,805,0
AFIS,1514644326,Carlos López,16081991,93,55,59,25,1,0,4,0,0,0,0,70,0
AFIS,7241662887,Laura Martínez,26121929,93,46,7,90,3,0,6,1,1,0,1,895,1
DCU,9034016923,Melissa Murillo,26081984,6,9,64,74,5,0,5,1,0,0,1,158,1
CC REC,1222624892,Carlos López,21121979,56,20,48,82,5,1,5,0,0,0,1,966,1
CC REN,0044629599,Manuela Cartagena,23101942,28,8,21,25,1,0,6,0,0,0,1,115,0
AFIS,0344945519,Juan García,24031992,91,6,57,36,6,0,1,1,1,0,1,773,0
TI PV,3967180249,Melissa Hernández,25111940,51,78,100,84,5,0,2,1,1,0,0,691,0
CC REC,5552019425,Melissa Hernández,21091943,63,35,26,62,2,0,4,0,0,1,0,638,1
CCT,6188287342,Daniela Murillo,23011941,87,89,40,49,3,1,2,0,0,0,1,765,0
CC DIG,2200914272,Laura Hurtado,02041984,52,20,8,73,2,0,2,0,1,1,0,115,1
TI DUP,5546595718,Manuela Murillo,09012002,86,21,4,3,6,1,5,0,0,1,0,479,1
HLED-WEB,8301020104,Miguel Martínez,24101947,1,24,19,63,1,1,2,1,1,0,0,298,1
ANI,7082364325,Miguel Murillo,19091946,40,91,14,19,4,1,4,1,1,0,1,133,0
