tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
ANI,2680365660,Laura Hernández,12032012,51,1,41,58,1,1,3,1,0,0,1,245,1
AFIS,5343727135,Miguel Hurtado,21011980,98,86,29,26,4,1,4,1,0,1,0,980,0
DCU,8963143473,María González,15021995,89,72,33,65,6,1,3,0,0,1,1,836,0
SIC,9192536177,Marcela González,27101952,74,41,84,6,5,1,3,1,1,0,1,523,1
MTR,4528310941,Daniela López,01122004,33,1,29,20,6,0,5,0,0,0,1,413,0
TI,5308443958,Laura Hurtado,13112009,2,83,45,63,4,0,6,0,0,0,0,174,1
TI REN,2115224955,Manuela Castaneda,08021993,67,89,65,23,3,1,3,1,1,0,1,823,0
SITAC,4371102936,Laura Murillo,06081940,13,42,84,27,4,1,1,1,1,1,1,842,0
TI REN,0267470168,Luis López,17122007,55,26,91,48,2,0,6,1,0,1,0,499,0
AFIS,1428505254,Daniela Murillo,18041986,13,37,4,51,3,0,4,1,0,0,1,10,0
TI REC,5525842642,Melissa Martínez,16011935,69,32,88,70,3,1,5,1,1,1,1,570,1
CCT,4024749221,Laura López,24021949,43,1,39,79,1,1,1,0,1,0,1,226,1
TI PV,5904371696,Manuela Hernández,24091949,82,28,19,97,4,1,1,0,1,1,1,917,1
ANI,5663605620,Ana González,11121935,66,23,50,39,6,1,2,1,1,0,0,157,0
CC DIG,7974968296,Gabriela Castaneda,23012002,7,41,29,52,5,1,3,0,0,1,0,549,0
CC REC,3443899770,Marcela Martínez,24021984,93,81,30,80,6,1,3,0,0,1,1,50,1
TI PV,8260584094,David Hurtado,02091978,17,10,8,6,1,0,1,0,1,1,0,567,1
AFIS,6678790762,Gabriela Hernández,10121951,4,33,52,93,3,0,4,0,1,1,1,973,0
AFIS,5728434942,Daniela López,04051968,14,98,43,7,4,1,5,1,0,1,1,57,1
NIP,5773818191,Marcela López,20012005,70,39,75,94,1,0,1,1,0,0,0,747,0
CC DUP,8025132776,Carlos Castaneda,10081938,91,27,7,64,6,1,6,0,0,0,1,14,1
TI DUP,6269460616,Luis González,11121932,5,20,31,52,6,0,1,1,0,1,1,1000,0
CC REN,2445193319,Juan Rodríguez,07062001,37,80,49,7,1,1,4,1,0,1,0,795,1
CC REC,4952408404,David Murillo,17061972,87,67,51,65,4,1,1,1,1,0,0,719,0
TI DUP,5612855752,David Rodríguez,19051944,45,32,46,72,4,1,5,1,1,0,1,235,0
NIP,6064785527,Melissa Castaneda,02111941,92,71,58,15,5,0,1,0,0,1,0,733,0
CC REC,2520767681,Luis Martínez,22102006,18,76,36,91,2,0,3,0,0,0,1,453,0
CC REC,9280779035,Daniela Rodríguez,19071972,19,33,33,20,4,0,2,1,0,0,0,480,0
TI REC,4928544076,Miguel Hernández,02081931,34,82,60,94,1,0,2,0,0,1,0,7,0
EIS,4982480048,Daniela Cifuentes,19041978,72,60,31,58,1,0,2,0,1,1,1,711,1
EIS,1786359646,David López,20061955,12,34,32,52,6,0,6,0,0,1,0,763,1
HLED-WEB,9624114565,Gabriela Martínez,03061959,48,40,57,54,4,1,1,1,0,0,1,714,0
CC DIG,5369741477,Sofía Perez,22081965,55,53,65,82,1,0,1,1,0,0,1,874,1
SITAC,9796128246,Juan Cifuentes,02111927,17,46,27,53,1,0,2,0,1,1,0,65,1
CC,3804087062,Gabriela López,21111936,75,85,15,67,5,1,1,1,1,0,1,135,1
CC REC,9396126332,Ana Hernández,15051945,14,40,36,84,2,0,3,1,1,1,0,92,1
SIC,3885093672,Luis Hurtado,05121948,62,70,56,60,3,0,2,0,0,1,0,504,0
SITAC,5529790634,María Cartagena,10011989,80,50,59,83,5,0,3,1,1,1,1,308,0
CC DUP,4156908777,Miguel González,11011936,29,53,39,2,2,1,2,1,0,0,1,578,0
SITAC,6223176616,Sofía López,16071985,35,16,16,38,6,1,6,0,1,1,1,272,1
TI REN,0372600376,Juan Hernández,07081960,38,21,72,60,3,0,3,0,0,1,1,105,1
MTR,5253967959,Laura Rodríguez,23052000,67,17,87,75,5,0,2,1,0,1,1,372,1
AFIS,9049561541,Laura García,05031931,28,25,23,64,4,1,1,1,0,0,1,16,1
CC PV,6131899683,Daniela Cartagena,28021972,54,83,83,27,3,1,6,1,0,0,0,395,0
CCT,8401945802,Sofía Cifuentes,21091967,77,23,23,15,1,1,6,1,0,1,1,779,0
SITAC,1857861737,Daniela García,08121931,67,55,31,71,2,0,1,0,0,1,1,738,0
EIS,4860569212,Melissa Rodríguez,23121991,9,96,12,7,2,1,3,1,1,0,0,959,0
CC REC,3862282758,Luis Martínez,12071997,34,21,88,73,6,1,3,1,1,1,1,23,0
TI PV,1399018257,Carlos García,12091992,83,41,84,70,2,0,3,1,1,0,1,486,1
SIC,0580427610,María Castaneda,02052005,11,10,5,13,4,1,1,0,0,0,1,388,0
MTR,6134871817,Gabriela Martínez,27051909,71,32,38,31,1,0,5,1,1,1,0,620,1
TI,8575676842,David Cartagena,18092009,95,51,62,14,1,1,3,0,0,1,0,70,0
CC REN,6700763864,Marcela Martínez,08101937,91,30,65,61,2,0,3,0,0,0,0,796,0
CC REC,4652804127,Gabriela Cifuentes,12031941,91,59,54,6,2,0,1,1,0,0,0,816,1
TI PV,6411659301,David Hurtado,03011954,13,43,61,40,4,0,2,1,0,0,0,330,1
CC REN,4765529935,Gabriela Hernández,07071966,27,59,42,84,5,1,6,0,0,0,1,353,0
TI,4478019271,Gabriela López,25071927,6,27,22,52,3,0,3,0,1,1,0,884,0
ABIS,0358239653,Juan Martínez,12071959,30,71,3,74,2,1,3,0,0,1,0,639,1
ANI,9589105087,Manuela Rodríguez,28011971,78,7,71,59,2,1,4,0,1,0,1,608,0
ABIS,3823122491,Juan Murillo,19011946,53,94,96,100,1,1,2,1,1,0,1,877,1
CC PV,4314244641,Ana Martínez,10092000,31,61,44,6,1,1,5,0,0,1,0,705,0
SIC,4382196739,Manuela García,11061935,65,11,65,18,6,0,2,1,1,0,0,509,0
TI PV,5802408191,María Rodríguez,25111929,96,60,72,33,4,0,1,1,0,0,0,838,1
CC REC,7758485207,David González,17011970,83,91,75,38,5,1,5,1,1,0,1,454,1
AFIS,9595570101,María Hurtado,13121928,21,91,37,23,2,1,6,1,1,0,0,220,0
CCT,6014649799,Miguel Perez,06032004,92,17,82,35,1,0,5,1,0,1,1,845,0
AFIS,5235354453,Luis González,21091934,92,72,68,98,6,1,1,1,0,0,1,356,0
TI REN,8405478696,Carlos Cifuentes,15031928,7,65,50,34,1,1,4,0,1,1,1,829,1
CC REC,8823535675,Gabriela Murillo,22011972,3,98,17,72,6,0,2,1,0,1,1,731,1
CC PV,4407922176,Daniela Hurtado,07021941,59,99,91,4,4,1,3,0,0,0,0,987,1
CC DUP,3544664532,Gabriela González,04091934,32,67,13,3,4,0,1,0,1,0,1,631,1
NUIP,6645650654,Sofía Hernández,12071992,94,82,26,91,1,1,2,1,1,0,0,316,0
EIS,9217291141,Gabriela González,14092001,62,13,14,17,6,0,2,0,1,1,1,276,1
TI REC,1049073430,María González,08091973,42,9,55,66,3,1,3,0,1,1,0,211,0
CC DIG,9345291816,Marcela Perez,09011926,91,2,6,19,6,0,5,1,1,0,0,753,0
CC REC,4470356425,Miguel Rodríguez,28111956,5,44,26,12,5,0,3,0,1,1,0,617,1
CC REN,2615798594,Gabriela Cifuentes,04081979,94,39,34,23,3,0,5,1,0,0,0,611,0
DCU,8339170898,María Cifuentes,18081986,86,19,54,20,4,0,6,0,0,1,1,622,1
AFIS,1648934706,Ana Hernández,11051979,18,43,17,4,5,0,4,0,0,0,1,716,1
TI REN,5566449664,Laura Castaneda,14051949,33,29,22,44,6,0,4,0,1,1,0,176,0
CC REN,2727425078,Sofía Cifuentes,21111942,47,24,37,60,6,0,6,0,1,1,1,692,1
CC PV,2200449632,Ana Hurtado,11101981,45,93,20,86,3,0,3,0,0,1,1,676,0
TI DUP,5499268296,Juan López,17111955,49,22,41,33,1,1,2,0,0,1,0,971,0
CC DIG,0115714313,Miguel Murillo,08031999,13,2,97,31,4,1,1,1,1,0,0,402,0
TI,4085412555,Sofía Martínez,06121967,7,72,19,88,6,0,4,1,0,0,0,621,0
ANI,6299997529,Daniela García,23021930,8,35,12,43,1,0,3,0,0,0,1,884,1
CC DUP,7836252103,Luis Hurtado,19101959,40,83,75,68,5,0,2,0,1,0,0,190,0
EIS,9912631513,Luis Martínez,05021959,6,81,73,3,5,1,4,1,0,1,1,931,0
NIP,4276258110,Manuela Murillo,19111929,45,13,76,86,4,0,1,1,0,0,1,219,0
CC,5557072588,Carlos López,24051974,96,46,60,87,2,1,3,1,1,0,0,103,1
CC,3476964260,Ana González,07091991,49,31,86,74,2,0,2,1,1,0,1,584,0
CC DIG,7612683314,Miguel Cifuentes,12011935,94,43,69,66,3,1,4,0,1,0,1,513,0
TI PV,7298313350,David García,02031977,64,54,83,17,4,1,1,0,0,1,0,912,0
CC,9896099866,Daniela Hernández,06051954,78,28,54,15,2,1,5,0,0,1,1,308,0
DCU,6935220832,Melissa Cartagena,21121924,7,29,59,35,2,1,4,1,0,0,1,350,1
TI DUP,8125539834,Luis González,08121940,70,46,58,45,5,0,5,1,1,0,1,656,1
NIP,3808442920,Gabriela García,09121963,66,89,69,46,4,0,1,1,0,1,1,758,1
ABIS,5910656725,Juan López,04011953,93,85,98,60,4,1,3,1,1,0,0,670,0
CC DIG,0221096690,Gabriela Castaneda,19021970,20,46,27,29,4,0,3,0,1,0,1,519,0
SITAC,3802116131,Juan Martínez,24091993,60,52,47,71,3,1,6,0,1,1,1,74,1
