tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI PV,9110089368,David Perez,20091952,65,69,44,70,2,1,1,1,1,0,0,486,1
TI DUP,1402379262,Miguel Hurtado,17011990,82,71,69,95,1,0,3,1,1,0,0,943,0
SITAC,2595720470,Juan Perez,06121998,5,73,33,41,2,0,1,0,1,1,0,949,0
TI DUP,9717381393,Daniela López,02031954,45,85,79,34,4,0,6,0,0,0,1,815,1
CCT,1716212715,Luis Cartagena,15061966,45,29,53,66,1,0,6,1,0,0,0,688,1
EIS,0185419890,Miguel Perez,26012002,57,8,13,56,6,1,6,0,0,0,0,245,1
SIC,9918789573,Juan Castaneda,04051948,42,41,52,48,5,0,4,0,0,0,1,888,1
CC DUP,6200682839,Ana García,16082004,44,21,71,89,4,0,1,0,1,1,0,209,0
CC REC,0969773603,Manuela López,27031930,70,46,47,30,3,1,2,0,1,0,0,368,0
EIS,2013518506,Manuela Castaneda,28011958,1,83,78,45,6,0,2,1,1,1,0,40,1
CCT,6080101774,María Murillo,09021953,66,87,73,88,5,0,6,0,0,1,0,496,1
NUIP,1710958284,Laura Castaneda,09041945,33,61,84,41,3,0,1,1,1,0,1,329,1
SITAC,1338002101,Manuela Hernández,18032001,11,24,13,44,5,1,4,1,0,1,0,366,1
CC DIG,6660782909,María López,18031929,98,94,55,8,4,0,1,1,1,0,1,516,0
TI REC,7886632199,Marcela Hernández,23061978,91,93,19,57,2,1,4,1,1,1,1,196,1
NUIP,4552985119,Melissa Martínez,26061940,71,69,55,6,2,1,3,0,1,0,1,273,0
CC REC,6848666083,Juan López,15121949,34,31,38,28,1,1,3,1,1,0,0,208,1
AFIS,6752570991,Manuela Cartagena,27112008,42,59,92,66,2,1,3,0,0,0,0,532,0
CC PV,3781569466,Luis Hurtado,22051995,2,53,73,80,2,0,6,1,0,0,0,522,1
EIS,8193580543,David García,06071950,6,86,82,62,1,1,1,1,1,1,0,804,0
TI REC,0748176393,Gabriela Martínez,12021936,60,16,30,8,1,1,4,0,1,0,0,294,0
CC,1120816943,Marcela González,07051947,16,40,33,80,4,1,2,0,1,1,0,804,1
CC REN,7852461238,María Hernández,07071929,67,14,84,19,2,0,5,1,0,1,0,532,0
CC DIG,9676282683,David López,12041971,60,82,86,61,1,0,5,1,1,1,0,321,0
MTR,3889856020,Melissa Hernández,15061996,82,27,3,2,3,1,5,1,1,0,0,849,0
HLED-WEB,4270681529,María Cifuentes,07031935,46,42,64,48,4,0,2,0,0,1,0,326,0
CCT,2600699083,Sofía Rodríguez,05051972,22,50,50,3,3,1,1,1,1,1,1,387,1
SITAC,5437844285,María Castaneda,01051942,80,20,66,81,5,1,5,0,1,0,0,169,1
TI DUP,4793588175,Carlos Murillo,05082003,59,54,6,99,1,1,3,1,0,0,1,639,0
SIC,4129035360,Luis García,04111944,25,32,4,62,1,0,1,1,1,0,0,738,1
CC,0806146732,Laura García,12031948,24,72,29,75,1,1,2,0,0,0,0,666,1
CC REC,9514481226,David Castaneda,02091969,65,41,30,19,5,1,1,1,0,1,1,31,0
SIC,8977640645,Carlos Cifuentes,20031960,55,88,30,81,6,1,1,1,1,0,0,758,1
NUIP,4226375003,Laura Cifuentes,06041947,88,99,79,86,1,0,1,1,1,0,0,230,1
TI PV,9961481412,Daniela González,28081944,81,24,54,98,5,0,5,1,1,0,0,713,1
HLED-WEB,4260363015,Ana Hurtado,15111971,59,86,80,9,1,1,4,1,1,0,1,422,1
MTR,0128076898,Sofía Perez,12071997,82,56,88,56,4,1,6,0,1,0,0,915,1
AFIS,5895624244,Marcela Hurtado,04021975,68,38,22,96,5,0,5,1,0,1,1,196,0
TI,5867984897,Marcela Martínez,17111926,65,65,10,1,4,1,2,1,1,0,1,869,0
EIS,7568556535,Manuela Cartagena,02091959,25,96,73,19,3,0,3,1,0,1,0,557,1
