tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
SITAC,7555152790,Manuela Perez,28041900,2,1,97,16,4,1,3,1,0,1,1,100,0
CC DIG,4195267223,Daniela Murillo,27101927,52,50,27,68,1,1,1,0,1,1,0,157,0
ANI,7677794411,Gabriela Hurtado,12061931,61,29,73,79,1,1,1,1,0,1,1,306,1
TI DUP,3546462107,Carlos García,04021970,7,31,19,79,2,1,4,1,0,0,1,211,0
TI PV,4736751157,Manuela Cartagena,18072003,23,68,30,25,1,0,2,0,0,0,1,555,1
ANI,1334523198,Juan Cartagena,26011937,28,41,3,24,1,0,4,1,0,1,1,856,1
CC REN,3334057360,Luis Hernández,25011929,32,1,40,65,2,0,2,0,1,1,1,97,1
NIP,5520224459,Luis Cartagena,23031975,50,43,68,82,6,0,3,1,1,1,1,731,1
CC DUP,1730388667,Juan Murillo,13071931,16,39,48,58,3,0,6,1,1,1,0,141,0
NIP,4799010901,Sofía Martínez,09111987,36,34,13,87,4,0,1,0,0,1,0,536,0
CC PV,8819958558,Ana Cifuentes,07041901,68,5,40,42,3,1,4,0,0,1,0,291,1
SIC,9632964477,Melissa Martínez,23041952,8,95,24,25,5,1,5,0,0,1,1,172,1
ABIS,4503597084,Luis Martínez,25101964,22,99,67,52,2,0,4,0,1,1,0,919,0
TI,7771003097,Gabriela López,25021963,20,5,53,18,3,1,6,1,1,1,0,534,0
CCT,4530129512,Daniela Martínez,03101947,4,29,54,70,4,1,4,0,1,0,0,333,0
TI DUP,2488076766,Laura Hurtado,06041998,85,96,50,75,6,0,4,0,1,0,0,340,0
CC REC,3198781935,Gabriela Murillo,16101942,79,63,67,40,6,0,4,1,0,0,1,130,1
EIS,4644182562,Gabriela López,01051999,47,61,79,59,5,0,1,0,1,0,0,151,0
CC,2196739162,Miguel Hernández,02091971,20,41,20,13,2,1,5,1,0,0,0,728,0
