tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,4197647827,Gabriela García,14102022,92,74,75,98,3,0,3,0,0,1,0,615,0
CCT,9488208554,David Castaneda,01011950,90,30,20,66,6,1,5,0,0,0,1,228,0
MTR,3228236648,Carlos Cifuentes,28101958,83,38,82,37,6,0,5,1,0,0,0,209,0
SITAC,6871609354,Marcela González,19061930,38,51,63,68,4,0,1,0,0,1,1,279,1
CC REN,2139411189,Gabriela López,07032000,85,56,96,40,5,1,1,1,0,1,1,988,0
CC,4283953603,Daniela Hernández,12042000,82,27,29,71,3,0,2,1,0,0,0,583,0
ABIS,2045870786,Manuela Cartagena,20092000,16,95,6,75,4,0,6,0,1,1,0,596,1
SITAC,4043805736,Carlos Hurtado,14051983,72,30,53,7,2,1,5,1,0,0,0,863,1
CC,3327550255,Laura Hurtado,12061937,67,87,6,77,4,0,5,1,0,0,1,835,1
CC REC,8563115756,Gabriela Cifuentes,24021988,15,91,29,59,3,1,3,1,1,0,1,338,0
ANI,9555150079,Carlos Cartagena,06121950,53,11,55,21,3,0,1,0,1,0,1,365,0
NUIP,4004790319,Juan Rodríguez,06121985,45,76,83,68,4,1,3,0,0,1,0,814,0
TI REC,1581126271,David González,15011961,39,53,47,58,2,0,6,1,0,0,1,78,1
HLED-WEB,4994156558,María Rodríguez,24071955,90,17,59,24,6,1,4,1,0,0,0,715,0
TI REN,3280263489,Marcela Hernández,13071952,13,93,92,24,4,1,5,0,0,1,1,596,0
CC,4441482326,Daniela López,25021994,2,81,39,39,6,0,6,1,0,0,0,648,1
CC PV,3867480279,Ana Martínez,12011932,44,83,66,77,3,0,5,0,0,0,1,677,1
CC,1811606830,Gabriela Martínez,17101980,26,17,10,75,4,0,6,1,1,0,1,437,1
NUIP,3541256774,Melissa García,02081947,22,37,18,32,5,1,1,0,0,1,1,887,1
CCT,1926702228,Sofía Castaneda,26071932,91,75,64,61,1,1,2,0,0,1,1,44,0
SITAC,8426961550,Daniela Cifuentes,13061977,45,16,73,50,2,1,4,1,1,1,0,756,1
SITAC,1367138425,Gabriela Rodríguez,02031945,49,1,51,73,2,0,3,1,1,1,1,966,0
SITAC,7680298656,María Rodríguez,08041968,45,27,87,4,1,1,6,0,0,1,1,855,0
NIP,8967340521,Luis Hernández,13061950,59,79,82,77,4,0,3,1,0,0,0,347,0
TI PV,8277520678,Gabriela Murillo,08041928,6,64,20,57,4,1,3,0,0,1,1,955,0
CC REN,2820125171,Manuela Martínez,26091945,48,92,28,24,5,1,1,1,0,0,0,33,1
NUIP,6174024263,Sofía Hernández,22041962,8,59,90,4,2,0,6,0,0,1,0,912,0
TI PV,4145625436,Laura López,12091996,92,55,96,54,1,1,3,0,1,0,0,323,1
NIP,1411022312,Gabriela Rodríguez,22021933,34,67,55,53,6,0,4,1,1,1,1,253,1
CC DIG,8353948344,Manuela Cifuentes,28071933,92,54,16,30,3,1,5,0,1,1,1,767,1
CC,9432720595,Miguel Cartagena,08071990,37,77,82,29,2,0,4,0,1,0,1,59,1
TI PV,9306781556,Manuela Hurtado,17101944,73,90,73,9,2,1,3,0,0,0,1,241,1
CC PV,2459693772,Sofía García,18101950,40,45,53,52,2,0,5,1,1,1,0,473,0
