tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC DIG,1828509301,María González,13021996,74,43,76,40,1,0,5,1,0,1,1,399,0
TI DUP,1344357550,Manuela González,27051970,63,31,31,95,2,1,4,1,0,1,0,783,1
AFIS,2802181651,Miguel Cifuentes,21122005,14,37,76,67,6,0,1,0,0,0,0,75,0
CC,8746131414,David Rodríguez,24042001,14,94,80,98,4,1,5,1,0,1,1,598,1
ABIS,2971737787,Marcela Murillo,23032000,69,34,53,93,2,0,4,1,1,1,0,869,1
AFIS,4673925620,Ana Castaneda,01071968,84,73,59,44,4,0,5,0,1,0,0,364,0
CC PV,1335368302,María López,24101947,63,68,39,10,3,0,5,0,1,0,1,432,1
EIS,1252395495,Laura Rodríguez,01042003,77,80,21,35,5,1,1,1,0,0,1,578,0
TI PV,6748907865,Miguel Hernández,25101999,2,46,49,81,3,1,5,0,0,1,1,790,1
EIS,9007064214,María González,06051979,87,28,31,17,3,0,5,0,1,1,0,68,1
SITAC,1479727902,Laura López,08092013,19,26,71,49,1,0,2,1,0,0,1,870,1
TI REN,4236753903,Juan López,06111932,93,49,76,30,2,1,6,0,0,0,1,162,1
DCU,5211558115,Daniela Hernández,19071934,8,97,25,29,5,0,4,1,0,1,1,283,0
CC DUP,3565551488,Gabriela Rodríguez,16071949,65,63,80,94,6,1,3,0,1,1,0,132,1
CC,8305331469,Juan García,07101931,28,24,10,3,5,0,6,0,0,1,1,914,1
CC REN,8068603968,Ana Cartagena,10071951,68,99,34,5,5,0,1,0,1,1,0,531,1
TI REC,9795770578,María Hurtado,18081962,58,41,82,30,1,0,4,0,0,1,1,525,0
MTR,2627981276,Luis Perez,18021933,47,42,72,18,4,1,3,0,1,1,1,381,1
TI PV,0261866165,Gabriela Cartagena,17081925,85,37,32,98,6,0,3,1,1,0,1,282,1
AFIS,1607341149,Gabriela Cifuentes,14081949,88,83,41,53,5,1,1,0,1,0,0,966,1
SITAC,2585076126,María Rodríguez,14101913,17,74,96,86,4,0,4,1,0,1,1,950,1
NIP,8980828529,Manuela González,21031977,33,6,42,34,5,1,3,1,1,0,0,463,0
TI REC,0608885269,Gabriela Murillo,28061997,68,58,52,9,5,0,4,0,0,1,0,620,0
NIP,7577215775,Luis Castaneda,27121995,74,70,58,37,1,1,4,0,1,1,0,475,1
ABIS,7024217867,María Cartagena,05021943,59,79,84,56,1,0,1,0,1,1,0,305,1
CC DIG,0079197149,Juan Cartagena,10121982,12,83,54,57,3,1,1,1,0,1,0,922,0
MTR,2494583734,Melissa Cifuentes,17121951,28,62,18,72,6,1,5,1,0,1,0,586,1
ANI,8221083593,Ana López,15081990,60,6,59,24,5,1,1,1,0,0,0,28,0
HLED-WEB,2164377676,Gabriela Murillo,06111990,55,68,39,72,5,0,2,1,0,1,0,312,1
CC DIG,8054867185,Laura Martínez,23021947,35,56,66,62,1,1,5,0,1,1,1,455,0
CC REN,9593627007,Juan Martínez,17091979,85,52,94,65,1,1,5,0,0,1,0,885,1
AFIS,6804847304,Gabriela Martínez,14081994,73,2,16,91,6,1,5,0,1,0,0,758,1
NUIP,2907514748,Laura Murillo,10081945,69,46,49,35,1,1,2,1,1,0,1,91,0
CC DUP,6073446517,Melissa García,15012007,8,49,34,14,4,0,1,0,0,1,0,708,0
SIC,2491556517,Daniela Hurtado,08081955,47,91,93,57,3,1,3,1,1,0,0,595,1
TI DUP,1180265507,Carlos Martínez,19051977,48,9,97,48,1,1,3,0,0,1,0,97,0
AFIS,3344112188,Juan Rodríguez,21051977,38,4,63,20,4,0,5,1,1,0,0,273,0
TI REC,3214538763,Ana Cartagena,13051986,44,87,14,85,1,0,6,1,1,0,1,877,0
TI PV,1143055235,Sofía Rodríguez,08041928,89,22,53,46,1,0,5,1,0,0,0,559,1
CC REC,2622161220,Sofía Cifuentes,02011983,65,80,72,7,2,0,2,1,0,1,0,768,0
HLED-WEB,2760221835,Laura Cartagena,09062018,45,45,76,89,4,1,6,1,0,0,1,820,0
CC,6359229899,Daniela Cifuentes,12092009,77,73,98,85,5,0,5,1,0,0,1,823,0
SIC,0940126183,Miguel Hernández,03071945,67,9,59,17,5,0,3,1,1,0,0,755,1
SIC,3585406375,Laura Martínez,17071968,92,95,56,40,4,1,2,0,1,0,1,723,0
NUIP,9046277278,Marcela García,27031965,86,19,55,70,2,1,3,1,0,0,0,253,1
NIP,5541136551,Melissa Rodríguez,16021944,77,44,50,89,5,1,5,1,0,0,1,135,1
CC DUP,6012004542,Juan Murillo,22031975,6,17,34,7,4,1,1,1,1,1,0,652,1
ANI,4657860683,Melissa Rodríguez,17011950,80,56,30,90,5,1,1,0,1,0,1,160,0
TI PV,1759619821,Gabriela Murillo,13051958,100,35,66,35,2,1,3,0,0,1,1,721,0
ANI,7339414037,Gabriela Cifuentes,22021976,12,52,92,91,6,1,5,1,1,0,1,954,0
AFIS,8346037065,Gabriela López,02071953,60,77,27,3,4,0,4,0,1,0,1,267,0
TI REN,0919535776,David Martínez,25071943,68,19,52,84,6,0,2,1,1,1,1,802,0
CC REN,9269494948,Daniela Castaneda,25062001,55,3,32,93,6,1,2,0,1,0,0,55,1
MTR,2499741195,Daniela Cartagena,02121976,69,75,95,94,6,0,6,0,1,0,1,284,0
TI PV,2471553078,Miguel Cartagena,14121975,19,62,56,47,3,1,5,0,0,0,1,628,0
TI REC,9272861897,María Cartagena,23111978,10,70,89,79,3,1,6,1,0,1,1,369,1
DCU,5042992458,Miguel Cifuentes,20042002,20,74,60,78,4,1,5,0,1,0,1,312,1
