tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,2907447015,Miguel García,10061947,100,50,81,61,2,1,5,1,1,1,0,98,0
ANI,6416272895,María González,28101981,63,24,19,15,2,0,3,1,1,1,0,559,1
CCT,3557478026,Ana González,08022004,18,3,6,35,6,0,2,0,1,1,0,837,0
NUIP,3222670676,Miguel Hernández,02041978,100,27,38,11,4,1,2,0,1,1,1,409,1
AFIS,4668006641,Marcela Martínez,27121949,53,56,31,77,4,1,6,0,1,1,1,461,1
CCT,9710306344,Ana Murillo,16032007,70,22,20,36,2,1,5,1,1,0,1,413,1
TI,5691856600,Carlos López,06041958,59,46,62,29,4,1,2,1,1,1,0,420,0
CC PV,2273535415,Gabriela Hernández,13111949,41,21,84,50,4,0,2,1,0,1,1,897,0
SITAC,9017551326,Ana Martínez,09071987,4,72,13,23,3,1,6,1,1,1,1,830,1
CC REC,4392143791,Miguel Martínez,19092003,76,82,31,44,5,0,4,0,1,1,1,477,1
CC DUP,3766790845,Luis Rodríguez,07081925,76,94,40,71,3,0,3,0,1,1,0,116,1
DCU,9709106631,Melissa Hurtado,17101997,86,83,37,28,3,1,6,0,1,1,0,158,0
CC REC,6069609782,Carlos Martínez,24042001,87,15,22,9,1,0,5,1,0,1,1,173,0
NUIP,0906510978,Manuela González,10011989,89,24,62,51,5,0,1,0,0,1,1,789,0
ABIS,9435618159,Miguel García,11121971,21,98,64,10,6,0,1,1,1,0,1,647,0
ANI,1354407121,Manuela Rodríguez,01011955,93,30,65,35,6,0,2,0,1,0,0,350,1
MTR,1313794425,Luis González,21081924,70,34,27,9,5,1,6,0,1,1,1,799,1
EIS,1495170624,Manuela Castaneda,28071929,19,41,59,4,6,1,2,1,1,0,0,797,1
CC REC,5161816731,María López,20111940,60,34,24,9,6,0,5,0,0,1,1,879,0
SITAC,0748040586,Miguel López,25071936,61,15,4,21,6,0,2,0,1,1,0,121,1
CC DIG,7982731560,Manuela Castaneda,03012002,69,1,36,84,3,1,6,1,1,0,1,924,1
TI DUP,0286895251,Gabriela Cifuentes,12071978,55,62,88,46,6,1,4,0,0,0,1,304,1
CCT,7244491101,Miguel García,06021935,8,16,2,18,5,1,5,1,1,1,1,484,1
ANI,6296752831,Daniela Castaneda,09041965,37,9,11,40,6,0,2,0,1,1,0,733,1
SIC,7783020146,Carlos Hurtado,24111932,99,40,59,89,2,0,1,1,0,1,0,459,0
ANI,2885808888,Carlos Murillo,01031997,34,44,10,34,2,0,5,1,1,1,0,977,1
AFIS,6185167619,David Hernández,03061999,13,74,87,10,1,0,6,0,0,0,1,306,0
ABIS,4683948860,Melissa García,15111956,34,18,49,43,2,1,4,1,0,1,1,783,0
TI REN,0461171472,David Murillo,02121966,64,85,15,70,6,0,6,0,1,0,0,455,0
HLED-WEB,9073595234,Manuela Perez,06081953,16,84,7,38,3,0,4,1,0,0,0,27,0
TI REN,6736539739,Juan Cifuentes,26021938,39,2,24,23,1,0,3,1,1,0,1,605,0
TI,8375119419,Luis Hernández,13031969,65,3,14,95,6,0,1,0,0,0,0,215,1
SIC,8311403395,Ana Castaneda,16071973,2,94,86,66,6,1,3,1,1,0,0,492,1
TI,6708339040,Juan Cifuentes,21111988,55,67,91,19,2,1,5,0,0,0,0,522,0
CC REN,5109806764,Carlos Murillo,07021958,41,3,86,5,2,0,6,1,0,0,1,898,0
ABIS,5899822409,Daniela Martínez,05121939,70,72,70,52,6,1,1,1,1,1,0,492,1
NIP,8605771469,Marcela Cifuentes,16101960,57,13,71,56,5,0,5,0,1,0,1,362,1
CC REC,8675063451,Laura Hurtado,20081957,43,55,47,7,1,1,1,0,1,1,0,782,1
ABIS,0869015820,María Hernández,02041942,62,52,2,39,4,0,6,0,1,0,0,67,1
SIC,5370748621,Carlos Castaneda,09102009,57,99,7,8,2,1,2,0,0,0,0,405,1
TI REC,7296870520,Sofía Murillo,11121966,11,87,54,68,5,0,5,0,1,1,1,981,0
CC REN,4432572024,Manuela García,22101995,34,93,9,82,3,0,4,1,1,1,0,71,1
CCT,5478785307,Carlos Cartagena,03111963,55,7,47,48,6,0,4,0,1,1,0,855,0
SIC,9105680824,Manuela Hurtado,24101997,82,84,63,99,5,1,4,1,1,0,0,369,0
ANI,1137135763,Daniela Cifuentes,22061930,35,61,79,48,3,0,2,1,1,0,1,111,0
MTR,8663917259,Gabriela García,16091969,4,70,27,11,2,0,6,0,1,0,0,163,0
AFIS,7427133528,María Cartagena,02061937,92,36,95,10,4,0,6,1,1,0,1,860,0
AFIS,8282624197,Manuela Hurtado,03051947,37,63,13,3,1,1,1,1,1,0,0,597,0
CC,3719517386,María Cifuentes,17121984,78,46,83,55,4,1,1,1,0,0,1,787,0
SITAC,3791493417,Luis Martínez,23121946,65,65,59,20,1,1,2,1,0,1,1,868,0
NUIP,2317070111,Marcela Rodríguez,12122016,88,52,65,42,2,1,5,0,1,1,0,314,0
TI PV,9892854876,Carlos González,09101984,35,16,32,15,5,1,1,0,0,0,1,908,0
CCT,5006094429,David Cartagena,28021995,21,78,43,82,5,1,1,0,0,1,1,687,1
CC,3245917004,Sofía Hurtado,28062000,22,43,4,31,2,1,2,0,0,0,0,71,1
TI DUP,0667856084,Melissa García,04012006,44,58,4,91,5,0,4,1,1,0,0,814,0
