tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REN,5222522112,Juan García,01121997,52,69,70,17,3,0,4,1,1,1,0,52,0
SITAC,3028941422,Sofía Hurtado,12051990,2,53,72,57,5,1,3,1,1,0,1,184,1
EIS,8557532345,María Hurtado,04081929,8,96,69,40,4,0,2,0,0,1,1,840,1
SIC,3451462234,Daniela Cifuentes,25122006,39,72,11,78,3,1,2,0,1,0,1,47,0
CC REN,0471047641,Daniela González,24081971,34,66,78,71,4,0,1,1,0,0,1,314,1
CC REC,6510720531,Gabriela Perez,18021924,92,39,76,41,1,1,4,0,1,1,0,209,1
SIC,3449705667,Sofía Perez,13101952,4,99,16,83,4,0,1,1,1,1,1,850,1
HLED-WEB,3108723599,Carlos Cartagena,25071957,36,36,89,17,3,0,5,0,1,1,1,164,1
CCT,8092641941,Laura Perez,20071978,86,80,92,27,6,1,3,0,1,0,1,987,0
NUIP,3504611657,Manuela Murillo,11011970,81,99,85,17,3,1,6,0,0,1,0,199,0
NIP,1882032385,Manuela Murillo,14061993,53,18,5,13,1,1,5,1,1,0,1,231,0
CC PV,7814057494,Luis Hernández,12071996,6,82,83,30,5,1,1,1,1,0,1,622,1
NIP,7957972120,María Rodríguez,13011954,34,5,49,5,3,0,4,1,1,0,0,769,0
CC DUP,1888377881,Melissa Castaneda,07031930,91,94,72,88,5,0,3,0,0,0,1,323,0
TI PV,6387549542,Luis Castaneda,08052007,3,15,18,67,4,0,2,0,0,0,1,383,1
ABIS,6939413387,David García,19061930,84,25,10,55,2,0,6,0,1,1,0,164,0
DCU,1115547851,Miguel Martínez,08051993,23,35,68,22,3,0,5,1,1,0,0,143,1
CC REN,3322346751,Daniela Cifuentes,13061972,80,3,50,93,1,0,4,1,0,0,0,191,1
CC REC,6584609367,Miguel Rodríguez,01111973,27,13,83,54,5,1,1,0,1,1,0,907,0
DCU,7070617675,Ana López,18101926,16,66,32,82,6,0,5,0,1,1,1,124,1
DCU,8151772471,Manuela Rodríguez,21071947,50,96,41,8,3,1,6,0,1,1,1,100,1
SITAC,3942559333,Luis García,12081974,83,16,3,58,6,0,3,0,0,0,1,673,1
CC PV,5825673381,María Perez,08041945,8,9,56,16,5,1,2,1,0,1,0,354,0
NIP,3518946990,David González,21022005,69,88,61,5,1,1,1,0,0,1,0,40,0
TI,1233762741,Luis Cifuentes,06102007,15,52,90,23,2,0,2,1,0,0,1,351,1
HLED-WEB,9269295987,Laura Cartagena,09081948,44,5,96,25,3,1,5,0,1,0,1,964,1
TI,9637941671,Luis Cifuentes,28091977,32,79,88,91,4,1,1,0,1,0,0,854,0
CCT,4048370366,Luis Rodríguez,11121935,65,80,36,54,5,1,4,0,0,0,1,537,0
NIP,5843427533,Ana Castaneda,06121978,51,12,46,30,4,1,5,1,1,1,1,428,0
CC PV,2702565053,Melissa Martínez,05041980,78,8,37,49,2,1,2,0,1,0,1,470,1
DCU,6198703847,Sofía Castaneda,26052005,66,66,39,42,4,0,1,0,0,1,1,794,1
ABIS,4560378277,Ana Cifuentes,23041996,81,32,51,16,2,0,3,1,1,0,0,375,1
DCU,0383508214,María Castaneda,12101928,58,68,50,45,2,0,1,1,1,0,1,945,0
DCU,0643318417,Sofía Murillo,24072009,86,67,81,15,1,0,1,0,0,1,1,436,0
EIS,8836266832,Manuela Perez,25081991,83,16,56,21,4,0,5,1,0,0,0,739,0
CC,3015814617,Ana Perez,26071931,98,96,8,20,6,0,2,1,0,1,1,178,1
NIP,5785879753,Manuela Rodríguez,22021950,52,85,15,7,3,0,6,0,1,1,0,5,0
CC DUP,5867027338,Ana Martínez,06091970,66,59,63,85,2,1,5,0,1,0,0,513,0
SITAC,2733953356,Luis González,10091968,37,26,74,36,5,1,2,1,1,1,1,808,1
CC DUP,0789567013,Manuela López,06021963,82,52,96,73,5,0,2,1,0,1,1,457,0
TI DUP,8984058016,Manuela García,21042001,36,42,30,93,6,0,2,0,1,0,0,831,0
HLED-WEB,1392586580,Carlos García,12051937,14,34,9,2,3,0,2,0,0,0,0,748,0
DCU,9720549332,Ana Hernández,04011956,49,16,97,44,5,1,2,0,1,1,1,879,0
HLED-WEB,1559805419,David Hurtado,01021982,81,53,51,94,1,1,1,1,0,0,0,233,0
CC,4347347133,Melissa Castaneda,11081933,80,53,99,63,2,0,1,1,1,1,1,479,1
SITAC,9263158793,Sofía Cartagena,07031936,90,84,59,8,3,0,3,1,1,1,1,567,0
ABIS,7974654513,Sofía Martínez,21081940,57,48,50,95,4,1,6,0,1,1,0,662,1
MTR,4311202226,Laura Hurtado,14051966,15,46,3,86,4,0,5,0,1,0,0,377,1
CC PV,7422775539,Luis Castaneda,20071931,24,85,68,90,4,1,3,1,0,1,1,163,0
CC REC,2230204954,María Cifuentes,17031965,37,80,22,6,5,1,4,1,0,0,1,181,0
HLED-WEB,9846806706,Melissa Castaneda,11101914,19,14,72,49,3,0,5,0,1,1,0,179,1
CC REC,3927380752,María Murillo,25042006,15,76,36,50,6,1,1,0,1,0,0,706,1
CC REC,6168416383,Luis Hernández,22091982,74,39,26,54,3,0,4,0,0,0,1,752,0
TI DUP,6176410620,Miguel Hurtado,28061936,82,18,39,37,3,0,2,0,0,1,1,181,1
SITAC,1460804866,Ana García,27041962,80,48,22,72,2,0,6,1,1,1,0,297,1
ABIS,7732117501,María Murillo,15121945,90,50,24,95,4,1,2,0,1,1,0,915,1
ABIS,1868302283,Sofía Cartagena,28061976,3,22,30,65,5,0,5,1,0,0,0,146,0
TI REC,2870889711,María Hurtado,07121982,19,49,84,66,4,0,1,1,1,0,0,378,1
TI,7797661050,Laura Castaneda,05051973,83,48,52,89,6,0,6,0,1,0,1,840,0
TI PV,3340268706,David Hernández,08021929,65,71,88,35,4,1,6,0,1,0,1,473,0
EIS,0708452277,María Cartagena,19052013,12,65,43,98,5,0,6,0,0,0,0,834,0
SITAC,3524627848,Marcela Hurtado,24101936,55,14,22,15,5,0,6,0,1,0,0,733,1
CC REN,4400157308,Laura García,25041928,7,47,17,33,1,1,2,0,0,0,0,727,1
SIC,2422668004,Laura Rodríguez,05031930,91,91,40,30,3,0,2,1,1,0,0,893,1
DCU,7938854917,Luis Hernández,10011958,8,48,100,18,3,0,2,0,0,0,0,652,0
SITAC,1283429968,Melissa Murillo,09021963,1,92,21,43,4,0,1,0,0,1,0,593,1
NIP,1158445119,Juan González,13121999,88,8,36,24,1,1,5,0,0,0,0,9,0
TI REC,5063574428,David González,11081966,43,16,61,3,4,0,5,0,0,0,1,103,1
TI REC,9299918835,Miguel Hurtado,11051972,22,90,93,25,6,0,2,0,1,1,0,67,0
CC REC,8024107651,Juan González,08021974,35,87,9,73,6,0,5,0,1,0,1,125,0
ABIS,0267530745,María López,28061931,30,87,92,32,5,0,4,1,1,0,0,98,0
CC PV,7827808456,Marcela Cifuentes,10071930,27,82,33,54,3,0,4,1,1,0,0,480,1
TI,6968654664,María Cifuentes,22081953,63,46,6,17,5,0,5,0,1,0,1,426,1
CC DUP,9334653340,Ana Martínez,25101925,15,96,65,88,3,1,5,0,0,0,0,911,1
CCT,7616692690,Miguel González,03121996,24,16,23,59,3,1,5,1,0,1,1,908,1
MTR,6692130784,Melissa Murillo,12041929,75,61,11,29,4,0,1,1,1,1,0,804,1
MTR,8859566821,Laura García,16051987,17,88,35,11,4,1,1,0,1,1,0,384,0
HLED-WEB,2674516511,Daniela Rodríguez,23101969,38,43,62,64,3,0,6,0,0,1,0,349,0
HLED-WEB,1004483402,Luis Hurtado,19111936,4,12,75,18,4,1,3,0,1,1,0,539,0
ABIS,5912627760,Luis García,21122006,86,15,37,73,2,0,4,0,1,0,1,301,1
CC DUP,9107731767,Marcela Cifuentes,17041931,12,87,97,53,4,0,1,1,0,0,1,311,0
HLED-WEB,2825371729,Melissa López,07081997,19,41,54,14,2,1,6,0,1,0,1,358,0
CC REN,8118632881,Marcela Perez,11081966,89,82,15,18,2,0,1,0,1,0,1,753,0
TI,1610813733,María Hurtado,18051931,7,52,51,61,2,0,1,0,0,1,0,163,0
TI,3960762909,Miguel Hernández,01052000,6,54,62,97,3,0,5,1,0,0,1,360,1
SIC,9453841794,David Hurtado,21101979,71,29,60,2,3,0,5,1,0,1,0,86,1
MTR,1984443193,David López,01111961,87,66,88,18,1,0,2,0,0,0,1,238,0
TI DUP,9949303800,Manuela Cartagena,02021975,91,61,27,3,2,1,2,1,1,1,1,657,1
CC PV,0053120277,Melissa Cartagena,05111961,63,5,56,68,4,0,2,0,1,1,0,823,1
DCU,4154065847,Sofía Murillo,13031966,67,26,93,2,6,0,3,1,1,0,0,409,0
SIC,8945049972,Sofía Martínez,16081935,71,96,36,13,1,0,5,0,1,0,0,945,0
NUIP,9072826275,Carlos Hurtado,13081936,93,74,86,56,5,1,5,1,1,1,0,683,0
SITAC,9107014269,Manuela Castaneda,19061972,43,10,27,87,4,1,4,1,1,0,0,487,1
EIS,5884622921,Manuela García,10092003,86,75,57,47,1,1,2,1,0,0,0,198,0
MTR,5021790903,Ana Perez,04071999,89,77,85,39,6,0,4,1,0,1,1,756,1
TI REC,2527488298,Juan López,06101954,3,26,21,95,2,0,2,0,0,0,1,555,1
SIC,7802972069,Sofía González,02101983,99,61,36,68,2,0,3,1,1,1,0,914,0
AFIS,8998192073,Luis López,25051933,50,93,15,64,5,1,4,1,1,1,0,836,1
DCU,6340934274,Carlos Hurtado,26122002,13,65,75,46,6,1,2,0,0,1,0,655,1
EIS,4532997529,Luis González,05061935,62,36,26,39,3,0,3,0,0,1,0,722,0
