tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC REN,7129466624,Laura Perez,19041946,57,61,89,9,4,0,6,0,1,0,1,64,0
TI REN,9185187734,Marcela López,21051978,87,39,9,53,5,1,3,1,0,1,1,508,0
CC PV,7800745097,Luis Hernández,04051983,60,9,100,50,6,1,5,1,1,0,0,83,1
DCU,5571974347,Marcela Rodríguez,15081955,55,75,90,32,5,0,3,0,1,0,1,745,1
CC PV,6396352294,Luis Castaneda,15101935,13,73,84,56,5,1,5,0,1,0,1,554,0
TI REC,9146675966,Manuela Hernández,11021982,84,92,42,73,1,1,2,0,0,1,1,129,1
SITAC,3380656458,David López,10071949,54,57,45,46,1,0,4,0,0,0,1,917,1
AFIS,7139747740,Melissa Martínez,11121938,10,56,13,51,2,1,5,0,0,1,1,414,1
DCU,6106378380,Daniela Hurtado,02071945,91,15,45,53,3,1,6,0,0,1,1,169,0
TI REN,9144817481,Ana Hernández,27091943,45,95,55,98,1,0,3,1,0,0,0,169,0
SITAC,7290086712,Sofía Murillo,02031921,44,95,26,36,5,0,1,1,1,1,1,604,0
TI PV,2825654606,Luis Martínez,03121998,35,71,9,21,3,1,5,0,0,1,0,390,1
CC DUP,2458783916,Marcela Rodríguez,18031992,43,16,21,71,6,0,1,1,0,1,1,611,1
TI REN,8330277642,Daniela Cifuentes,27021957,5,8,99,57,3,0,3,1,1,1,1,183,1
TI REN,3596120988,Sofía Perez,01091953,28,91,90,70,6,1,6,0,1,1,0,355,0
TI PV,3802445507,Miguel Castaneda,09101942,89,56,41,46,3,0,3,0,1,1,0,203,1
EIS,5847299993,Marcela Perez,17121987,5,6,26,52,2,0,6,1,0,0,1,863,1
ABIS,9860548749,Laura Hurtado,03061968,85,83,17,55,6,1,5,0,1,1,1,930,0
TI DUP,8984825431,Miguel García,21061955,53,74,42,28,5,1,5,0,0,1,1,29,0
AFIS,0062268630,María Cartagena,27072006,40,77,28,76,5,0,4,0,1,0,0,477,1
CC DUP,5873334277,María Martínez,17011948,71,77,52,93,2,1,2,0,0,0,1,616,0
TI,4148051440,David Murillo,15101973,40,43,25,46,6,1,2,1,0,1,0,409,1
ABIS,2515179742,Sofía Cifuentes,10122003,34,8,87,24,4,1,1,1,1,0,1,843,0
CC PV,5414855688,Ana Hernández,28031949,58,85,74,23,1,1,3,1,1,1,0,214,1
TI REC,2899993507,Luis Castaneda,11041927,70,8,58,17,3,1,6,0,1,0,1,339,0
CC DIG,5396258009,David Cifuentes,03071934,31,29,69,50,2,1,2,0,0,1,1,988,1
CCT,7046326326,Luis López,05101961,89,95,86,41,1,1,1,0,1,1,1,153,0
TI PV,9258860284,María Cartagena,10051971,33,17,55,6,5,1,5,0,1,1,1,975,0
TI REC,6647928736,Sofía Cifuentes,28021962,86,24,57,24,6,0,6,1,0,0,0,917,0
CC DIG,8462808859,Laura Perez,27071993,53,64,82,3,5,0,1,1,1,1,1,963,0
CC DIG,5771348672,Melissa Cifuentes,18021907,7,47,77,63,3,0,2,0,1,0,0,621,1
HLED-WEB,3498810707,María Rodríguez,26051968,99,45,65,56,1,1,6,1,1,1,1,813,1
HLED-WEB,3626352156,Sofía Rodríguez,06082007,93,21,23,28,5,1,2,1,1,1,0,557,1
TI REC,5369849998,David Castaneda,22041941,52,57,3,60,2,1,4,0,1,1,1,287,1
CC DIG,4579882243,María Hurtado,22071973,58,18,46,68,1,1,2,1,0,0,1,69,1
CCT,1087025746,Daniela García,04071972,5,26,66,26,4,0,4,0,1,0,1,781,0
SIC,1093714923,David González,16081961,72,30,10,84,5,0,5,1,1,1,1,537,0
SITAC,7652221697,Sofía Castaneda,12031946,76,88,64,67,2,1,3,0,0,0,0,718,1
TI PV,2121464814,María Castaneda,17061966,25,86,98,51,4,0,4,0,1,1,1,60,0
MTR,8472247604,Melissa Murillo,18051927,14,76,23,90,4,0,6,1,1,1,1,916,1
TI REC,7121607525,Miguel Martínez,07112024,14,28,9,10,4,1,2,1,0,1,1,408,1
SIC,4388676156,David Martínez,03011977,48,26,80,1,6,1,2,0,1,0,0,331,1
CCT,0478043903,Miguel Martínez,19091942,84,38,99,14,1,0,4,0,0,0,1,993,1
NIP,1185705270,David Hurtado,13091986,4,92,100,34,2,1,1,1,1,1,1,202,0
CCT,6417261548,Manuela García,14071961,76,58,53,59,2,0,2,1,0,1,0,612,1
SITAC,2015573677,Carlos Perez,19101928,91,83,17,1,5,0,5,1,1,0,0,563,0
CC DIG,6755206348,María Rodríguez,12111946,93,18,39,70,2,1,5,1,0,1,0,525,1
TI,4103403698,Miguel Hurtado,09042009,14,72,9,91,1,1,4,0,1,1,0,86,0
ABIS,3780130363,Marcela López,19051983,54,17,21,97,2,1,1,0,1,0,1,441,1
CC,8797266610,Daniela Cartagena,17071973,89,76,29,16,3,1,1,0,0,0,0,219,0
NUIP,4331395732,Ana Castaneda,15071967,71,63,26,47,2,1,2,1,1,0,0,343,1
ANI,9011230575,Luis Rodríguez,22071978,29,62,61,89,6,1,1,1,0,1,0,548,1
NUIP,8447653228,David Martínez,15031977,51,84,10,38,4,0,1,0,1,1,1,919,1
TI REN,8752779066,Sofía Hurtado,14101942,20,85,8,68,6,0,5,0,0,1,1,982,1
CCT,4007893933,Juan Martínez,28121983,53,56,16,58,5,0,3,1,0,1,1,38,0
EIS,8197600976,Laura Cartagena,11051962,99,12,6,88,2,0,6,0,0,0,1,770,1
TI PV,1352409731,Ana González,19031944,12,23,97,72,4,0,2,1,1,0,1,920,0
MTR,2730511545,David Hurtado,18051938,66,49,11,37,1,1,5,1,0,0,1,372,1
TI REN,2620687795,Juan Cartagena,15021993,4,43,15,29,5,0,3,0,1,0,1,266,1
ABIS,3390238137,David Murillo,13111988,13,38,37,92,6,0,3,0,1,0,0,250,1
SITAC,1231281143,Juan Cartagena,10121933,67,5,43,10,1,0,5,0,1,1,0,486,1
MTR,6051821208,María Castaneda,23121975,56,63,69,58,6,0,4,0,0,1,0,997,1
TI REN,0812459860,Daniela Castaneda,13071939,57,24,12,29,6,0,5,0,0,1,1,632,1
NIP,2951089656,María Rodríguez,06052008,45,55,76,66,4,1,5,0,0,1,0,128,1
TI,4634055367,Luis López,05031939,79,43,16,93,4,0,6,0,0,1,1,853,1
TI PV,2307550725,Melissa Hurtado,17071941,20,2,37,69,5,1,5,1,0,0,1,620,0
TI REN,5564990172,Luis López,17011942,58,80,36,74,5,1,5,0,1,0,1,800,1
EIS,4968050184,Daniela García,19051978,70,34,70,22,1,1,2,1,0,1,0,636,0
CC DIG,7155501903,Melissa Cartagena,10072003,100,32,86,79,1,0,5,0,1,1,0,760,1
NUIP,9073671449,Laura Rodríguez,20051951,80,25,3,6,3,1,2,0,1,1,1,592,0
CC REC,4269326171,Juan Rodríguez,16121955,81,25,35,27,5,1,4,1,1,1,1,861,0
TI REN,0919788472,Melissa García,12091930,49,100,95,34,6,1,2,1,1,1,1,435,0
TI PV,6221901018,Luis Murillo,20101958,12,47,73,65,5,0,3,1,1,1,0,83,0
CC REN,4817402293,Daniela Martínez,21101949,60,77,17,50,5,1,2,0,0,1,0,949,1
CC REN,0893765727,Ana López,14051944,11,19,26,97,2,0,4,0,1,0,1,208,0
TI PV,3320472600,David Cartagena,17091984,89,86,41,9,6,0,1,0,0,0,1,607,0
SITAC,7342036442,Melissa Hurtado,23081934,82,85,95,12,3,1,2,0,0,1,1,861,0
TI PV,5442122554,Laura González,27092003,75,79,17,11,1,1,5,0,0,1,1,145,1
CC DIG,0209478256,Luis García,06041937,3,23,45,83,5,0,3,1,0,0,1,561,1
ANI,3661439304,Ana Cartagena,26111981,86,9,87,39,6,0,1,1,1,0,1,710,1
