tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,3580888143,Laura Cifuentes,09051986,84,5,94,98,6,1,5,0,0,1,1,109,1
EIS,7309724400,Melissa Perez,04022003,42,34,23,69,2,1,3,0,0,1,0,818,1
CC REN,8750641347,Juan Martínez,03081926,30,25,45,23,3,1,3,0,1,1,1,871,1
NUIP,6983101971,Sofía Perez,12081935,51,45,79,25,1,0,5,1,1,0,1,785,1
CC REN,7202255889,María Castaneda,26021997,38,12,47,90,1,1,6,1,1,1,0,574,1
CC REN,4887594709,David Hernández,16061925,78,83,59,17,1,1,3,1,1,1,1,179,1
AFIS,0833288964,Marcela Perez,12021926,11,32,37,79,4,0,2,1,1,1,1,403,1
TI DUP,3317769225,Melissa Castaneda,13051941,14,22,87,35,6,0,4,0,1,1,0,848,1
ANI,6915497073,Carlos Cartagena,12041971,81,96,77,59,4,1,3,0,0,0,1,424,0
SIC,3627983987,Marcela Murillo,03061924,45,91,41,14,5,0,4,0,0,0,1,791,1
TI PV,7314450704,Manuela González,22091922,94,57,38,6,2,1,5,1,0,1,1,453,1
ABIS,2198490335,Laura García,24021980,73,54,96,95,6,1,6,0,0,1,1,724,0
DCU,9349025005,David Martínez,06071945,12,84,57,52,1,0,6,1,0,1,0,779,1
EIS,2934684746,Sofía Murillo,10031959,60,14,36,23,2,0,6,0,1,0,0,488,0
ANI,5492662345,María Rodríguez,03031942,97,21,41,61,3,0,2,1,1,1,1,843,0
HLED-WEB,5297660710,Daniela Perez,19071989,45,8,99,2,5,1,1,1,1,0,0,396,0
SITAC,4808084588,Manuela Hernández,10011934,37,92,1,71,2,1,2,1,1,1,0,161,0
CC DIG,9181636937,Sofía López,14041996,56,16,52,34,2,0,6,0,0,0,0,240,1
ANI,4762953910,Manuela González,11091931,76,44,61,48,6,1,5,1,1,0,0,107,1
TI PV,2881059845,Juan Perez,22021928,16,43,70,59,5,1,5,0,1,1,0,422,1
TI PV,5762951981,David López,06071974,51,76,95,11,4,1,6,1,1,1,1,792,1
EIS,2936375063,Juan Hurtado,14071986,36,82,38,76,3,1,3,1,0,1,1,883,1
NUIP,6995982729,David Perez,22091954,89,54,36,36,3,1,3,1,1,0,1,349,0
HLED-WEB,8474066676,Ana González,20081946,9,36,4,22,6,0,1,1,0,1,0,336,0
CC REC,9370092511,Laura Hernández,07071983,64,82,74,69,1,1,6,1,1,1,0,199,0
EIS,8492219914,Daniela Castaneda,28071989,62,32,23,21,1,1,6,0,1,0,1,832,1
CC REC,4294829147,Luis Cartagena,24022006,8,38,47,56,5,1,2,0,0,0,1,549,0
SIC,5884247153,Carlos Hurtado,17121938,69,73,79,63,6,0,6,0,0,1,1,69,1
TI DUP,4956155084,Laura Hurtado,08061977,34,54,39,31,4,0,1,1,0,1,1,202,1
