tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
NUIP,6106800343,David Perez,23101968,42,57,27,31,4,0,5,0,1,1,1,575,0
AFIS,7088383742,Melissa Hurtado,16011974,64,36,36,2,1,0,2,0,1,1,1,926,1
TI,2829053211,Sofía Cartagena,11121950,5,28,53,98,6,0,6,1,0,0,1,969,1
NUIP,5803118064,David Perez,26091977,100,17,71,30,6,0,3,0,1,0,0,367,1
MTR,9071101702,Marcela Murillo,28062004,5,11,17,45,5,0,5,1,1,1,0,408,1
ANI,7988911903,David Perez,16061925,7,34,77,90,3,0,5,1,0,1,1,324,1
HLED-WEB,2352209926,Ana López,22091944,78,89,63,35,6,1,5,1,0,0,0,388,1
CC,2787002675,Sofía García,08091990,59,96,55,4,3,1,3,0,0,1,1,538,0
TI PV,3058450887,Miguel Hurtado,22041994,19,94,85,95,3,1,2,1,0,1,0,333,0
TI PV,3344897951,David García,11031983,9,58,93,33,1,1,2,0,0,1,1,393,0
TI PV,5678827261,Marcela García,05052023,6,89,20,98,4,1,6,1,1,0,0,534,0
CC REN,4214878667,Carlos Murillo,18122002,20,44,82,7,6,0,4,0,0,0,0,74,0
TI PV,9071500737,Daniela González,14021984,55,11,16,68,4,1,2,1,0,1,1,575,1
EIS,7253837766,Carlos Martínez,04091933,86,28,7,43,4,1,3,0,1,0,0,544,0
TI PV,0603156511,Manuela Martínez,03091978,41,99,71,42,6,1,1,1,0,0,0,620,0
DCU,0835416316,Manuela Hurtado,12051970,1,39,88,50,1,0,2,1,1,0,0,864,0
CC REC,4660879633,Luis Cifuentes,08102001,55,84,4,78,6,0,6,0,1,0,1,677,1
SIC,4313506903,Manuela Hernández,10052006,72,74,99,63,3,0,5,0,1,0,1,307,0
HLED-WEB,4657189455,Marcela García,19021940,37,55,72,87,4,1,2,1,1,0,0,844,0
NIP,4806264273,Daniela García,18021985,9,88,96,12,6,1,2,0,1,1,1,916,0
CC DUP,0556244513,Gabriela González,19081965,22,5,82,69,6,1,2,1,0,1,1,586,1
CCT,4853785499,Carlos Martínez,23101948,23,56,9,20,5,1,1,1,1,0,0,592,0
TI DUP,0323586546,Ana Perez,09011981,60,21,26,98,6,0,3,1,1,0,1,502,1
CC PV,1995755625,Marcela Rodríguez,06071969,5,90,9,38,6,1,6,1,0,0,0,828,0
AFIS,9495072668,Manuela Cifuentes,14031924,99,18,40,28,6,1,4,0,1,1,1,901,1
CC REC,3495516465,Luis Cifuentes,18021948,96,46,41,32,2,1,6,1,1,0,1,977,0
CCT,5538018433,Gabriela Hurtado,24051931,69,38,26,44,1,0,1,0,0,0,1,924,1
CC PV,1777408354,Miguel Hernández,21071990,17,17,37,86,6,0,6,1,1,1,1,862,0
CC DUP,1897453218,Sofía Hernández,24091924,39,78,72,92,1,0,5,0,1,0,0,770,1
SIC,0576890445,Miguel Cifuentes,05111978,2,14,93,21,2,1,6,0,1,1,1,387,1
DCU,3609074594,Miguel Castaneda,17121919,79,67,80,91,2,0,4,0,0,1,0,943,1
TI REC,2299108127,Gabriela Rodríguez,26111957,84,58,12,20,4,1,3,0,0,0,0,862,1
CC REN,6074734004,Marcela Cifuentes,15041944,76,71,99,43,6,1,5,1,0,1,1,651,1
HLED-WEB,3578945197,Manuela Hurtado,10061955,32,85,65,11,6,0,2,1,0,0,1,922,1
CC PV,5770759860,Juan Cifuentes,15101966,3,65,87,69,3,1,4,1,0,0,1,39,0
HLED-WEB,8551648155,Carlos Castaneda,20091998,34,13,94,79,5,1,4,0,1,0,0,835,1
MTR,7433636179,Laura Castaneda,05081961,81,59,45,23,1,0,6,1,0,1,0,162,1
NUIP,6359171595,Ana Cartagena,18041950,84,62,58,82,3,1,6,0,0,1,0,115,1
MTR,9942409744,Laura Castaneda,22041977,61,90,51,98,4,1,2,0,0,0,1,927,0
TI DUP,3159509719,Ana Perez,27111998,93,62,2,100,4,1,1,0,0,0,1,427,0
MTR,9640198551,Laura Hurtado,16111941,58,82,79,88,4,1,1,1,1,1,0,46,0
EIS,4379294044,Laura García,08082000,60,21,58,24,3,0,6,0,1,1,1,248,0
NIP,2975549038,Melissa Castaneda,13101989,84,31,51,5,4,1,5,0,1,0,0,435,1
HLED-WEB,5211127861,David Castaneda,10021935,27,12,23,34,3,1,6,0,0,1,0,118,1
HLED-WEB,8308499973,Juan Murillo,01082002,29,50,39,60,2,0,6,1,1,1,0,319,0
NIP,9749480576,David García,04082008,40,51,67,85,2,1,3,0,1,1,0,882,0
CC PV,8394132515,Daniela Perez,12111933,96,98,94,87,6,1,4,0,0,0,1,1000,1
AFIS,4480802457,Luis González,17021971,18,53,69,18,1,0,6,1,0,0,1,87,0
CCT,2417523190,Miguel Cartagena,21121924,87,28,92,43,1,1,4,1,0,1,1,432,1
DCU,2331311622,Miguel Castaneda,01021957,31,32,23,59,3,0,1,1,1,0,1,199,0
SIC,8075592427,Carlos López,03051941,30,3,53,40,3,0,6,0,0,0,0,511,0
TI REN,5095082374,Sofía Hernández,22071970,100,82,50,12,3,0,5,0,1,1,0,686,1
HLED-WEB,6836264603,Ana Murillo,28011969,81,96,33,7,5,0,3,0,1,1,1,329,0
CC DIG,3380291455,Marcela Murillo,24071942,24,90,16,25,1,1,2,1,1,1,0,516,0
DCU,7935529317,Carlos Perez,21061966,11,3,75,75,3,1,4,1,1,1,0,189,1
SITAC,2971646289,Luis Castaneda,14101987,74,44,30,4,2,0,1,0,1,0,1,954,1
CC REC,2582774348,María Hurtado,26121947,2,97,20,39,2,0,6,0,1,0,1,438,1
TI,9877536154,María Perez,19121942,54,89,82,14,3,1,4,0,0,0,0,30,0
NIP,0189654434,David Hurtado,13011986,94,72,2,46,2,0,5,1,0,1,1,130,0
AFIS,3715803890,Juan Murillo,09061977,29,34,25,22,2,1,1,1,1,0,1,555,0
NIP,9217309199,Gabriela González,11062003,30,4,21,67,5,0,1,0,1,0,1,456,1
EIS,1742062308,Daniela Murillo,22021938,40,60,99,6,6,0,5,0,0,1,1,314,1
CC DUP,6126920442,Ana Perez,24121950,19,84,42,87,1,1,1,0,0,1,1,323,0
EIS,8135163942,Luis Hurtado,18071947,82,82,88,36,5,0,6,0,0,0,1,237,0
TI PV,9209200749,Daniela Murillo,26021944,34,27,57,62,2,1,2,0,0,0,1,150,1
CC DUP,7188905499,Luis Perez,27011969,87,2,70,45,1,0,2,0,0,1,1,739,1
NUIP,8632190500,María Martínez,24021989,40,29,33,73,5,0,5,1,0,1,1,335,0
MTR,9569433447,Melissa Murillo,02051985,36,19,43,61,6,0,4,1,0,0,0,560,1
EIS,1904868798,Carlos Castaneda,07011976,40,98,33,25,1,0,3,0,1,0,1,863,1
NUIP,6953332891,Daniela Cartagena,03121984,93,51,8,80,5,0,1,1,1,0,1,594,0
CC REN,5449238591,Marcela González,12091916,12,82,65,26,2,1,6,1,1,0,0,51,1
ANI,5260755082,Daniela Castaneda,01121927,2,93,38,4,5,0,4,0,1,1,0,523,0
SITAC,5136728450,Marcela Hurtado,27041945,71,49,71,9,2,0,2,1,1,0,0,944,1
SIC,2332192012,Marcela Hurtado,25121989,19,50,39,4,6,1,6,0,0,1,1,264,0
MTR,8973888322,Melissa López,16021989,84,21,9,26,2,1,4,1,0,1,1,411,1
NIP,9137491520,Luis Rodríguez,07081986,14,59,63,91,6,0,2,0,1,1,1,832,0
EIS,4390470914,Melissa González,22072003,90,36,71,61,2,1,2,1,0,0,1,405,1
TI REN,6035614696,Manuela Cifuentes,12101929,47,27,13,3,3,1,1,0,1,0,0,649,1
AFIS,2710165771,Ana González,09081972,90,93,71,74,6,0,6,0,1,0,0,318,0
ANI,6297287313,Melissa López,25091998,24,81,45,59,4,1,5,1,1,0,0,787,0
AFIS,9659650953,Daniela Rodríguez,04011985,9,41,84,57,3,1,1,1,1,0,1,413,1
EIS,2454602965,Juan Murillo,25071988,12,97,58,34,2,1,6,1,1,0,1,891,0
CC REC,0808363746,María Rodríguez,06092006,25,47,16,36,5,1,5,1,0,0,0,940,1
SIC,1874400133,David García,24021980,21,58,7,77,4,1,1,0,0,1,1,403,1
MTR,1755766021,Melissa Martínez,04071947,24,52,90,23,2,0,2,0,1,1,0,46,0
HLED-WEB,6871278978,Ana Hernández,10071945,79,34,54,78,4,1,5,1,0,1,1,779,0
TI,0207772174,María Perez,06031976,3,97,23,27,6,0,4,1,0,0,0,767,0
CC PV,9053925862,Miguel García,27071942,81,26,19,66,3,1,2,1,1,1,1,746,0
ANI,5034422366,María Murillo,17022007,85,10,49,47,6,1,3,1,0,0,0,826,0
TI,7621714734,Ana Murillo,02111971,55,60,74,6,3,0,1,0,0,1,0,359,1
MTR,4391664122,Miguel González,27041987,18,75,64,70,1,1,5,1,0,0,1,476,0
TI,9469622428,Sofía Hurtado,24121995,24,57,53,61,5,0,1,1,1,0,1,8,1
SITAC,1132385480,Ana López,03121968,39,92,65,1,5,0,3,1,0,0,1,694,0
CC,4061276825,Sofía Castaneda,21051955,45,77,9,33,6,1,2,0,0,0,0,182,0
AFIS,8544847233,Juan González,03041938,29,10,29,74,4,1,3,1,0,0,1,268,0
AFIS,8768073479,Marcela Castaneda,28051981,78,52,5,54,3,1,1,1,0,1,1,571,0
TI PV,3851937335,David Murillo,14021971,89,34,56,1,3,0,6,1,1,0,0,334,1
TI REN,1029672207,Daniela Hernández,21011973,3,60,35,18,6,0,5,1,0,1,0,477,0
SIC,6728327136,Miguel Hernández,15102001,27,14,90,49,5,1,4,1,0,1,0,260,1
