tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
NUIP,1746586846,Carlos García,06072013,32,49,85,90,5,1,2,1,1,0,1,592,0
CC REC,8676718546,Marcela Castaneda,05061975,79,18,45,54,2,1,4,1,1,0,0,601,1
EIS,1502190191,María Hernández,17041941,4,56,71,45,4,1,2,1,1,1,1,873,1
TI DUP,6537267961,Manuela Martínez,18091947,32,51,75,100,4,1,3,0,0,1,1,923,0
NIP,5580719335,Miguel García,01021969,62,93,77,70,6,1,4,0,0,0,1,156,0
ANI,5967093326,Marcela Hernández,04011951,36,85,75,60,1,1,4,0,1,1,1,794,1
EIS,3640767798,Juan Perez,08011962,17,26,72,100,2,0,5,0,0,0,1,338,0
EIS,1596130677,Juan Castaneda,28111964,84,40,31,9,5,0,1,0,1,1,0,640,0
TI DUP,3193030511,Gabriela Cartagena,06101970,63,75,53,59,1,1,2,0,0,0,0,937,0
CC PV,5907318744,Laura Cifuentes,12091961,17,12,49,34,1,1,5,0,1,0,1,465,1
ANI,4105573656,Manuela Cifuentes,21041942,100,3,93,34,2,1,4,1,0,1,0,25,0
CC REC,3581827935,Juan Rodríguez,18101977,26,66,83,62,1,1,6,1,0,1,0,706,1
CC PV,9077464198,Daniela Castaneda,15041936,38,20,70,17,1,1,1,0,0,1,1,901,1
MTR,0719963027,Laura Martínez,19011951,7,19,45,76,4,1,4,1,1,0,1,880,0
CC REC,4857185972,Juan Perez,15041952,84,11,22,51,3,1,6,1,1,0,1,153,0
SITAC,4259311490,Gabriela Rodríguez,14021996,54,16,7,54,2,0,6,1,1,0,0,300,0
TI REC,0786879084,Sofía Martínez,18061955,57,99,11,65,4,0,3,1,0,0,0,42,0
TI REN,5630230247,Gabriela López,18031934,41,64,32,34,4,1,4,1,0,1,1,531,1
SITAC,8481879468,Juan Cartagena,05041936,11,94,49,63,1,0,5,0,0,1,0,693,1
TI PV,9310014667,Laura García,10061975,5,39,99,40,2,1,5,0,1,1,0,6,0
ABIS,4852659137,Manuela Rodríguez,14042010,10,78,34,71,2,1,4,0,0,0,0,355,0
CC REC,5700512589,Daniela Martínez,06032004,67,57,50,76,3,1,5,0,0,1,1,19,0
TI PV,0235923587,Luis Cifuentes,14091930,57,7,45,48,3,1,1,0,0,0,1,989,1
TI,7936087875,Carlos Murillo,09081946,100,46,6,75,2,0,2,0,1,1,0,593,1
EIS,6288186501,Melissa Castaneda,10091947,12,65,1,93,1,1,1,0,1,0,1,417,1
CC REC,8870766597,Melissa Rodríguez,11061972,17,14,19,34,1,1,1,1,0,0,1,939,0
CC DIG,5146083937,Gabriela Hurtado,24021962,61,71,33,17,4,1,3,0,1,0,1,182,0
CC PV,7745134097,Miguel González,28071936,58,87,81,44,4,0,4,1,0,1,1,779,1
CC DUP,7626227226,Ana Hurtado,09032004,67,63,70,64,3,0,1,0,1,1,1,322,0
TI DUP,3074650132,Miguel Cartagena,15021975,87,1,95,86,5,0,6,0,1,0,0,229,0
CC DIG,6240287934,Manuela Hurtado,16041931,45,10,81,13,2,1,5,1,0,1,0,93,0
NUIP,6786064637,Marcela Hurtado,17031999,91,6,52,24,5,1,3,0,0,0,0,6,1
TI REC,2341945161,Miguel García,06041934,89,7,17,8,1,0,5,0,0,1,0,349,1
SITAC,1636947100,Melissa Cartagena,20121994,78,21,39,21,5,0,2,0,0,0,0,582,0
EIS,5398514600,Daniela Castaneda,15092006,69,88,45,8,1,1,4,0,0,0,0,928,1
TI REN,1873172372,Luis Cifuentes,17051993,98,5,45,33,1,0,4,0,1,1,1,74,1
AFIS,2382389096,Sofía López,09081985,1,64,44,61,1,1,6,0,1,1,0,452,0
TI PV,2336861489,Daniela Perez,07051981,66,61,87,33,5,0,5,1,0,1,0,732,1
CC DUP,3816158994,Ana Martínez,16071941,38,51,34,49,2,0,4,1,1,1,0,673,1
MTR,9050515750,Miguel Hurtado,03041983,46,94,86,57,3,0,1,1,0,0,1,490,1
TI PV,4434900443,David Hernández,10091988,18,94,41,100,2,0,5,0,1,0,0,599,1
SITAC,4495303540,David Martínez,21071947,78,69,29,76,6,0,2,1,1,1,0,929,1
CCT,1526107288,Laura González,07101997,53,79,94,2,1,1,2,1,0,0,1,608,1
TI PV,7726503207,Manuela Rodríguez,10041980,26,81,22,82,6,0,3,1,1,0,1,940,1
SITAC,3929027354,Juan Cartagena,12052001,46,43,8,100,2,1,4,0,0,1,1,497,0
NIP,0262314325,Marcela García,25081979,4,67,28,7,3,1,1,0,0,0,1,161,0
CC DIG,7838422045,David Rodríguez,28081986,60,7,48,20,4,0,3,0,1,1,1,28,0
TI REN,9174149964,Daniela Cifuentes,01092004,95,2,80,90,1,1,3,0,0,1,0,657,0
CC REN,6158444038,María Perez,07071947,26,73,56,95,2,1,2,0,1,1,1,714,1
SIC,7699737202,Carlos González,01051959,53,28,89,94,4,0,5,1,0,1,0,143,0
ANI,9497036745,María García,05102017,57,35,85,61,6,1,2,0,1,1,1,614,0
MTR,5536684475,Ana López,26041981,31,23,13,31,5,1,1,1,0,1,1,355,1
CCT,4120189317,María López,21101954,94,85,12,77,6,0,4,0,1,1,0,184,1
AFIS,6920866479,Ana Murillo,14051955,41,67,27,29,5,1,3,1,1,0,1,981,1
EIS,7782628050,Gabriela López,23071982,29,80,78,20,2,0,6,0,0,1,1,706,0
CC REN,0675528139,Juan García,14111948,69,47,20,96,2,1,1,1,1,0,0,166,0
ANI,5738121883,Miguel Cartagena,12071928,58,81,92,28,1,0,2,1,0,0,1,555,0
SITAC,9873989446,Gabriela Martínez,18081964,73,63,78,88,1,0,4,1,0,1,0,705,1
CC PV,2749503033,Gabriela González,12051993,24,21,82,44,2,1,6,1,0,0,1,227,1
CC DUP,4067361803,María Cartagena,08121929,99,30,100,73,5,0,5,1,1,1,1,958,0
HLED-WEB,9453026464,Carlos Cartagena,06062020,90,39,42,81,6,0,5,1,1,0,0,91,0
TI REC,6530346643,Ana López,20112004,69,33,84,79,5,1,1,0,0,0,1,428,1
TI REN,5010092987,Gabriela González,12112003,79,91,9,78,5,0,5,0,0,1,0,946,0
CC PV,5564049046,Gabriela Perez,20051953,47,85,29,76,1,0,5,0,0,1,0,519,1
CC PV,6576500488,Manuela García,16022005,71,27,7,83,6,1,5,1,0,0,1,697,0
ABIS,3852658758,María García,23071936,63,56,91,88,6,1,4,1,1,1,0,373,1
SITAC,2107855067,Melissa Murillo,21031987,72,84,43,94,2,0,6,0,1,0,1,539,0
CC DIG,7858657286,María Perez,11021939,86,63,68,62,3,1,5,1,1,0,1,507,0
NUIP,3487646420,Gabriela Murillo,24111933,15,81,55,26,1,1,1,0,0,1,0,503,0
CC REC,7864295838,Ana Cartagena,21111986,86,53,7,53,1,1,4,0,0,0,1,91,0
TI REC,8211762057,Ana López,20061936,34,88,99,97,2,0,2,0,1,0,0,933,1
TI PV,2359547938,Laura López,17111972,27,23,45,13,3,0,2,0,0,0,1,86,0
CC,8024501279,Gabriela Cifuentes,10061932,4,20,72,44,2,0,3,1,1,1,1,133,0
CC,3377339643,Laura García,04101950,40,44,76,96,2,1,5,0,1,0,1,873,1
CC REC,3386529293,María Cartagena,26091978,20,5,24,97,6,1,2,0,0,0,1,932,1
CCT,2279169770,Ana Rodríguez,24121931,85,9,10,81,2,1,3,1,0,1,0,557,0
TI PV,9969805120,Luis Perez,06041942,58,76,51,57,6,1,1,1,1,1,1,289,1
TI PV,4731834610,Gabriela Hurtado,23051939,9,17,35,79,5,0,1,0,0,0,1,851,1
CCT,3544802090,Gabriela Martínez,03122003,92,37,22,17,2,0,2,0,1,1,1,916,0
ANI,9930792417,Juan Perez,24031974,20,11,3,94,6,0,5,1,0,1,0,228,1
AFIS,6644724006,Gabriela López,13121904,18,87,57,60,4,0,3,1,0,1,0,978,0
CC PV,3306265204,Manuela Rodríguez,18091995,1,40,67,38,5,1,1,1,0,1,1,414,0
ABIS,5144714886,Luis Rodríguez,15091967,18,23,55,8,3,0,2,1,1,0,0,444,1
SITAC,5211168552,Manuela Cifuentes,16101993,86,13,73,44,2,1,2,1,1,0,0,805,1
DCU,0688074230,Ana Hernández,02101984,71,53,85,78,2,0,6,0,1,1,0,738,0
HLED-WEB,8570387997,Carlos Martínez,11112003,53,87,94,46,4,0,4,0,1,1,0,286,0
TI DUP,9001474333,Laura Cifuentes,11021941,71,99,52,93,2,0,1,1,0,0,0,133,1
ANI,4031811712,Sofía Martínez,23031943,46,20,97,59,4,0,2,0,0,0,0,93,1
TI REC,0755215084,Ana Murillo,08121929,59,100,28,66,3,0,6,1,1,0,1,597,0
TI REC,2903256124,Ana Castaneda,09092002,21,41,94,94,5,1,5,1,1,1,0,303,1
AFIS,8422306551,Miguel Cifuentes,27121989,88,99,71,37,6,1,6,0,0,1,1,790,1
CC REN,8027069421,Marcela Cifuentes,09051934,81,28,86,26,3,0,1,0,0,0,1,514,0
TI REC,9502803489,Ana Cartagena,02011940,36,30,50,19,1,1,5,1,0,1,0,979,0
