tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC DUP,8795384279,Carlos Hurtado,12021936,89,17,30,10,6,1,2,1,1,1,1,248,1
SITAC,7188852259,Gabriela Cartagena,13011980,1,47,38,85,1,0,4,1,1,0,1,882,1
NIP,3487915825,Luis Rodríguez,10031924,7,15,28,21,6,0,2,0,1,0,0,933,0
EIS,3188192636,María Cartagena,18021970,29,28,55,33,5,0,2,0,0,1,1,231,0
NIP,7653766391,Juan Castaneda,09011986,72,35,39,41,3,1,1,1,0,1,0,826,0
CC DIG,6227758496,Melissa Cifuentes,25011938,49,8,81,73,5,1,2,1,0,0,1,839,0
ABIS,5553031898,Sofía López,22051966,7,40,52,5,1,1,5,1,1,1,1,125,0
TI PV,3268259627,Daniela Hernández,24072008,49,10,51,45,6,0,2,1,1,1,0,771,0
TI,0721808580,Carlos Rodríguez,01021984,67,22,85,22,6,0,3,0,1,1,1,114,0
ANI,7826050774,Melissa Martínez,08061982,46,79,18,41,3,0,1,0,1,1,0,226,0
AFIS,6840229280,Carlos Cifuentes,10041934,9,7,17,20,4,1,6,1,0,0,0,890,0
SITAC,0068138299,Sofía García,15082001,91,54,72,38,4,1,4,0,1,1,0,58,1
CC REN,0628286981,Gabriela Perez,28061973,60,96,10,15,4,1,4,1,1,1,1,754,0
ABIS,2891634037,Daniela García,02041942,44,15,24,25,2,0,2,0,0,1,1,248,0
CC PV,3328345508,Marcela Martínez,04051956,24,95,88,64,5,0,3,0,0,1,1,898,1
NIP,2338709823,Sofía Hurtado,14111983,100,22,55,46,3,1,3,1,0,1,1,827,1
CC REC,9467769804,Laura Castaneda,20061932,44,99,21,73,2,1,2,1,1,1,0,279,0
MTR,1317176933,Juan López,10021977,100,13,70,6,5,1,4,1,0,0,0,978,1
TI REN,0636832921,Daniela García,03051940,23,2,62,53,5,1,2,1,1,1,0,961,0
HLED-WEB,7351115234,Melissa González,25111953,66,89,81,21,2,0,6,1,0,1,0,700,1
AFIS,0637165061,Marcela Cifuentes,21041969,37,61,70,100,3,1,1,0,0,1,1,551,1
TI PV,8490563454,Gabriela Hernández,27112001,38,24,29,54,4,0,1,0,0,1,0,66,1
CC PV,6762130468,Laura Hernández,07112007,88,19,48,37,3,0,4,0,1,1,1,671,1
SITAC,8085517432,Juan López,26031981,59,45,51,42,2,1,3,0,1,0,0,110,0
DCU,3008422425,David Hernández,03081980,11,76,36,20,1,1,1,1,0,0,1,907,0
SIC,5573050880,Marcela Cifuentes,25031941,67,95,2,58,1,1,2,0,1,0,1,298,1
SITAC,1889114548,Carlos González,19031963,78,24,67,32,2,1,2,0,0,1,1,17,1
TI,1620300809,Gabriela Rodríguez,21121958,5,20,36,76,5,1,5,1,1,1,1,577,1
CC DIG,1604011902,Miguel Cifuentes,25091975,7,99,66,49,2,0,1,1,1,1,1,671,0
TI REC,3369281233,Carlos Rodríguez,02072002,19,40,30,41,4,1,6,1,0,1,1,285,0
ANI,8050363851,David González,16052006,24,38,51,32,4,0,4,1,1,1,1,206,1
TI REC,6981029184,Daniela Martínez,01081937,91,68,76,74,2,0,3,0,0,0,0,384,1
NUIP,0032941443,Marcela López,11121927,15,73,81,75,4,1,5,1,0,0,1,699,0
ABIS,9788008506,Marcela García,05061973,15,29,45,52,1,1,4,0,1,1,1,382,1
CC,6099955932,Miguel Perez,03041928,80,33,66,83,6,1,4,1,0,1,1,252,1
CC DUP,5882752901,Sofía García,17071924,92,88,67,4,2,0,1,0,0,0,0,878,1
ANI,4633210938,Juan Cartagena,18041939,65,62,57,64,1,1,3,1,0,1,0,981,0
DCU,0775965965,Juan Rodríguez,17061941,50,83,42,68,4,0,4,0,0,1,0,126,0
CC PV,3778670662,David Hurtado,03111995,64,100,82,8,3,1,6,1,0,0,0,695,0
