tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC REC,0094171397,Sofía Martínez,21061906,29,8,39,77,1,0,5,1,1,1,0,239,1
CC REC,2886270616,Luis Rodríguez,12041959,83,25,7,93,6,0,5,0,0,0,1,78,0
ABIS,4042085567,Melissa González,07031967,36,58,50,53,5,0,5,1,1,0,0,909,1
HLED-WEB,8347400857,Juan Hurtado,13072007,14,27,6,27,4,0,5,0,0,0,1,656,0
CC REC,9322137058,Melissa Cartagena,01031993,55,10,90,70,3,1,1,0,0,0,0,928,1
HLED-WEB,7267318270,Gabriela García,18091951,8,99,90,43,1,0,1,1,1,1,1,282,0
TI REC,5435083533,Daniela Cartagena,10021996,69,12,96,82,3,1,4,1,1,0,0,543,1
CC DUP,7968382908,Melissa Hernández,19042002,89,38,26,48,4,0,1,1,0,0,1,874,0
CC DIG,0810948613,Daniela Cifuentes,09041939,83,73,29,54,3,1,2,0,1,0,1,847,0
CC PV,0195421404,Juan Hernández,05082007,4,30,47,19,6,0,6,1,0,1,0,963,0
CC PV,8462317098,María Martínez,13011929,2,32,74,47,3,0,1,0,0,1,1,579,0
TI REC,8046957786,Carlos Castaneda,08061944,22,71,57,33,4,1,2,1,0,1,0,553,1
TI REC,3252900461,Sofía Castaneda,09031968,95,8,41,22,2,0,2,0,0,1,1,456,0
CC REC,5793383171,Ana González,06121935,71,48,89,7,6,0,4,1,0,0,1,798,0
NIP,7922885984,Daniela Hurtado,20081931,27,63,96,93,3,0,3,0,0,0,1,663,1
ABIS,5914018831,Ana Castaneda,05061938,51,53,73,1,6,0,5,0,0,1,0,173,1
ABIS,1312245495,Melissa Perez,27111928,85,57,4,40,6,0,5,0,1,0,0,717,1
SITAC,6186558076,Luis Cartagena,12041939,46,15,41,75,4,0,3,0,1,1,1,435,1
DCU,5433945976,María Castaneda,19021994,98,96,63,18,5,0,1,1,1,0,0,837,0
ANI,9695775510,Juan Rodríguez,11051991,97,37,83,78,5,1,2,0,0,0,1,875,0
NUIP,9441276684,Gabriela García,21042005,82,25,62,35,2,0,5,0,0,0,1,286,0
TI,5049533779,Marcela Rodríguez,13051949,60,38,77,47,2,1,1,0,1,0,0,268,1
CCT,5888276704,Laura Cifuentes,20031938,74,49,49,17,2,1,6,0,0,0,1,735,1
TI REN,8842896741,Daniela Martínez,11111928,94,65,42,21,6,1,2,0,0,0,1,621,0
TI DUP,2106826837,Carlos Perez,05061936,71,50,62,56,5,0,2,1,1,0,0,100,1
TI PV,8000258056,Juan Rodríguez,14121999,69,26,61,78,3,1,3,1,1,0,1,997,1
TI DUP,4697642686,Carlos Castaneda,21091962,21,21,75,96,1,0,6,0,0,0,1,906,0
NIP,3904291975,Manuela Rodríguez,02101985,94,94,69,68,1,0,6,0,0,0,1,379,1
NUIP,1613381196,Ana Perez,02081951,49,96,17,19,1,0,3,0,1,1,1,114,0
MTR,0239913431,Melissa Martínez,23051943,37,47,91,6,5,0,3,0,1,1,1,902,1
CC REC,7660699825,Marcela López,24081910,10,11,36,24,1,1,5,0,1,1,1,781,0
SITAC,0051658480,Gabriela Martínez,26022008,2,6,2,18,5,0,1,1,1,0,0,670,0
CC,3294015182,Laura Martínez,07011924,25,62,67,25,5,0,2,1,0,0,0,25,0
CC PV,8163337650,Juan Perez,18042001,46,7,21,65,6,0,5,0,0,0,0,556,0
ANI,4510583366,Manuela Cifuentes,18021971,61,39,14,4,2,0,3,0,0,0,1,197,1
TI,4544753569,Carlos Perez,28091960,24,33,28,15,6,0,1,1,1,0,0,180,1
NUIP,0103847671,Melissa Rodríguez,14101963,86,59,13,13,5,0,2,1,0,1,1,558,0
TI PV,9295939580,Gabriela García,23091978,6,34,66,75,6,0,6,1,1,0,1,280,1
DCU,8620209659,Marcela Perez,04061956,22,83,12,3,3,1,4,1,0,1,1,86,1
TI,5864850817,Juan Murillo,25071956,42,42,9,83,6,0,2,0,0,0,0,342,0
AFIS,7606423965,Miguel García,15071982,70,33,7,33,1,0,3,1,1,1,0,322,0
DCU,9159942668,Melissa Hernández,14082001,48,42,18,80,2,0,4,1,1,1,1,830,1
SITAC,4048629921,David Cifuentes,13011949,46,90,81,92,6,1,1,0,1,0,0,928,1
ABIS,4698634897,David Cartagena,16121957,82,3,30,59,1,0,2,1,0,0,0,598,1
CC PV,6678364088,Juan Cartagena,15111998,80,97,69,52,6,0,1,1,0,1,0,286,0
CCT,8314952954,Laura Perez,15021931,91,86,44,10,5,0,1,0,0,1,1,687,1
TI DUP,5718113823,Juan García,25122004,86,25,4,52,1,1,6,0,1,0,1,988,0
