tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC DIG,0400072451,Sofía Hurtado,16021971,16,52,47,12,4,1,4,0,0,1,0,946,1
EIS,6408358881,David Martínez,25021952,13,87,1,49,4,1,1,1,0,1,0,813,1
TI DUP,4450578256,Luis Perez,03021954,88,42,20,90,4,1,3,1,0,0,0,590,0
CC DUP,2116736685,Gabriela Hernández,24012006,100,35,93,9,2,1,4,1,1,0,1,686,0
NUIP,3437082797,Marcela Martínez,01121974,84,67,62,10,3,0,2,0,0,1,1,679,1
CC REN,2732389193,Laura Rodríguez,22111947,35,12,76,28,5,1,1,0,1,1,1,989,1
SITAC,6527440719,Sofía Martínez,19022008,91,99,66,37,6,0,5,0,0,1,0,551,0
CC REN,1168224447,Melissa Hurtado,15121939,26,27,48,88,6,0,1,0,1,0,0,72,0
SIC,3619325314,Carlos Cartagena,21061987,75,39,69,12,5,1,4,0,0,0,1,92,0
NUIP,9272321702,Gabriela Perez,04061962,12,79,97,49,4,0,6,1,0,0,0,229,1
CCT,5238228274,Carlos Hernández,22091966,100,78,35,4,4,0,3,1,1,1,0,334,1
ANI,1472257064,David Hurtado,25091957,51,16,57,62,2,0,5,0,0,1,1,641,0
TI,4809479942,Laura López,25102007,77,80,15,43,5,1,2,0,0,0,1,833,0
NUIP,6228874252,Melissa Perez,23031963,47,66,84,11,4,1,5,0,0,1,0,777,1
CC PV,0551865296,Daniela González,20111957,14,37,50,40,2,0,6,0,0,0,1,828,0
HLED-WEB,9660585860,Sofía Cifuentes,20081946,52,47,97,58,6,1,5,0,0,0,1,559,1
ANI,9175413163,Luis González,27111997,35,72,74,76,6,1,6,1,1,1,1,102,1
ANI,9032414915,Sofía Rodríguez,03111994,54,98,46,95,5,0,6,1,0,0,0,235,1
TI,3568527275,Manuela Cartagena,27121938,87,24,91,48,5,0,1,1,1,0,0,900,1
CC DUP,9390739263,Sofía Martínez,24011929,46,81,85,76,5,0,3,1,1,0,1,685,1
CC,5814465809,Sofía Rodríguez,24081918,84,88,62,71,2,1,3,0,0,1,0,779,1
SITAC,7206377245,David Perez,23101967,69,57,65,64,5,1,3,0,0,0,1,386,1
EIS,6774257254,Miguel Cifuentes,02061944,75,85,79,58,2,0,5,0,1,0,1,880,1
CC DIG,3217703079,Manuela González,06021937,18,38,14,72,5,0,2,0,1,1,1,93,1
