tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
AFIS,6856720810,Manuela Castaneda,15011905,8,10,58,15,4,1,6,0,1,1,0,262,0
SITAC,2951428737,Juan Castaneda,21031944,1,50,51,40,3,0,4,1,1,0,1,530,0
TI,6785788192,María Cifuentes,18081982,49,26,27,55,1,0,5,1,1,1,0,27,0
TI PV,9920217202,María Cifuentes,20041971,19,36,34,23,4,0,2,1,0,0,1,789,0
TI REN,1355920680,Ana Murillo,07011939,42,48,89,85,6,1,3,0,1,0,0,514,0
CC,8426142222,David Cartagena,17111943,68,90,61,8,2,1,4,0,1,1,1,615,1
CC,2902590214,Sofía Perez,19061954,8,22,100,74,4,1,5,1,0,1,1,581,0
DCU,2221748954,Daniela Hurtado,02011938,2,63,16,5,3,0,5,1,0,1,1,493,1
CC DUP,5841629263,María Martínez,03031955,73,80,11,30,5,1,1,0,1,1,1,571,0
ABIS,5435783138,Carlos García,05011954,99,41,38,64,5,1,4,0,0,0,0,611,1
ABIS,8101242786,Juan López,17011918,46,95,60,51,1,0,4,1,0,1,0,817,0
AFIS,2341118271,Laura Castaneda,26011928,72,1,63,81,4,0,2,0,0,1,1,689,1
DCU,6116548326,Gabriela Hurtado,24041924,65,5,13,82,6,1,1,1,0,1,0,416,1
DCU,1377151171,Sofía García,18082000,92,34,89,53,2,1,1,1,0,1,0,951,0
ABIS,1119582325,Melissa García,26081931,52,95,31,15,1,1,4,0,0,1,0,684,0
SITAC,3510895473,Juan García,02011932,20,61,17,31,5,1,1,1,0,1,1,505,0
CC,4734649352,Gabriela López,23121969,98,90,11,69,1,1,5,1,1,1,1,424,0
SIC,5676806309,Laura García,27041950,65,79,100,9,2,1,1,1,0,1,1,101,0
TI REC,7341049801,Marcela Rodríguez,01081988,28,66,75,50,5,0,4,1,1,1,0,122,1
NUIP,5988517462,Melissa Hurtado,18091988,20,100,59,19,5,1,3,0,1,0,0,991,1
CC,9667814580,Carlos López,15071990,40,35,58,8,6,1,3,0,0,1,0,831,1
MTR,7793857056,Melissa Hurtado,28061972,99,87,64,27,3,0,4,1,1,0,0,219,0
TI REN,8370196628,Luis Hernández,02041932,75,11,43,22,2,1,5,1,0,1,0,212,0
CC DIG,2288772729,Miguel Perez,25122001,1,59,66,81,6,1,6,1,0,1,1,284,0
TI REC,7662257314,Luis Cartagena,24071927,2,42,61,55,2,1,6,1,1,1,0,764,1
