tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,7276061488,Manuela Hurtado,09081976,97,26,32,34,5,0,1,0,0,1,0,723,0
TI REN,9885975799,Melissa Cartagena,03091928,24,1,42,79,3,1,3,0,0,1,1,142,1
CCT,1715661598,Marcela Castaneda,16041983,99,4,77,56,5,1,5,0,1,0,0,954,0
ANI,7781490135,Gabriela Hurtado,14071943,63,9,36,18,3,0,6,0,0,0,1,8,0
CCT,4927788407,Gabriela García,15071952,93,28,75,88,5,1,5,1,1,1,0,974,0
TI PV,2003637702,Manuela González,19091979,78,9,87,46,2,0,3,1,0,0,1,666,0
TI DUP,8913860191,Laura Hernández,01051926,61,18,7,92,2,1,2,0,0,0,1,177,1
CC,5606574395,Daniela Hernández,22051976,61,24,61,60,1,1,5,1,0,0,0,777,1
NIP,8940284959,Daniela Murillo,23042008,3,47,31,52,4,1,3,1,0,1,0,30,1
TI REN,4124284817,Luis López,03062008,90,76,60,34,2,0,6,1,1,1,0,984,1
SIC,5408858440,Gabriela Murillo,19061987,38,89,83,44,4,1,1,1,0,0,1,74,0
CC DIG,3791938964,Juan García,13101924,61,84,50,88,3,0,3,1,1,1,0,737,0
CC REC,7824020668,Melissa Castaneda,07111959,60,59,49,76,2,1,1,0,0,1,0,942,0
MTR,0046116008,Marcela García,18051939,72,15,92,13,2,1,5,0,0,0,0,146,0
MTR,0786769146,Laura Cartagena,26041952,77,88,25,83,6,1,1,0,0,0,1,8,0
CC,3370076025,Juan Martínez,25111968,95,15,73,83,3,0,6,0,0,0,1,70,1
ABIS,7617699801,Gabriela Cartagena,24031926,7,64,95,23,6,1,1,1,0,0,1,787,1
CC DUP,0303457484,Ana Cartagena,27082002,88,44,87,62,1,1,2,1,1,0,0,556,0
MTR,9079515083,Miguel Murillo,02071958,67,12,5,24,4,0,3,0,1,1,1,970,0
CC DIG,8566339284,Gabriela García,13102007,77,38,11,21,2,0,1,1,1,0,1,46,0
TI REC,3381412485,María García,16091909,10,51,74,87,4,0,1,0,0,1,0,677,1
CC PV,0259565953,Laura Castaneda,15101989,44,64,30,30,1,0,5,0,0,1,0,716,1
SIC,1722174927,Juan Cartagena,17051993,62,47,17,20,4,0,5,0,1,0,1,272,0
AFIS,4798849867,Laura Hurtado,11081958,6,53,86,29,5,0,4,0,0,1,0,465,1
CC,9025031657,Manuela Cifuentes,07061951,70,11,65,36,4,1,5,0,0,1,0,464,0
TI PV,2973273161,Melissa Hernández,16051975,53,88,38,70,3,0,4,0,1,1,0,831,0
CC DUP,2124791954,Manuela Cartagena,02111944,1,23,44,62,6,0,4,0,0,0,0,403,1
CC REN,8616776527,Sofía Cartagena,23011965,36,56,64,35,4,1,2,1,1,1,0,191,0
SITAC,9309475366,Miguel López,21051929,61,53,39,78,4,1,6,0,0,0,1,399,1
DCU,9162720072,Melissa Martínez,21081959,49,58,42,33,1,0,2,1,0,1,0,107,0
TI REC,8615484100,Gabriela Rodríguez,06111982,67,68,50,69,6,1,5,1,0,0,0,834,1
CC,4989951302,Gabriela García,10121934,45,55,41,69,1,0,2,1,0,1,0,426,0
HLED-WEB,6242713299,Luis Cartagena,23121950,10,40,37,55,2,1,5,1,0,0,0,751,1
NIP,9488972677,María Hernández,14111997,88,19,14,87,1,1,4,1,0,1,0,536,1
ANI,6053287011,Manuela Hurtado,06082009,97,44,80,5,6,0,2,1,0,0,0,805,0
EIS,6804951565,Daniela Perez,01041969,58,91,72,21,4,1,5,0,1,0,0,702,1
HLED-WEB,1473728311,Melissa Rodríguez,25111989,72,45,71,69,4,0,1,1,1,0,0,124,1
CCT,7186005615,Luis Cifuentes,21121934,24,8,63,84,2,0,2,1,1,1,1,897,1
NUIP,7996811768,María López,26011983,96,66,73,63,1,0,4,0,1,1,0,352,1
CC REC,0542794736,Luis López,16031977,61,54,22,63,2,1,5,1,0,1,1,405,0
SITAC,5699011176,Manuela Cartagena,08051965,85,47,19,20,2,1,2,1,0,1,0,827,0
DCU,3490071425,Sofía Castaneda,15111985,54,5,38,39,6,0,3,1,0,0,0,63,0
CC,2195171842,Miguel Castaneda,18011941,28,1,80,75,5,1,2,0,1,1,1,687,0
CC DIG,7793771666,Juan Castaneda,06091924,90,70,43,95,5,0,6,1,0,0,0,646,0
CC PV,7491256684,David Hurtado,27061977,91,64,16,87,6,0,3,0,0,0,1,795,1
SIC,9062090079,Melissa Murillo,05061936,47,54,70,59,1,1,6,0,0,1,1,678,0
NUIP,0276180919,Ana Hernández,22011944,91,11,21,88,3,1,5,1,1,1,0,304,0
CCT,8997994783,Miguel Martínez,16081988,85,63,66,18,6,1,6,0,1,0,0,548,0
NIP,8396142279,Marcela Hernández,01111947,53,73,8,6,3,1,3,0,1,0,1,528,0
TI REC,6873609633,Melissa González,15041928,24,61,21,96,4,1,4,1,0,1,0,944,1
ANI,9629934974,Marcela García,28111944,98,69,22,15,5,0,4,1,0,1,0,817,1
HLED-WEB,9381713329,David López,14041999,27,46,88,38,1,1,3,0,1,1,0,763,1
TI REN,3350569031,Luis Castaneda,28091990,95,15,78,64,2,1,2,1,0,0,0,406,0
ANI,8300091771,David Castaneda,11021971,78,29,22,44,4,0,2,0,1,0,1,823,1
TI,0197008311,Laura Murillo,06111991,65,38,58,32,4,1,5,0,0,0,0,191,1
NIP,9901298857,María Cifuentes,23101937,27,78,77,21,4,1,4,0,1,1,1,238,0
NUIP,4590086121,Ana Rodríguez,12111990,71,30,100,51,1,1,4,0,1,0,0,398,1
NIP,5749376661,Sofía Martínez,19011948,65,53,53,84,2,0,3,1,1,0,0,296,1
TI REC,2129708228,David García,22041990,10,72,17,87,5,1,3,0,1,0,1,208,1
CC REC,7377803909,David Hurtado,13061966,63,21,8,23,3,0,6,1,0,0,1,846,0
CC DIG,8856672798,Miguel Hurtado,10032010,96,30,89,70,2,0,6,0,1,0,0,25,1
CCT,5491717638,Miguel García,16061941,84,9,60,97,3,1,4,1,0,0,0,409,0
