tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
NUIP,6585801695,Luis Cartagena,05061925,1,95,53,13,4,0,3,0,1,1,0,548,1
TI,0649359875,Ana Hernández,21011995,91,61,74,36,3,1,2,0,1,1,0,944,0
HLED-WEB,3716537463,David López,08041990,59,61,49,39,2,0,1,0,1,0,0,953,1
TI,5127770418,Ana Cifuentes,09082002,34,97,4,100,6,0,1,1,1,1,1,828,0
ABIS,2643771786,María Rodríguez,02121931,91,90,90,4,5,1,1,0,0,0,1,666,0
TI REC,2412237541,Daniela Cartagena,23101959,86,33,86,96,5,0,6,0,1,1,0,774,1
TI DUP,8950648856,Luis Castaneda,16101956,65,67,39,67,5,0,1,1,1,0,1,667,0
CC DUP,3010220828,Ana Cifuentes,19042008,57,54,74,74,3,1,5,0,0,1,0,322,1
AFIS,0443035241,Melissa González,15081928,64,100,35,18,6,0,1,0,1,1,0,615,0
CC REN,5926656473,Gabriela Hernández,19121945,96,57,61,68,4,0,3,0,0,1,1,476,0
EIS,3458213923,Miguel Martínez,27031982,17,23,7,90,5,1,5,0,1,0,1,969,1
TI,0823923610,Carlos García,16062001,41,69,64,78,4,0,3,0,1,0,1,888,1
AFIS,0904779818,María López,09061978,70,99,91,8,5,0,3,0,1,0,0,383,1
NUIP,0664569334,Laura Castaneda,15112003,41,17,4,1,6,0,6,0,1,1,0,533,0
TI PV,6297442819,Daniela Murillo,05061930,36,6,74,65,5,0,6,0,1,1,1,209,1
NIP,2853550450,Miguel Murillo,22021990,75,69,62,51,5,0,1,1,0,0,1,339,1
CCT,2257756158,Miguel Perez,10021927,95,70,88,40,4,1,2,1,0,1,0,453,1
EIS,0991942289,Manuela Cartagena,21061966,56,88,31,48,6,1,3,1,1,1,0,466,0
TI DUP,0970030743,Ana García,28021944,7,41,53,47,2,1,4,1,0,1,1,999,0
DCU,9146864518,María González,06031993,42,13,36,42,6,0,4,0,0,1,0,389,0
TI,8389299306,María Rodríguez,21091962,99,11,13,33,6,0,2,1,1,1,1,435,1
CC,1130066411,Laura Hurtado,26092004,10,89,9,12,6,0,3,0,0,1,1,681,0
TI REN,3836470541,Luis Murillo,03031987,29,19,49,68,6,0,6,1,0,1,0,362,0
SIC,2984325778,Luis Hurtado,18022002,99,76,86,11,1,0,3,0,0,0,1,232,1
SIC,6683445088,María Perez,04051982,22,62,8,77,1,0,1,0,0,1,1,977,0
TI REN,5278032774,David González,13071972,53,82,45,7,3,1,2,0,1,1,0,736,0
SIC,0628464681,Miguel Hurtado,21031936,49,39,37,53,6,0,1,1,0,0,1,3,0
TI REC,7388446212,Laura López,03031978,6,88,55,59,2,1,5,1,0,0,0,428,1
CC DIG,2594047209,Ana García,01081987,13,34,64,98,4,1,3,0,0,1,1,383,0
TI PV,9923444992,María López,04061926,29,15,78,60,6,1,2,0,0,0,0,136,0
TI PV,8795661999,María Murillo,17071910,6,41,74,17,3,0,4,0,1,0,0,338,1
TI DUP,7139923188,Gabriela Martínez,28021971,80,63,97,15,6,1,6,0,1,1,1,617,1
CC REC,1041468989,Ana Hurtado,04061990,81,97,37,80,3,0,4,0,0,0,0,25,0
TI REC,4108332992,Melissa García,11091985,23,95,94,16,4,0,5,1,0,1,0,829,1
CC PV,4858175642,Carlos Hurtado,28041986,77,63,76,87,2,1,5,1,0,0,0,479,1
CC,9762958485,Laura García,11101950,1,87,20,66,1,0,2,1,1,1,0,632,1
TI,4284317998,Miguel Murillo,16111941,92,51,1,59,3,1,3,1,0,0,1,734,0
SIC,1259428907,Manuela Murillo,05091928,49,19,48,73,2,1,5,1,0,0,0,442,1
CC PV,4392446505,Sofía González,07072003,1,41,31,17,1,0,3,0,1,1,1,611,0
TI REC,4930821627,Daniela López,02012003,61,50,47,79,3,0,2,1,0,1,1,74,1
EIS,2394078939,Gabriela Perez,19041935,89,43,32,13,5,1,6,1,0,1,0,486,1
SITAC,6806319704,Carlos Hurtado,04082008,38,9,44,25,1,1,4,1,1,0,1,915,1
DCU,9311318494,Laura González,08021949,51,57,49,33,5,1,6,1,0,0,1,913,0
MTR,7915496275,María Rodríguez,11121955,95,46,21,49,1,1,2,0,0,1,0,923,0
SIC,8604491337,Miguel Cartagena,20051976,16,54,96,88,1,1,2,0,1,1,0,278,0
MTR,9729322109,Gabriela Rodríguez,07101939,3,89,32,96,3,0,4,1,1,0,0,947,1
TI REC,8498406959,Marcela Cartagena,24061996,66,62,32,83,3,1,5,1,1,1,0,757,0
CC REN,4807172305,Daniela Martínez,21101993,34,44,16,38,1,1,4,1,1,0,0,912,0
NIP,9891916136,Luis Hernández,08081988,15,73,26,90,5,1,2,0,0,1,1,688,0
ABIS,0285666305,Luis Murillo,22092000,78,62,8,1,1,1,5,1,1,0,0,685,0
CC REN,0909778403,David Rodríguez,03101980,27,7,13,39,3,1,4,1,1,0,1,431,0
AFIS,0935111213,Miguel Murillo,23082002,20,93,77,76,1,1,6,1,1,0,0,133,0
EIS,6374763013,David Cifuentes,09051962,57,62,37,10,1,0,3,0,0,0,0,412,0
NIP,4445453798,Gabriela Perez,02011943,2,75,23,99,4,0,5,0,0,1,0,240,1
TI PV,5324350608,Juan Murillo,09011979,86,61,79,18,5,0,2,1,0,1,1,444,1
NIP,3067032754,Sofía Hernández,03032007,68,55,84,23,2,1,4,0,0,1,1,27,0
DCU,4355452204,Marcela Hernández,01061953,24,34,85,55,2,1,3,1,0,1,1,717,1
TI REC,6481515415,Melissa Cifuentes,15021934,73,92,78,92,1,0,6,1,1,0,0,195,0
CCT,6615779757,Gabriela Murillo,25111976,99,33,94,36,4,1,3,1,0,0,0,801,1
