tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC REC,6622977591,Sofía Hurtado,15061945,83,95,12,98,6,1,5,0,0,0,0,895,1
AFIS,9895614693,Gabriela Murillo,12011931,26,27,70,52,6,1,1,0,0,0,1,435,1
CC,0755837590,Laura Cartagena,14061962,87,96,91,4,2,1,6,1,0,0,0,780,1
TI,8866086252,Daniela Hurtado,17011937,26,54,73,50,4,0,5,1,1,1,0,436,1
TI REN,1307053227,Marcela González,24112002,35,27,99,87,1,1,1,1,0,0,0,198,1
DCU,6898005258,Sofía Murillo,21081954,46,80,46,38,4,1,5,1,1,0,0,199,1
TI DUP,3647424387,Juan Cartagena,03052007,68,81,2,49,6,1,6,1,0,1,1,258,0
TI REN,5973986021,Marcela Cifuentes,28051964,76,7,97,30,4,1,3,0,1,0,0,880,0
ABIS,8588263814,Ana Martínez,06011973,85,71,56,85,1,1,6,0,0,1,0,890,1
CC PV,7618414466,Laura Hurtado,18071994,91,35,88,51,4,0,5,1,0,1,1,769,1
CC DUP,9081907937,Marcela Hurtado,04111927,92,93,57,86,1,1,4,0,1,1,0,584,1
NUIP,2824649358,Melissa Martínez,22061928,94,80,94,36,4,0,1,0,1,0,1,296,0
CCT,4932971507,David Hurtado,19021968,63,39,69,3,5,0,1,1,1,0,0,442,0
MTR,2552852400,Laura Hurtado,17011928,15,81,54,51,2,0,3,1,0,1,1,499,0
AFIS,6530943354,Gabriela Cartagena,25041998,22,29,88,8,4,0,1,0,1,1,1,287,1
DCU,9144114954,Daniela Murillo,15111940,82,93,60,1,4,0,4,0,0,1,0,184,0
CCT,8159567151,María Hurtado,10101978,11,58,40,7,4,1,2,0,0,0,0,681,1
DCU,9606159059,Marcela Hurtado,03091935,29,86,80,78,1,0,5,1,1,1,1,111,0
MTR,2675471783,Gabriela Hurtado,10061959,24,8,66,54,2,1,4,0,0,0,0,599,0
NIP,9161523816,Juan Castaneda,27071958,2,36,27,85,1,0,6,1,1,1,0,927,0
CC PV,6637560060,Carlos Hernández,02121949,29,15,60,40,4,0,1,1,1,0,0,755,0
CC,5422413011,Melissa Castaneda,20051931,3,73,3,4,6,1,1,1,1,0,0,786,0
CC,7147617790,David García,22121961,47,30,51,53,6,1,2,0,1,0,1,690,1
TI DUP,5148771502,Marcela Rodríguez,19031978,6,15,95,60,4,0,3,1,0,1,0,158,1
TI,9858715666,Manuela Castaneda,08052005,99,4,22,29,4,0,5,1,1,0,0,593,0
CC REN,9247901245,Miguel López,24051976,87,46,79,34,3,0,4,0,0,0,0,525,1
NIP,9669948439,Juan González,16041976,68,50,87,39,1,0,4,1,0,0,1,507,0
ANI,3463029253,Ana Hurtado,04051991,63,8,10,72,6,1,2,0,0,0,0,67,0
EIS,8435692224,Melissa González,22021981,13,58,23,63,1,1,1,0,0,0,1,709,0
CCT,8404764589,María Rodríguez,28041977,80,84,73,86,1,0,1,0,1,1,0,479,1
SITAC,8518130344,Daniela López,02041958,7,70,3,18,2,0,3,1,0,1,1,617,0
CC REN,2867772330,Gabriela Cartagena,06111985,71,70,50,72,1,1,1,1,0,0,0,84,0
HLED-WEB,4409112108,Juan García,22021927,64,31,54,98,5,1,6,0,0,1,1,586,1
AFIS,4463390983,Manuela Hernández,03021940,54,43,8,5,5,0,5,1,0,0,0,878,1
TI DUP,5814708878,David Rodríguez,19101930,7,11,95,97,1,0,4,0,0,0,0,370,1
MTR,6783143051,Sofía Cartagena,07101966,19,56,62,63,5,1,6,1,0,0,1,768,1
TI REN,4078900847,Luis Hurtado,04041989,76,4,44,86,2,0,2,0,0,0,0,243,1
NIP,0621399056,Melissa González,05031954,29,13,63,39,1,0,4,1,1,0,0,163,1
TI REC,9164391377,Marcela García,25082000,97,52,32,79,2,0,6,0,1,1,1,262,0
CC REN,3908167218,Gabriela Perez,09081938,12,65,17,57,3,0,1,0,1,1,1,265,0
CC REC,7712667131,Gabriela Murillo,24031994,46,70,20,36,1,1,2,1,0,0,0,862,1
HLED-WEB,6139941598,Ana Perez,18111930,66,9,10,44,1,1,2,0,1,0,0,748,1
CC DUP,4189937923,Gabriela García,11111933,1,49,99,68,6,1,2,1,1,1,0,818,1
CC REC,4101389161,Marcela González,22051950,99,76,75,88,4,1,2,1,1,1,1,421,1
TI REC,1211450916,Daniela López,16092008,100,40,9,43,5,1,5,1,0,0,1,406,0
CCT,6223570519,Marcela Hernández,01121930,19,56,13,53,6,0,1,0,1,0,0,964,0
HLED-WEB,1202327637,Marcela Castaneda,12011984,83,33,15,61,5,1,6,0,0,1,1,398,1
CC REN,7875783577,Sofía Cifuentes,14121926,44,42,4,92,4,0,6,0,0,0,0,67,1
ABIS,4518249693,Gabriela Castaneda,01062009,70,14,3,42,2,1,4,1,1,0,1,178,0
CC REN,2602708343,Manuela García,12011998,55,88,20,43,1,0,6,0,1,0,0,495,0
MTR,7207073046,Melissa Hernández,05111920,80,64,86,99,2,1,1,1,1,0,1,675,0
MTR,2658485026,David Rodríguez,19121958,95,70,25,84,3,1,3,1,1,0,0,714,1
AFIS,9895033184,Manuela Hurtado,25092003,98,26,61,29,5,1,6,1,0,0,0,165,1
MTR,3953539710,Gabriela García,19011941,48,48,96,26,1,0,4,1,0,0,1,505,1
DCU,8257952432,Daniela Rodríguez,11011928,36,48,38,96,4,1,5,1,0,0,0,604,1
EIS,2747081526,Marcela Rodríguez,13021954,3,30,96,33,1,0,4,0,1,0,0,76,0
TI DUP,1237059150,Gabriela Castaneda,22091951,60,97,21,37,2,0,2,1,1,0,0,883,0
