tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,5291148793,Sofía Martínez,08101948,17,22,51,16,6,1,2,1,0,1,0,372,1
CC REN,1594699290,Ana Perez,08041937,78,18,68,68,1,1,4,1,0,0,0,67,0
HLED-WEB,3887677761,Manuela Cifuentes,15101952,26,62,32,88,5,0,3,0,1,1,0,601,1
CC REN,6457152586,Manuela Martínez,11071975,35,87,41,71,5,0,1,1,0,1,1,312,0
TI REN,1387402169,Ana López,16051969,96,97,31,91,6,1,5,0,0,1,0,793,0
TI REN,8456094104,Sofía Martínez,15021969,78,90,2,88,5,0,1,1,0,0,1,582,0
CC PV,8310540427,Ana Cifuentes,01121935,63,70,69,71,3,0,6,0,1,1,0,334,0
TI DUP,5610060997,Melissa García,16011955,34,94,47,21,3,0,2,0,1,0,1,580,1
MTR,8566326170,Manuela Cifuentes,20061995,39,95,80,54,2,1,5,1,0,1,1,869,0
TI DUP,2052630295,Daniela González,21081993,35,50,15,30,2,1,5,0,1,1,0,538,0
DCU,7819541403,Daniela Castaneda,19041946,2,88,62,9,3,1,3,1,0,1,1,982,1
SITAC,7267693371,Daniela Hurtado,09011967,82,26,28,75,4,1,3,1,0,1,1,369,0
CC DIG,7468606101,Laura Hernández,12061925,5,51,85,66,2,1,2,1,1,0,0,373,1
DCU,9040629417,Carlos González,19021971,12,42,73,29,2,0,3,1,1,0,0,470,0
CC DIG,0915100437,Miguel Perez,27061968,98,93,35,6,3,0,4,1,0,0,0,73,1
TI DUP,0495257486,Juan Martínez,16031951,31,4,41,49,4,1,5,0,0,1,1,875,1
EIS,2926672078,Manuela Martínez,10011933,99,49,79,54,1,1,4,1,0,0,1,972,0
AFIS,5780558642,Juan Cartagena,18031965,35,25,86,54,2,1,1,1,1,0,0,302,0
NUIP,1382030768,Melissa González,09061953,65,67,64,83,2,0,6,1,0,0,1,777,1
NUIP,8822110694,Juan Castaneda,27121993,27,61,40,84,2,1,2,0,0,0,0,198,1
ANI,8774798184,Daniela Murillo,06092020,20,39,6,41,2,0,2,0,0,0,0,825,1
CCT,8808333343,Marcela García,25121951,44,34,27,35,5,1,2,1,1,1,0,751,1
ANI,9020326665,Ana Castaneda,16081949,64,21,88,16,3,0,5,1,1,1,0,415,1
AFIS,9143693717,Melissa Hernández,01101939,96,70,5,37,2,0,6,1,0,1,1,934,0
DCU,4643623621,Gabriela Murillo,07041970,93,47,92,33,2,0,6,1,1,1,1,125,1
MTR,0724272625,Laura Castaneda,15032000,36,50,98,8,6,0,5,0,1,0,0,1,0
CC,9165244894,Luis López,05081931,69,20,95,82,1,0,1,0,1,1,1,437,1
CC PV,1201940492,Sofía Martínez,23071985,51,48,30,14,1,0,5,0,0,0,1,500,1
MTR,6255544069,Melissa Cartagena,20102006,6,33,87,8,1,0,6,1,0,1,1,957,1
HLED-WEB,2652491838,Carlos Cartagena,18121981,12,15,75,65,3,0,3,0,1,1,0,254,0
SIC,9224316170,Sofía Hernández,04052008,80,68,72,16,5,1,6,0,0,0,1,367,1
TI DUP,9791900030,María Martínez,13011940,55,71,39,78,3,0,6,1,1,0,1,29,0
CC DIG,2125509253,Laura Rodríguez,01101944,83,28,4,11,6,1,1,0,0,1,1,16,0
AFIS,8967003990,Laura Hernández,27041933,21,11,15,27,5,0,5,0,0,0,1,448,0
CC DUP,5315079144,Luis García,27021934,21,27,93,36,1,0,2,0,0,1,0,259,0
ABIS,5686603457,Miguel García,13081957,3,99,72,1,2,1,3,0,1,1,1,948,1
NUIP,7743799696,David Murillo,19022005,39,18,5,84,1,0,3,1,0,0,1,110,0
TI REC,1675982054,Manuela Castaneda,09061951,82,9,10,66,4,0,1,1,0,1,0,904,1
DCU,1455202475,Marcela López,07031941,64,90,54,21,1,1,6,0,0,1,1,195,0
TI,7371121234,Marcela Cifuentes,03051942,16,26,84,54,5,1,2,0,0,0,1,935,1
DCU,9038781160,Marcela Cifuentes,16101947,19,17,68,87,3,0,6,0,0,1,0,958,1
DCU,5137590529,Sofía Cartagena,08101930,21,25,91,64,6,0,1,1,1,0,0,418,0
EIS,4739500933,Ana Hernández,09031952,8,21,49,36,2,0,2,1,1,1,0,635,1
ANI,8255994268,Ana Castaneda,20031939,7,82,39,92,2,0,1,1,0,0,1,702,0
TI REC,5726646370,Miguel Cartagena,11051927,21,74,50,78,2,0,2,1,1,1,1,618,0
NIP,9902969730,Laura López,07031946,10,56,22,59,3,1,3,1,0,1,0,677,0
TI REN,4375076094,Melissa Perez,22031926,98,60,79,68,1,0,2,0,1,0,1,67,1
CC DIG,9640433622,Ana Martínez,26122000,95,70,36,29,4,1,6,0,0,0,0,615,1
DCU,6933476451,Sofía Cartagena,06111972,79,49,66,71,5,1,6,0,0,0,1,449,1
TI,7403435593,Ana Hurtado,22122001,81,74,70,86,4,1,6,0,0,0,1,207,0
EIS,1353748855,Juan Perez,12072005,62,44,85,76,3,0,2,1,0,0,1,59,1
AFIS,1304072378,Marcela Cartagena,01051998,46,85,5,54,6,1,4,0,1,0,0,806,0
CCT,0692854327,Laura Hurtado,06071999,75,26,82,11,2,1,1,1,0,1,0,73,0
NIP,6309026734,María González,02081951,15,20,66,22,4,1,2,0,0,1,0,807,0
NIP,9358289554,Luis García,02051926,31,35,18,28,1,1,2,0,1,1,0,542,0
CC DIG,5471091572,Luis Cifuentes,10101971,94,30,36,69,6,1,3,1,0,1,1,505,1
ABIS,8751468220,Luis Castaneda,07021927,56,39,73,17,3,1,1,0,1,1,1,815,0
TI,5036514224,David Perez,19041942,73,83,75,13,3,0,6,1,0,0,0,923,1
AFIS,7308367053,Miguel Hurtado,15031955,36,46,41,27,1,0,1,0,1,0,0,862,0
NIP,9144769246,Daniela Perez,05011927,43,42,11,6,5,0,6,0,0,0,1,89,0
CC REN,4776425254,Ana Rodríguez,28021953,87,39,32,32,4,0,1,0,1,1,1,261,1
EIS,9283640493,Daniela García,11101966,81,71,95,11,4,0,1,1,0,0,1,17,1
CC DUP,4486211895,Melissa Martínez,11061982,11,77,8,40,5,1,4,0,1,1,1,682,0
ANI,4973643020,Juan Perez,04111997,21,89,8,24,5,0,4,1,1,1,1,683,1
CCT,1740066780,Juan Rodríguez,05121939,2,47,67,82,6,0,6,1,0,0,1,783,0
HLED-WEB,9598406700,Juan Cartagena,05121941,91,58,61,80,1,1,4,0,0,0,1,571,0
TI PV,8819630171,Ana Hernández,06011953,58,57,90,83,3,1,6,1,0,0,0,342,1
ANI,4333671333,Juan Rodríguez,12031946,69,43,68,60,3,1,6,0,0,0,1,414,0
TI,9507496886,Manuela Perez,09032006,86,16,92,47,5,0,6,1,0,0,1,122,1
DCU,9028334265,Miguel González,22111978,20,15,68,18,6,0,1,1,0,0,0,98,1
DCU,2014314118,Miguel Rodríguez,14041914,14,38,99,19,5,1,1,1,1,0,1,239,0
SIC,4928230902,Luis Hernández,09071933,56,24,14,86,4,1,6,0,1,0,0,286,1
EIS,7394263927,Juan Hernández,13091968,24,69,22,35,4,0,3,1,0,0,0,394,0
NUIP,1116685879,María Hurtado,05101994,2,78,82,28,5,1,4,0,0,1,1,516,1
ANI,7344887477,Laura Murillo,24021962,71,79,30,11,1,1,4,0,0,0,1,753,1
ANI,0546722817,Juan Hernández,06031978,76,91,87,68,3,1,3,1,1,1,0,703,1
CC REC,7732214744,Miguel Rodríguez,19061937,8,52,68,4,4,0,2,1,1,0,0,486,1
CC REN,6976058824,Marcela González,22071939,32,99,59,42,2,1,1,1,0,0,1,945,0
MTR,9271894044,David García,07032007,26,92,63,3,1,0,3,0,0,1,1,935,1
MTR,7824907995,Sofía Murillo,07081991,26,32,44,33,1,0,4,1,1,0,0,557,1
TI DUP,9789310712,Carlos Hurtado,11011967,82,56,69,90,1,0,6,0,0,0,1,619,0
HLED-WEB,4342437964,Marcela Rodríguez,08041967,31,31,83,36,2,1,3,0,0,0,1,929,0
NUIP,7503850117,David Hernández,25021936,66,35,84,89,3,0,3,0,0,1,0,615,1
MTR,3569713063,Carlos González,01061930,37,58,4,15,5,0,6,1,1,0,1,470,1
CC DUP,5998868793,Melissa Murillo,03082005,83,45,29,45,1,0,3,0,0,0,0,738,0
HLED-WEB,6773890322,Miguel Castaneda,19021948,82,9,46,70,4,1,1,1,1,0,1,81,1
CCT,6779216092,Gabriela López,19031932,88,4,5,77,5,0,4,0,1,0,0,936,0
CC DUP,8101206421,Laura Cartagena,05111962,25,91,42,71,1,0,2,1,0,1,1,914,0
EIS,0408481722,Luis Martínez,01121947,40,52,34,45,5,0,5,0,0,0,0,607,0
CC DUP,8285764219,David Rodríguez,14041941,15,93,86,65,6,0,2,1,1,1,1,571,1
ANI,3049796951,Sofía González,20121946,10,26,62,13,3,1,3,1,0,1,0,121,1
TI DUP,4917811943,Daniela Hurtado,18051947,60,27,67,62,2,1,5,0,0,0,0,194,0
CC DUP,1488702594,Gabriela Cartagena,08121924,11,45,97,41,1,1,4,0,1,0,1,607,0
CCT,9396632750,Manuela Rodríguez,10121948,41,90,46,55,3,0,3,0,1,0,0,668,1
TI REC,3940815305,Melissa López,26051986,30,2,65,30,3,1,2,0,0,0,1,184,1
NUIP,5487036951,Daniela Castaneda,14031996,27,20,53,48,1,0,4,0,1,0,1,197,0
TI,8052335147,Laura Castaneda,12111967,50,72,32,75,5,1,4,0,1,0,1,493,1
HLED-WEB,6019782754,Ana Castaneda,04091976,15,38,30,37,1,1,6,1,0,1,0,983,0
CC DIG,1476091373,Juan Cartagena,25051974,95,23,64,68,4,0,1,1,1,0,1,164,0
AFIS,5271920696,María Cartagena,19071964,85,91,35,8,1,0,6,1,0,0,1,434,1
