tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,6341170913,Carlos Perez,17101973,26,49,56,5,2,1,6,0,0,1,0,656,0
CC REC,3318460212,Gabriela López,28091997,30,58,19,10,2,1,5,1,1,1,1,165,1
NIP,9440305686,Juan Rodríguez,18021997,38,65,75,27,1,1,1,0,0,1,1,403,1
CCT,9551747511,Laura Cartagena,18092008,30,66,31,7,1,1,3,1,0,1,0,112,0
TI DUP,3151912816,Carlos Hernández,05091973,20,33,44,99,6,0,3,1,0,1,1,673,1
TI DUP,6637985355,Carlos Cartagena,28071992,48,64,12,20,5,0,6,0,0,0,1,953,0
CC PV,0605389766,Marcela Martínez,23051983,100,18,98,97,5,1,6,0,0,1,0,400,0
TI,1588232782,Manuela Hernández,15021981,27,89,64,19,1,1,5,1,0,1,0,162,1
CC REC,6717766307,David Martínez,12021952,84,64,62,55,2,0,6,0,1,0,1,631,0
SITAC,6606926268,Juan González,13121926,3,43,73,50,3,1,5,1,1,0,0,687,1
DCU,0783786897,Carlos García,22011978,6,70,11,57,2,0,1,0,0,0,1,918,1
DCU,6520746840,Daniela García,21112006,51,85,20,25,2,1,6,1,0,1,1,594,1
NUIP,2135256987,David Murillo,04011924,3,49,80,83,2,1,4,0,1,0,1,73,0
ANI,9617481813,María García,12061969,93,22,49,56,2,1,4,0,0,1,0,434,1
ANI,4785452698,Marcela Cartagena,17061963,76,48,50,21,2,0,3,1,0,1,1,137,1
TI,0589297208,Daniela González,24021989,49,20,99,51,2,1,3,1,1,1,1,987,1
TI PV,2642118499,Miguel Perez,28061938,23,77,58,4,2,0,5,1,1,0,1,447,1
NUIP,4168061737,Carlos Cifuentes,10051992,28,38,77,96,2,1,1,1,0,0,0,304,0
ABIS,3944119527,Daniela Martínez,14032003,28,62,12,65,5,1,3,0,1,1,1,698,1
AFIS,9648697892,Manuela Hurtado,10021952,12,38,75,53,3,0,5,1,1,1,0,10,1
SIC,1858134965,Manuela Rodríguez,02101970,53,30,80,93,6,0,1,1,0,0,1,600,1
CC REC,6238951316,David Martínez,18041953,11,29,3,52,3,1,2,0,1,1,0,8,0
NIP,7154031337,Daniela Murillo,27011969,33,79,37,37,3,1,5,1,0,0,0,957,1
DCU,4539253635,Marcela Cifuentes,25121997,11,17,45,7,6,1,4,0,0,1,1,250,0
CC DIG,6867272481,Daniela Murillo,26031924,23,35,45,78,3,0,2,1,0,0,1,581,1
AFIS,0582665342,Sofía Martínez,04011993,10,77,12,75,2,1,4,0,1,1,1,860,1
CC DUP,6119351853,Laura Rodríguez,12012000,53,33,66,70,3,1,6,0,1,0,1,51,1
TI PV,0849846031,María Hernández,17011977,98,40,24,59,5,0,1,1,1,0,1,742,1
TI PV,8127947949,Ana Castaneda,26051949,53,61,8,42,4,1,3,0,0,0,0,282,1
MTR,5093653742,Luis Murillo,18011976,88,44,64,50,5,1,6,1,1,0,0,529,1
CC,0118686087,Laura Cartagena,10011908,46,73,26,48,3,0,3,1,0,1,1,661,1
CC,0836342953,David Castaneda,19081996,59,56,52,89,3,1,1,0,1,0,0,800,0
TI REN,2843755482,Sofía Hurtado,11101927,68,98,26,19,5,0,4,1,1,0,1,468,0
TI,4686085969,Marcela Cartagena,20031926,40,53,76,15,1,1,6,1,0,1,1,610,0
CC DUP,7741767570,Carlos Rodríguez,17021999,4,29,35,94,3,0,6,1,1,1,0,967,0
TI DUP,0210864951,Carlos Rodríguez,04101950,55,24,39,29,1,0,6,0,1,1,1,16,1
NIP,7671319755,María Cartagena,09071936,98,35,91,74,5,1,3,1,1,1,1,819,1
DCU,3700000104,Juan González,23111945,61,4,49,48,1,0,1,0,1,0,0,116,0
AFIS,2114199040,Gabriela Murillo,11061980,8,30,21,54,4,1,5,1,1,0,0,909,1
CC DIG,0970984343,Gabriela Hurtado,21041985,98,60,19,90,3,0,4,1,0,0,1,288,1
CC DIG,5300091490,Miguel Murillo,08021941,57,97,50,90,3,0,3,1,1,1,1,101,0
CC REN,1883071539,Daniela González,19021955,36,15,57,43,6,0,1,0,1,1,0,492,0
CC REC,1297530274,Daniela Perez,08091991,54,92,30,68,2,1,5,1,1,1,1,588,0
AFIS,3888440816,David Perez,03011929,59,84,60,97,4,1,2,0,1,0,0,515,0
DCU,4954363970,Gabriela López,11081979,6,65,100,27,1,1,2,1,0,1,0,309,0
MTR,6311783043,Daniela Hurtado,02061971,1,1,95,7,4,1,6,1,0,1,0,932,0
NIP,2648638598,David García,10011985,57,2,82,86,2,0,3,0,1,0,1,688,0
DCU,6911033282,Manuela Rodríguez,17021998,85,18,36,57,3,1,2,0,1,1,0,757,0
HLED-WEB,8772254117,Marcela Cifuentes,22111984,54,49,74,1,1,1,5,0,1,0,0,703,0
SIC,4790859987,Melissa Cartagena,18091934,97,75,84,80,1,0,3,0,1,1,0,467,1
CC DIG,3255465870,Marcela Murillo,17071969,83,58,90,26,1,1,5,1,1,0,1,206,1
MTR,6676255858,Melissa González,22112006,48,90,85,2,4,0,3,1,0,0,1,245,0
CC REC,3250992526,Juan Hurtado,11041999,88,62,99,37,5,1,5,1,1,1,1,794,0
ANI,2507171695,Laura Perez,26081988,48,92,56,36,4,0,3,1,1,1,0,460,1
TI,4455578036,Carlos Hurtado,11111933,12,50,48,64,4,0,4,1,1,0,0,941,1
TI DUP,5937796687,María Perez,25071952,75,7,7,88,4,1,1,1,0,0,0,646,0
MTR,8750697474,Daniela Castaneda,26101947,23,100,20,40,4,0,4,0,0,0,0,313,1
SIC,4917114740,Sofía Rodríguez,21101965,42,30,46,100,6,0,5,1,0,0,0,734,1
CCT,3531125670,Manuela Hurtado,15121977,12,60,10,23,2,1,6,1,0,1,1,918,1
ABIS,4444378052,David Perez,27081978,94,31,15,53,6,1,3,1,1,0,0,540,1
NIP,5542841238,Gabriela Hernández,23071920,80,44,19,87,3,1,4,0,1,0,0,478,1
EIS,8525346142,Miguel Rodríguez,24051968,92,96,10,82,1,1,1,1,1,1,1,330,1
NIP,6262970283,Juan Cifuentes,16051924,97,62,51,83,2,1,3,0,0,0,1,333,0
CC DIG,2034265329,Melissa González,28091978,32,16,76,19,4,1,6,0,1,0,1,828,1
TI PV,2465225241,Luis Rodríguez,09051996,41,70,95,80,4,0,1,1,0,1,0,963,1
DCU,9536164197,Juan Castaneda,05061990,69,42,37,62,5,1,4,0,0,0,0,298,1
SITAC,7726728022,Miguel Hernández,05021963,29,86,91,17,6,0,2,0,0,1,0,771,0
AFIS,5474578032,Gabriela López,03051933,47,6,5,46,1,0,5,1,0,0,1,123,0
CC REC,3983566111,Ana García,13102008,59,11,67,100,4,1,2,0,0,1,0,54,1
CC REC,9396228674,María Cartagena,02081937,75,78,95,25,6,1,2,0,0,1,0,861,0
TI REN,7788598167,Melissa López,04101947,72,49,40,84,3,1,4,0,0,1,1,514,0
