tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC DUP,8450503827,Ana Hernández,07121989,61,43,84,5,3,0,3,0,1,1,1,613,0
TI REC,9413583667,Sofía Martínez,26111938,17,69,11,66,2,1,3,0,0,1,0,248,1
ANI,7350948344,Miguel Murillo,07091986,86,93,52,80,2,0,5,1,1,0,1,439,1
TI,9463667335,Carlos González,26051979,12,46,51,53,4,1,4,1,0,1,1,982,0
MTR,2769277821,Sofía González,20011968,16,7,86,98,4,0,4,1,0,0,0,246,1
CC DIG,0633203552,Laura Rodríguez,20101951,30,29,87,34,6,1,6,1,1,1,0,214,1
ANI,4254695153,Laura Perez,28081995,44,11,69,15,6,1,3,0,0,0,0,640,1
TI PV,7497592291,Carlos Cartagena,18082008,29,5,97,10,4,0,2,0,0,0,0,200,1
NUIP,9151479654,Manuela Rodríguez,19021979,49,18,77,96,1,0,2,0,0,0,1,900,1
TI PV,0262745087,Miguel Rodríguez,13111951,12,52,5,10,3,1,6,1,0,1,1,438,0
TI PV,9662767089,Laura González,22121925,42,30,89,13,6,0,1,0,1,1,1,169,0
DCU,2480249138,Juan Rodríguez,20091949,61,74,20,25,1,0,3,1,0,1,0,28,1
ABIS,6268261781,Carlos García,25081967,94,22,21,94,2,1,1,1,0,1,1,301,1
CC DUP,9693832001,Marcela Hurtado,05101928,16,83,30,61,2,0,4,0,1,0,1,602,1
TI,7491713082,Daniela Martínez,24091970,85,18,1,6,3,0,5,0,0,0,1,289,0
NIP,5591986723,Manuela Rodríguez,23091950,75,67,70,88,1,1,6,1,0,0,0,429,1
TI REN,7068489400,Juan Cifuentes,20121983,46,33,93,64,4,1,1,0,1,1,1,734,0
CC PV,6768466966,Luis Hernández,15011987,44,6,30,68,3,1,2,0,1,1,0,6,1
NIP,3968930863,Laura García,04052002,73,98,9,50,2,1,3,0,0,0,1,696,0
NUIP,9492569063,Luis Hurtado,13041977,68,64,43,51,2,1,1,0,0,0,1,601,0
HLED-WEB,1238275463,Melissa Martínez,16021934,41,93,98,1,6,1,1,0,1,0,1,153,0
AFIS,2475879582,Melissa Murillo,18011962,6,59,5,55,4,1,1,0,0,0,1,199,1
CC PV,1543058430,Luis Castaneda,13041931,80,61,33,11,2,0,3,0,1,1,0,677,0
EIS,0833039403,Marcela González,11122000,2,34,97,90,5,0,6,0,0,1,0,970,1
MTR,8736739137,Marcela Cifuentes,20051927,6,57,78,31,3,0,2,1,1,0,1,251,0
CC REN,1185552250,David García,12051943,76,45,42,45,5,0,6,1,1,0,0,245,0
CCT,1925345202,Miguel Hernández,08051957,84,33,37,11,6,1,5,1,0,0,0,561,1
SIC,1699833423,Laura Rodríguez,13101996,15,30,19,56,4,0,6,1,1,0,1,300,0
CC REC,1463530606,Gabriela García,25091945,13,65,19,18,5,1,4,0,1,1,1,858,0
TI DUP,2832661784,Gabriela López,09051978,22,10,94,12,1,1,1,1,1,1,1,20,0
NIP,6803999000,Laura López,26092011,61,34,40,38,6,1,4,0,1,1,0,415,0
CC DUP,3178317363,Manuela Hurtado,04061999,69,5,7,36,4,0,2,0,1,1,0,762,1
CCT,5648440371,Luis Hurtado,18011942,4,64,63,39,1,1,4,1,1,1,0,687,1
ANI,6991341569,Sofía Murillo,27061951,57,100,31,68,2,1,6,1,1,0,0,853,0
SIC,0899234948,Carlos Castaneda,10062001,100,47,53,47,5,0,5,0,1,0,0,643,1
TI REN,8279681668,Manuela Perez,14091971,22,65,44,83,2,1,6,0,0,0,0,3,1
CC DUP,3841454958,Luis Hernández,21071926,75,17,36,76,5,1,3,0,0,1,0,662,0
CCT,8467158515,Manuela González,08011991,25,79,72,50,3,1,3,0,1,0,1,474,1
AFIS,2404127464,María Hernández,17021939,6,52,10,43,4,1,4,1,1,0,0,533,0
CC DUP,8441771442,Manuela López,04091926,5,31,46,5,1,1,1,0,1,0,0,225,0
SITAC,8033451775,Sofía García,14062001,100,7,57,70,5,0,6,0,1,0,0,511,1
CCT,5251540601,Laura García,13051932,32,92,6,45,4,1,3,1,1,0,1,152,1
TI REN,1967831495,Gabriela Martínez,28062009,12,65,99,21,2,0,2,0,1,0,0,233,1
