tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,7806183247,María Rodríguez,10021905,8,58,85,85,6,1,3,0,0,1,0,855,0
EIS,9508045190,Sofía García,11041925,84,45,85,3,4,1,2,1,0,1,1,575,1
EIS,7689139431,Daniela Murillo,18031951,39,49,15,13,5,0,5,0,0,1,0,513,1
EIS,3434664980,David Perez,10101999,64,47,36,41,2,0,6,1,1,0,0,560,1
TI PV,6633492320,Miguel Rodríguez,24021981,22,59,14,74,2,1,1,0,1,0,0,379,0
AFIS,4602500082,Sofía Murillo,22071984,59,79,29,49,1,1,3,1,1,0,0,593,1
EIS,0036654670,Carlos Cartagena,19061926,68,39,29,20,1,1,3,0,0,1,1,436,0
CCT,7865731489,Gabriela García,12121972,9,82,56,20,6,0,2,1,1,0,0,113,0
DCU,1616650990,Melissa Rodríguez,25021938,53,80,18,63,5,0,1,0,0,1,1,114,1
AFIS,1841313682,David Hurtado,13071997,77,40,60,54,6,1,6,0,0,1,0,511,1
CCT,3009679312,Carlos Hurtado,11111908,26,27,74,5,5,0,6,0,0,1,1,36,0
CCT,9021209247,Juan Castaneda,12051927,37,14,61,82,2,1,5,0,1,0,1,919,1
HLED-WEB,9832979487,Laura Cartagena,16091990,66,3,72,16,4,0,3,1,1,1,1,953,0
ABIS,5553738713,Ana Murillo,07062001,96,60,93,67,4,1,6,0,1,1,1,741,0
ABIS,4168741530,David Martínez,10051972,91,18,23,3,5,0,1,0,0,0,0,910,1
CC DIG,5484630828,Juan Perez,20101959,62,24,64,98,3,1,2,0,1,1,1,834,0
NIP,6536097012,Miguel González,25071980,45,73,51,52,1,1,5,1,0,1,1,459,0
TI,1312869816,Juan García,08071957,36,3,18,17,1,0,4,1,0,0,0,711,1
ABIS,6221597967,Marcela Martínez,07021973,99,11,97,96,4,1,2,1,0,1,0,922,1
MTR,5330256684,Juan López,27031990,59,45,28,12,1,1,3,0,1,1,0,734,0
CC REN,2016370358,Laura López,18091963,76,63,44,36,4,0,1,1,0,0,0,865,0
CC,1657761979,Juan López,21071988,15,80,16,39,5,1,3,1,0,1,0,919,0
TI,9905229633,David Murillo,26041982,30,37,54,60,2,0,5,0,1,0,0,579,0
