tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC DIG,5651489172,María López,27011904,10,89,30,52,2,1,1,1,0,1,0,932,1
EIS,6722085177,Sofía Perez,25041978,53,3,74,82,3,0,2,0,1,1,0,311,1
CC DUP,1081101090,Miguel Murillo,04081949,27,47,9,30,4,1,3,1,0,1,0,264,1
TI,3451860914,Gabriela Hurtado,24122007,44,45,68,56,3,0,5,1,1,1,0,812,1
CC DIG,5044301494,Carlos Martínez,08011956,3,7,67,87,2,1,5,1,1,0,1,306,0
ABIS,7108286239,Laura Hurtado,13051986,100,61,59,61,2,1,5,0,0,1,0,614,0
NUIP,1020950559,María Hurtado,27101986,51,1,7,94,5,1,5,1,1,1,0,589,0
MTR,8173381126,Manuela Cartagena,07031936,55,89,57,9,6,1,2,1,0,0,1,935,0
CC PV,9866468898,Sofía González,15061939,39,73,83,32,1,0,2,0,0,1,1,399,0
TI,0719953775,Juan Rodríguez,01031981,74,5,16,89,2,0,1,1,0,1,0,534,0
NUIP,7585945703,Laura Hurtado,06051920,36,6,34,98,5,1,2,0,0,0,0,806,0
HLED-WEB,9478501649,Ana Martínez,24081976,19,70,38,11,4,1,5,0,0,1,0,263,1
HLED-WEB,3160542455,Laura Cartagena,02061959,32,24,36,4,1,1,3,1,0,1,1,422,1
CC DIG,1192143419,Carlos Cartagena,21042006,56,42,10,43,5,1,3,1,1,0,1,461,0
CC DUP,8660340370,Daniela Murillo,02041927,75,59,17,79,3,0,6,0,0,1,1,98,1
NUIP,1791977689,David Martínez,05112006,99,50,8,23,2,1,4,1,0,1,1,694,1
CC,4132635258,Carlos González,13071971,99,5,41,1,4,0,5,0,1,0,0,455,1
CC REN,5742305459,Juan Murillo,17031934,73,66,52,88,2,1,6,0,0,0,0,333,1
TI,2380617156,Juan Hurtado,09101974,61,47,14,20,5,1,4,1,0,0,1,901,1
CC REN,3401534773,Laura Murillo,10081932,74,75,7,95,5,1,6,0,0,1,0,397,0
CC,6913176001,David Martínez,21091900,94,73,50,39,4,0,5,1,1,1,1,393,0
SIC,1216777459,Laura Martínez,14112001,61,3,55,95,5,1,1,0,0,1,1,764,1
AFIS,7129291994,María Hernández,03051956,91,84,27,18,3,0,4,0,1,1,0,444,1
