tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
MTR,4415990178,Juan García,17061913,93,75,52,51,3,1,4,1,1,0,1,260,0
CC DUP,5817200954,Manuela Murillo,16031980,82,46,24,78,4,1,1,0,1,1,1,72,0
TI DUP,8022927169,Marcela Rodríguez,21031938,44,59,29,59,3,0,3,0,0,0,1,472,1
AFIS,3859081320,Ana López,08061929,86,19,9,100,6,0,1,0,0,0,0,184,0
TI REC,3261164725,Luis Murillo,18012001,35,82,14,19,5,0,5,0,0,1,0,341,1
ANI,3270613636,Melissa González,15011992,34,5,30,29,1,1,1,1,1,0,1,877,1
AFIS,9726064174,Luis González,28051956,91,17,24,73,4,0,2,1,0,1,0,438,1
MTR,6000051133,Sofía Perez,04112006,61,37,99,85,6,1,6,0,1,1,1,678,1
CC,4298494263,David Castaneda,23022007,13,50,66,54,6,1,2,0,0,1,1,645,0
TI DUP,6256266539,Laura López,08011998,83,32,76,96,4,1,6,0,0,0,0,601,1
DCU,3580454004,David García,25101950,57,52,10,33,4,0,3,1,1,0,0,64,0
ANI,6760015675,Miguel Cartagena,13091969,56,19,31,96,4,0,5,1,0,1,1,866,0
CC REN,6052856025,María Rodríguez,16052007,77,9,64,4,3,0,4,1,0,1,0,799,0
TI PV,6847765122,Luis Hernández,04061953,68,13,12,12,6,0,4,0,0,0,1,115,1
SITAC,6344488669,María García,27122003,86,5,88,9,6,1,2,1,1,0,0,149,0
DCU,2419125147,Gabriela Murillo,02051970,48,11,44,60,1,0,6,1,1,1,1,870,0
SIC,6395414444,Luis Cifuentes,18021997,87,99,97,50,4,1,2,0,0,0,1,43,1
NIP,7310430707,María Hurtado,17071938,79,90,63,63,5,1,3,0,1,1,1,137,1
AFIS,8703063448,Marcela Castaneda,21121980,40,52,58,85,2,1,6,1,1,1,0,949,1
TI REC,6611722370,Manuela Castaneda,13031927,86,55,10,98,1,0,2,1,1,1,1,388,1
TI DUP,3988571739,Manuela García,19081901,38,5,90,23,6,1,2,0,1,1,0,728,0
ANI,9537728203,David García,13111992,49,91,89,51,6,1,4,1,1,1,1,538,1
AFIS,3522170877,María Cifuentes,07051964,23,27,25,92,2,1,3,1,0,0,1,385,0
CCT,7565774311,Laura Cartagena,06051995,10,87,54,72,2,0,5,1,0,0,1,850,1
AFIS,5284137994,Luis López,12011980,72,18,19,79,1,0,2,0,0,0,0,178,1
HLED-WEB,7901585736,Marcela Hurtado,18092002,94,26,75,1,6,0,3,1,1,1,0,597,0
CC DUP,0892679166,Miguel Martínez,14101988,60,31,76,81,4,1,6,1,0,0,1,601,0
