tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CCT,0602033268,Juan Cifuentes,14062001,37,13,78,8,6,1,2,0,0,0,1,201,0
SITAC,9079342616,Manuela Perez,08061929,7,21,92,60,2,0,1,0,1,0,0,450,1
ANI,3694398450,María Rodríguez,18051966,26,63,19,25,5,0,3,1,1,0,1,909,0
TI PV,6377418843,Manuela Martínez,12021972,16,11,32,21,5,1,4,1,0,1,0,193,1
ANI,7924822977,Ana Cifuentes,03122001,21,3,94,11,4,1,4,0,0,1,1,265,1
AFIS,3798397675,Carlos Castaneda,08082001,6,84,58,34,2,0,2,0,1,1,1,934,0
EIS,3974773733,Luis Rodríguez,18121986,100,52,62,62,6,0,1,0,1,0,0,984,1
TI REC,7688166306,Sofía Perez,15101994,72,18,52,92,1,1,5,1,1,1,1,936,0
SIC,4931586942,Miguel Hurtado,09061973,47,92,87,98,5,1,3,0,0,1,1,242,1
TI,4041840911,Laura González,18021961,35,71,84,5,6,0,1,1,1,1,1,735,0
TI REN,9454270567,David Hernández,28091917,30,32,31,9,3,0,2,1,1,1,1,480,0
TI REC,2685919480,Ana Cifuentes,11121929,8,15,56,69,1,0,3,0,1,0,1,712,1
CC REC,9565045520,Daniela Hurtado,24071964,43,90,43,8,1,0,4,1,0,0,0,605,1
ABIS,4440204301,Ana López,05091924,42,86,21,52,5,0,3,0,1,0,0,97,1
NUIP,0841629691,Melissa Perez,15041935,74,94,4,55,2,1,6,1,0,1,1,226,0
CC DUP,0267817701,Manuela Martínez,24011971,22,11,41,84,4,1,6,1,1,0,1,822,0
CC,0304621032,Gabriela Castaneda,04062002,60,33,86,55,3,1,2,1,1,1,1,711,0
SITAC,9354884094,Carlos López,13031997,49,63,41,84,6,1,1,1,0,1,1,418,1
EIS,3266046035,Carlos Cartagena,26031941,2,92,53,82,5,0,1,1,0,1,0,572,0
MTR,9617165553,Sofía González,25111963,28,44,11,7,3,1,5,0,1,0,1,708,1
SITAC,8610430896,Juan Cifuentes,06032022,57,45,34,30,4,1,1,0,1,0,1,358,1
CC DIG,3262874116,Gabriela García,08061986,18,67,26,58,6,0,5,1,1,1,0,944,1
TI,1753705201,David García,26071975,81,78,61,58,5,0,6,0,1,0,0,180,0
MTR,1225522060,Luis Martínez,19061991,60,54,15,99,3,0,2,1,0,0,0,941,1
HLED-WEB,5979687476,Miguel Rodríguez,15111962,57,76,98,78,1,0,6,1,1,1,1,989,1
CC DUP,8631525890,Manuela Perez,07101977,91,75,11,69,4,1,1,0,1,1,0,941,1
DCU,7414534498,Laura Castaneda,17051960,60,55,65,18,3,1,5,0,1,1,0,873,0
