tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
NIP,2826882939,Manuela Rodríguez,07061901,22,16,58,49,5,1,2,1,0,0,0,358,0
ABIS,2710732040,David Cartagena,05102004,79,58,44,25,2,0,5,0,0,1,0,495,1
AFIS,5697835351,Daniela García,21121994,45,30,24,70,3,0,5,1,0,0,0,562,1
MTR,0111017967,Daniela González,03051998,43,80,93,99,5,0,1,1,1,1,1,53,1
DCU,9588902436,Luis Perez,06041975,41,24,78,38,2,0,3,0,1,1,1,852,1
ANI,2194918198,Manuela Castaneda,28091979,50,82,89,79,4,0,6,1,1,1,0,110,1
NUIP,9192780568,Melissa Perez,05091952,65,25,28,15,1,1,2,1,1,1,1,79,0
EIS,4542601837,Daniela Castaneda,27091952,88,77,83,74,5,1,3,0,1,0,0,868,1
TI REC,0075677390,Juan Hernández,18081994,8,54,1,99,3,1,2,1,0,0,0,461,0
DCU,3486219694,Ana Murillo,17041974,45,66,77,65,4,0,1,0,0,0,1,54,1
AFIS,6244515258,Manuela Hernández,21091941,94,80,18,74,6,1,1,0,0,0,1,606,1
TI REC,5574132228,Melissa Perez,10012000,36,16,6,42,1,0,6,0,1,1,0,737,1
TI PV,5334757876,David López,16031959,69,52,70,73,3,1,2,0,1,0,0,129,0
CC,5197477812,Daniela Perez,04101930,98,14,79,16,1,0,3,0,1,0,0,597,1
CC REC,0010849151,David Rodríguez,26041949,90,56,2,42,3,1,6,0,1,1,1,404,1
NUIP,7446482091,Miguel Hurtado,24042000,84,97,55,55,2,1,6,1,1,0,1,367,1
AFIS,5289783450,Miguel Cifuentes,14102004,68,33,70,24,1,1,5,1,0,1,1,288,0
CC PV,3439771321,María Hurtado,05031928,63,22,60,77,2,0,2,0,0,0,1,805,0
TI DUP,2111520368,Carlos González,20081936,55,31,21,94,5,0,2,0,0,1,1,878,1
CC REN,4252999703,Gabriela Castaneda,21111925,88,19,68,28,1,1,6,0,0,1,1,414,1
SITAC,0863001247,Carlos Rodríguez,28081941,48,89,52,53,5,0,3,0,0,0,1,496,1
TI REC,9357669481,David López,21121973,1,62,92,99,5,1,4,1,0,0,1,969,1
TI PV,8738735250,Manuela González,24042005,71,81,77,76,3,0,2,0,1,1,1,868,0
MTR,3151894740,Juan Cifuentes,14061962,7,70,3,15,2,1,6,0,1,1,1,391,0
CC REC,3177060124,Sofía Murillo,20101938,23,36,67,29,4,0,4,0,1,1,0,446,0
SITAC,8488065199,Luis Hernández,28031941,50,71,88,63,4,0,5,0,1,1,1,367,0
NIP,5344227274,Miguel Martínez,26041995,4,24,2,98,1,0,1,1,1,1,0,871,0
NUIP,0473269422,Sofía González,10031928,58,79,34,7,4,0,5,0,0,1,0,498,1
MTR,2331779918,Luis Murillo,06011992,38,92,14,4,1,1,5,1,1,0,1,190,0
EIS,3128591083,Melissa Hernández,12071981,47,68,20,45,3,0,6,1,0,0,0,509,0
CC,9322329033,Marcela Cifuentes,07091910,91,98,18,55,6,0,6,0,0,1,1,137,0
SITAC,4181283705,Marcela Cifuentes,18041948,2,25,49,72,2,0,4,1,1,1,1,746,0
CC REC,3945368637,Laura Castaneda,20022002,13,1,73,46,4,1,6,0,0,1,1,834,1
NUIP,8486157628,Melissa Perez,11051939,41,11,14,9,2,1,1,1,1,1,0,64,1
NUIP,9996862253,Juan González,28011927,48,32,5,21,3,0,2,0,1,0,0,864,1
