tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,2379532757,Manuela Cartagena,26021906,60,64,84,37,4,0,3,0,0,0,0,682,1
HLED-WEB,8093586416,Gabriela García,17011976,50,6,48,100,3,0,2,0,1,0,0,724,0
EIS,1684035711,Laura Martínez,23091957,77,52,94,71,4,0,4,1,0,0,1,763,1
CC DUP,8227325592,Daniela González,15121997,23,33,33,18,4,1,5,0,0,1,0,482,1
SIC,5021194135,María Rodríguez,25081953,80,4,8,54,4,1,3,0,1,1,0,102,1
CC DUP,9795574283,Juan Rodríguez,14071971,45,71,79,7,6,0,6,0,0,0,1,47,0
TI PV,2954558275,Laura Cartagena,21081940,49,20,46,70,5,1,5,1,1,1,0,805,1
TI,5408191104,Miguel Perez,12011994,99,73,11,13,4,1,2,1,1,1,1,855,0
CC DUP,5910891184,Carlos Hurtado,20101991,38,50,73,33,4,1,4,1,1,0,1,584,1
CC PV,2896966026,Melissa López,02021952,64,44,45,7,1,0,5,1,0,0,1,314,1
EIS,3648359240,María Cifuentes,22082014,51,1,35,67,1,0,2,0,0,0,1,82,0
SIC,4606156320,Melissa Rodríguez,15061991,77,11,21,15,6,0,6,0,1,1,0,426,0
ANI,0030617458,Melissa Castaneda,14021946,6,21,53,37,3,0,4,1,1,0,1,893,1
SITAC,1987491243,Marcela González,20031999,60,79,21,80,1,0,1,1,0,1,1,557,1
SITAC,8166138674,Melissa Castaneda,08121962,73,36,45,69,3,1,5,0,1,0,1,620,0
ABIS,0056430101,Miguel González,20021985,89,89,16,46,1,1,2,1,1,0,0,790,0
TI,2035522932,Sofía López,21091993,98,83,10,57,4,0,1,0,1,1,1,708,1
CC REC,0137902512,Carlos Murillo,07012000,93,82,68,9,5,0,2,1,1,0,1,311,1
HLED-WEB,8409764738,Juan Rodríguez,23091929,29,42,38,5,5,1,2,0,1,1,1,122,1
SITAC,7931692208,María Perez,08051978,82,70,9,15,1,1,3,1,0,0,0,686,1
ANI,5718820004,Carlos González,22071922,33,76,46,31,3,1,5,1,1,0,0,616,1
NUIP,4908303547,David López,08061932,16,88,67,38,2,1,6,1,0,1,1,666,1
CC REC,5057006856,Daniela Murillo,08071993,19,37,13,7,3,0,5,0,0,0,0,785,0
TI DUP,0114843709,Carlos Perez,24092009,32,7,79,27,4,1,5,0,1,0,1,551,0
DCU,7461356987,Manuela Murillo,28021984,59,6,30,19,5,0,5,1,1,0,1,348,1
HLED-WEB,9084479139,David Hernández,03061987,70,17,49,60,1,0,5,1,0,0,1,707,1
SIC,9850163708,David Rodríguez,13102003,88,98,95,83,6,1,3,0,1,1,1,830,1
EIS,3684442719,Laura Perez,10011965,2,34,74,9,4,0,1,1,1,0,0,270,1
TI,5943591199,Marcela Castaneda,05121997,92,63,9,86,5,1,4,1,1,1,1,195,1
CC REC,2783028024,Carlos Hernández,12062001,85,31,50,24,4,1,4,1,1,0,0,110,1
NIP,7598309241,Carlos Hurtado,19081912,17,100,41,18,5,0,1,1,0,0,1,837,0
CC PV,5780679061,Manuela Perez,01091994,67,97,91,50,4,0,5,1,1,1,1,814,1
MTR,5611642220,David Murillo,19061990,35,98,84,63,3,0,4,0,1,1,0,929,0
CC PV,1218635135,Laura Martínez,20031960,45,65,95,67,3,0,6,0,0,0,0,566,1
MTR,2301560912,David Rodríguez,21051945,2,64,86,87,3,0,4,1,0,0,0,144,0
TI REC,3374601618,Ana González,04031948,65,44,85,72,4,0,5,1,1,0,0,161,1
ANI,5627565165,Manuela García,02011984,39,74,24,26,6,0,4,1,0,0,0,66,1
CC PV,2751333824,David Murillo,22101997,44,1,72,55,1,1,6,1,0,0,0,763,0
NUIP,0563137169,Daniela Hurtado,03121967,61,59,17,66,6,1,2,1,0,1,0,935,0
TI REN,8561252749,Gabriela Castaneda,08011971,94,93,16,42,1,1,2,1,0,1,0,166,0
CC REN,0225072056,Melissa Castaneda,16011979,94,88,64,88,1,0,2,1,1,1,0,420,1
CC REC,8880968150,Melissa González,18082000,3,7,21,88,5,0,5,1,1,1,0,926,1
CC REC,0443224948,Juan Murillo,04031999,87,42,31,52,6,1,2,0,0,0,0,393,0
DCU,4628795299,Gabriela Cifuentes,24121933,36,1,41,73,1,1,4,1,0,0,0,771,0
ANI,6522657212,Luis Hurtado,28061924,58,72,30,2,5,1,4,1,1,0,0,868,1
AFIS,9891112814,Luis Cifuentes,06031976,31,68,49,98,1,1,5,1,1,1,0,184,0
ABIS,8351693960,Gabriela López,05071970,33,74,45,68,3,1,6,1,1,1,0,789,1
ANI,3743124865,Ana Perez,15081971,87,53,37,60,6,0,5,1,0,0,1,897,1
NIP,9297475357,Daniela Hurtado,04031997,22,77,13,69,2,1,3,0,1,1,0,322,1
