tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI PV,9498378742,Manuela Murillo,26111951,44,49,60,58,6,0,5,0,0,1,1,712,1
CC REC,9303229329,Luis Perez,26101958,29,42,41,83,5,1,5,0,1,0,0,769,1
CCT,2094851148,Gabriela López,13091952,3,83,6,33,2,1,1,1,1,0,1,293,1
TI REC,4032173529,Juan González,02011946,45,15,85,38,5,0,6,1,0,1,1,534,0
EIS,4202076573,Carlos Rodríguez,23042006,80,68,34,28,3,1,5,0,1,1,1,973,1
DCU,9967348888,David Martínez,14071925,52,51,57,38,2,1,1,0,0,1,1,351,0
AFIS,8031585818,Melissa Hurtado,03061978,31,32,57,22,1,1,3,1,0,0,0,438,0
DCU,7972097955,Miguel López,12012002,8,18,75,30,6,0,4,0,0,1,1,674,0
CC REN,9643280724,Gabriela Cifuentes,08081983,91,50,53,45,3,0,4,0,1,1,0,335,1
ANI,0560608313,Marcela González,25011929,49,24,77,23,2,0,6,0,1,1,1,421,1
DCU,0283553125,Carlos Cartagena,12112017,17,87,41,8,1,0,1,0,0,1,0,125,1
NUIP,9181008391,Sofía Hernández,04021979,7,35,54,26,5,0,6,0,0,0,0,425,1
DCU,1925773011,Miguel Cartagena,28011962,32,27,85,56,5,1,4,0,0,1,0,578,1
CC DUP,9452850562,María Perez,13061949,8,42,60,100,1,0,3,0,1,1,1,137,0
CCT,2474793085,Gabriela López,28122001,65,53,52,18,3,1,5,0,1,0,1,822,0
CC DUP,8841605864,Juan Cifuentes,05011994,4,63,24,80,2,1,1,0,0,0,1,953,1
AFIS,0622882096,Gabriela Rodríguez,09021995,69,13,7,24,2,1,5,1,0,0,0,185,0
CC PV,9578937979,Carlos Murillo,08041975,51,81,84,2,2,0,4,1,0,0,1,412,0
CC REC,5545731265,Ana González,21081955,43,93,13,66,4,1,3,1,1,0,1,465,1
MTR,2292408704,Daniela Castaneda,05121957,91,2,12,13,5,1,4,0,1,1,1,680,0
NIP,2579195441,Ana Rodríguez,09042014,80,54,93,76,2,1,1,1,0,1,1,798,1
CC,0683593512,Laura García,19061992,49,4,34,87,3,1,5,0,0,1,0,910,1
ANI,7788810776,Laura García,22122000,59,37,18,59,5,0,5,0,1,0,0,334,1
DCU,7087022403,Melissa González,07021977,18,18,50,74,1,0,5,0,1,1,0,128,0
TI,6629507764,David Cifuentes,26051964,69,55,100,8,6,1,6,1,0,0,0,480,0
TI PV,4772048352,Miguel López,09121987,61,37,1,20,1,1,3,0,0,0,0,331,1
CC DUP,9673799456,Marcela López,02021934,34,42,87,10,3,1,5,0,1,1,0,497,1
SIC,5263523740,María Cartagena,24081971,26,27,57,59,4,1,2,0,1,0,1,24,1
TI DUP,9025884122,Marcela López,14011938,100,21,5,67,1,1,3,1,1,1,0,345,1
AFIS,2983785334,Sofía Hurtado,18041972,3,86,92,25,1,1,6,0,0,0,1,448,1
CC DUP,6775510215,Juan Martínez,28031958,60,14,72,44,1,1,6,0,0,1,0,162,0
AFIS,7194861041,Ana Rodríguez,01021988,74,24,54,55,4,0,3,1,1,1,1,359,0
CCT,2394088393,Sofía Hernández,14091952,51,91,68,45,6,1,6,0,0,1,0,505,1
ABIS,5051485149,Sofía Hernández,07061927,2,37,90,15,5,0,3,1,1,1,0,960,1
ABIS,7387273379,Juan González,11011972,57,31,69,69,1,1,4,0,0,1,1,116,0
HLED-WEB,0198437299,Miguel Perez,12121965,2,52,62,27,5,0,1,0,0,0,1,522,0
AFIS,7745108978,Miguel López,02101980,91,81,96,61,3,0,4,1,1,0,0,19,0
TI PV,7122188994,Luis López,25071975,12,96,83,60,1,1,5,1,1,1,0,401,1
CC DUP,0274650136,Melissa González,26072002,61,47,80,27,2,1,2,1,0,0,0,167,0
NUIP,0665630105,Juan Perez,27071989,90,76,75,56,1,0,4,0,0,0,1,750,0
HLED-WEB,9866698731,María Castaneda,23061944,15,69,58,49,5,1,5,0,1,0,0,1,1
SITAC,9947266623,Marcela Cifuentes,25091944,45,41,81,54,4,0,6,0,1,0,0,683,0
TI REN,0269036462,David Hurtado,28071978,46,48,37,73,2,1,6,1,0,0,1,101,0
HLED-WEB,1274830189,Marcela Perez,14081963,89,57,54,80,2,1,5,0,0,0,0,281,1
CC PV,0991707826,Daniela Cartagena,28071963,98,84,88,42,2,1,4,1,1,0,1,887,1
CC DIG,6289728161,Carlos Hurtado,02071934,9,55,1,30,3,1,6,1,0,0,1,559,0
TI,4556581066,Manuela Martínez,17021981,13,98,58,22,6,1,1,1,1,1,0,262,0
HLED-WEB,6638075223,Manuela Rodríguez,05091988,17,58,12,17,4,1,1,1,0,0,0,834,1
SITAC,0688446312,Juan Hurtado,10091971,51,26,85,88,6,0,3,1,1,1,1,97,1
HLED-WEB,4320562242,Miguel García,07041943,98,12,24,96,1,0,6,0,0,0,0,637,0
