tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
MTR,5228953072,Miguel Perez,10021930,59,26,84,58,5,0,4,1,1,1,0,323,0
ANI,2057553731,Gabriela Martínez,28021927,4,34,26,33,1,0,6,0,0,1,0,370,1
ABIS,3351999858,Daniela Castaneda,18052008,49,5,73,68,5,1,4,0,1,0,1,4,0
SIC,2419278814,María González,19031957,81,22,62,10,2,0,4,1,1,0,0,550,1
CCT,9221883354,Gabriela Murillo,20061930,62,27,10,76,3,1,4,0,0,1,0,367,1
SITAC,9618133017,Manuela Perez,22081982,58,53,32,39,5,1,2,0,0,0,0,65,1
ABIS,2273838236,Daniela Hernández,18041969,26,28,60,26,6,0,4,0,0,0,1,760,1
NUIP,5931043801,María López,05041943,90,93,5,84,5,1,1,1,0,1,1,864,1
CC DUP,2713441178,Luis López,01031931,57,87,69,88,2,1,2,0,0,0,0,582,1
TI DUP,6382079933,Marcela Cifuentes,13061984,2,35,16,25,3,1,6,0,0,1,1,183,0
EIS,8651128321,David Cifuentes,12101972,57,21,31,70,5,1,1,1,1,1,0,62,0
TI REC,6990964887,Melissa García,10071972,16,34,66,56,6,1,6,0,0,1,0,879,0
HLED-WEB,9885922982,Gabriela Hurtado,07101974,90,17,42,15,6,1,1,1,1,0,1,238,1
HLED-WEB,1074451062,Miguel Murillo,26071926,31,98,9,2,6,1,2,1,1,1,0,466,0
CC DIG,2867664889,María Martínez,18111937,47,15,17,35,4,1,4,0,0,1,1,540,0
CC REC,2960979168,Sofía González,20091936,23,89,89,52,1,1,1,1,0,0,0,698,1
CC DIG,0605850555,Miguel Castaneda,18111938,25,66,4,47,5,1,2,0,0,1,0,444,1
AFIS,8403373464,Daniela Cifuentes,19091951,80,41,62,100,6,1,5,1,0,0,1,277,1
HLED-WEB,5584846297,Manuela González,16091962,44,78,40,15,5,0,3,1,0,1,0,202,1
TI,5301486843,Marcela Hernández,14071982,71,56,3,79,5,1,6,0,0,0,1,980,0
TI REN,3811320049,María López,20101924,100,75,48,100,5,0,3,1,0,1,0,884,0
CC REC,8934460728,María Castaneda,19121994,90,72,88,68,2,1,6,0,1,1,1,366,1
CC REN,3557649038,Gabriela Martínez,14022004,11,18,55,42,2,0,3,0,0,0,1,391,1
NUIP,6385075215,Gabriela Perez,21121976,90,36,21,39,2,1,4,1,1,0,0,937,1
DCU,9372549478,David Hernández,23051960,23,68,28,26,5,0,2,1,0,0,1,632,0
AFIS,7818724823,Marcela Martínez,10111967,15,5,25,80,4,1,1,1,1,1,1,744,1
ABIS,5202724599,Carlos Hernández,03051956,53,63,25,1,2,0,6,1,0,1,1,344,0
TI DUP,3799635962,Miguel González,16041954,69,43,59,98,6,1,4,0,0,0,0,909,1
SITAC,8830816768,Daniela Cartagena,16081994,39,36,39,48,2,0,2,1,0,1,1,419,1
CC DIG,0078878047,Sofía Perez,01051956,20,32,99,83,2,1,6,0,0,1,1,68,1
NUIP,0558170054,Melissa Rodríguez,16062006,35,73,43,7,3,0,5,0,1,0,1,55,1
NIP,2272194574,María Rodríguez,08082009,16,53,82,87,3,0,3,1,0,0,1,696,1
NIP,3665635375,Laura Rodríguez,26081932,80,45,75,68,2,1,2,0,1,0,0,809,1
MTR,0214499112,Laura Cartagena,22071988,16,67,3,48,1,1,4,1,1,0,0,953,1
SIC,0379968008,Ana González,06081992,76,86,47,12,5,1,5,1,1,1,0,132,0
ANI,6686028338,Daniela González,16111961,95,35,2,41,1,1,2,0,0,1,0,813,0
CC DUP,3056557324,Daniela Cifuentes,20051991,41,51,93,74,6,1,6,1,1,0,1,93,0
SIC,2317944567,Juan Rodríguez,02031929,30,79,68,69,2,0,1,1,1,0,1,316,1
