tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
AFIS,2047636198,Juan Perez,03081931,92,45,18,22,3,0,4,0,1,0,0,839,0
AFIS,4644552722,Carlos Murillo,02051926,35,42,38,3,4,0,6,0,0,1,1,31,0
CC,1471867244,Juan Rodríguez,28021992,43,7,49,70,6,0,3,1,1,0,1,797,1
SITAC,9328412625,Manuela Rodríguez,20081943,39,10,12,59,4,1,4,1,0,1,0,944,1
NIP,7435851996,Marcela Murillo,08101931,12,42,25,93,4,0,5,0,1,1,0,693,1
TI DUP,1657689058,Daniela López,28071960,24,28,1,80,4,1,1,0,1,0,1,461,0
DCU,9419960173,Luis Murillo,14111944,25,76,12,10,2,0,3,1,0,1,0,173,1
CC PV,6893416727,María Cartagena,14061964,22,15,51,24,3,1,2,1,1,0,1,372,1
CC DUP,9267873055,Melissa González,13122003,41,61,34,8,6,1,1,1,0,1,0,827,1
CC REN,4554764260,María Murillo,24111956,31,100,85,45,6,0,3,1,1,0,1,931,0
SIC,2553495369,Laura Hernández,21031924,46,40,42,23,1,1,5,1,1,1,0,302,0
SITAC,0974840289,Juan Rodríguez,02061960,21,37,60,86,4,1,2,1,1,0,0,563,0
NIP,0267943948,Ana Cartagena,07041998,6,86,58,60,6,1,6,0,1,1,0,15,1
ANI,5160138686,David González,17011962,69,34,21,57,3,0,6,1,1,1,1,820,0
ANI,9632577280,Sofía González,03101938,77,23,57,50,3,0,6,0,1,1,1,980,0
SITAC,2245038290,Melissa Cifuentes,10052000,18,22,5,85,2,0,2,1,0,1,0,751,1
AFIS,8530129944,Melissa Murillo,14021942,72,80,22,65,3,1,3,1,0,0,0,509,0
EIS,5824290389,Carlos Hurtado,28061937,73,59,12,9,5,1,4,1,0,1,0,496,0
SITAC,9934771180,David González,27061936,93,81,84,12,5,0,3,1,0,0,0,465,0
CC,1362337932,Melissa Hernández,03011998,94,62,26,85,4,1,5,0,0,0,0,369,0
MTR,5368457274,Luis Hurtado,25021931,37,58,22,68,5,0,4,1,1,0,1,30,0
MTR,1141143773,Melissa Cartagena,05081985,8,67,5,21,3,1,2,1,1,1,1,451,1
TI DUP,5770233327,Luis Hurtado,15042004,93,100,16,31,1,0,4,0,0,1,1,470,1
CC REC,0545100496,Sofía Cifuentes,25051973,61,94,17,13,4,0,2,1,0,0,0,785,0
HLED-WEB,6686908483,María González,05112005,41,96,20,15,3,0,4,1,0,1,0,772,1
CC REN,9054292263,Marcela Perez,04082007,99,58,53,100,2,1,4,1,1,1,1,641,1
ANI,7859080402,Sofía Rodríguez,17111988,68,97,43,17,3,0,2,1,0,1,1,911,0
SITAC,3979966050,Gabriela Martínez,20111935,91,22,7,30,3,1,6,0,1,0,0,734,1
NIP,7709309980,Daniela Hernández,13091925,56,20,85,97,4,0,3,0,1,1,1,915,1
ABIS,4164820433,Luis García,24011933,37,90,36,48,1,1,6,1,0,1,1,649,0
CC DUP,9078020082,Luis Cartagena,12021957,42,25,11,18,4,0,1,0,0,0,1,313,1
TI,9821661862,Ana Cartagena,11121974,8,45,53,72,5,0,4,1,0,0,1,145,1
CC PV,6613895659,Gabriela Cifuentes,24121931,67,74,94,97,1,1,1,0,0,1,0,317,0
CC REC,7377309020,Melissa Hurtado,18071953,45,28,93,68,2,0,2,0,0,1,1,50,1
NIP,0072595949,Miguel Hernández,25101994,17,55,24,97,3,0,5,0,0,1,1,699,1
CC PV,2882670940,Manuela González,10031962,22,98,77,83,4,0,4,1,0,0,0,619,1
MTR,5061145484,Juan Castaneda,08081986,93,92,71,73,2,0,4,1,1,1,1,418,1
CCT,8362703928,María Hernández,05011944,92,96,19,50,4,1,2,0,1,0,1,874,1
MTR,4429434381,David Martínez,17021995,69,62,8,65,6,1,1,0,1,1,0,655,1
SITAC,5109368678,Manuela Hernández,13021943,92,67,40,80,6,0,4,0,0,0,0,671,0
SIC,8315460773,Miguel López,10021949,15,79,37,14,3,1,5,0,1,0,0,50,1
CCT,7532551483,Marcela Hernández,03051977,64,25,17,65,4,1,3,1,0,1,0,298,1
AFIS,9670598315,Gabriela Cifuentes,01031973,31,50,16,41,6,0,2,0,1,1,0,492,0
TI REN,8450405026,Sofía Martínez,22061951,14,86,78,43,4,1,5,1,0,0,0,881,0
NIP,8006963131,Gabriela Castaneda,13101999,92,27,91,87,2,1,1,1,0,0,1,889,1
TI PV,0729111509,Sofía Cartagena,13091963,40,78,21,54,3,1,3,0,0,1,1,486,0
TI REN,5084331950,Luis Cifuentes,24122002,48,84,29,34,4,0,5,1,0,0,1,953,1
NUIP,0315424923,Daniela Murillo,21072004,24,66,33,65,4,0,6,0,1,1,1,476,1
DCU,9463813292,Marcela Cartagena,24071976,11,45,99,88,3,1,3,0,0,1,1,838,0
CC DUP,3140940842,David Hernández,04011939,79,83,33,4,6,0,4,1,1,0,1,650,0
NUIP,1666931872,Daniela Hernández,13011902,82,55,89,85,4,1,3,0,1,1,0,624,1
CC DIG,5808412405,Miguel González,27021982,94,67,91,39,4,1,2,1,0,0,0,994,0
TI REC,8148272475,Marcela Hurtado,09121996,15,16,96,63,3,1,1,0,1,0,1,624,1
TI PV,6128755052,David González,06071968,49,92,39,43,4,0,6,1,1,0,1,255,0
TI REN,5551022652,Juan Castaneda,07121958,77,93,91,49,6,1,5,0,1,1,1,133,0
SIC,3729149422,Gabriela Murillo,13111964,43,4,98,66,5,0,4,1,0,1,1,142,1
TI REN,9492070525,Laura Perez,23081925,41,98,22,78,5,1,4,1,0,0,1,102,1
CC PV,7734707889,María Hurtado,21031981,85,7,29,44,6,1,2,0,0,0,0,684,0
SIC,7620163832,Melissa Cartagena,16011978,52,36,37,3,5,1,1,0,1,0,1,674,0
CC DIG,8350033297,Sofía García,08101925,49,83,37,51,1,1,3,1,0,0,0,749,1
CC REN,3315073877,Carlos Perez,07042017,9,54,41,95,5,1,1,1,0,1,1,65,1
CC DIG,2841391404,Laura Rodríguez,07071926,15,98,37,90,6,1,1,1,0,1,1,314,1
SIC,8912786416,Melissa López,19071969,83,26,8,97,5,0,2,1,1,1,0,753,0
CC PV,1149688155,Miguel Hernández,26041968,73,82,22,91,2,1,2,0,1,0,1,650,1
TI REC,5233815196,Daniela García,07021930,47,16,92,36,4,1,1,1,1,1,1,161,1
CC DIG,5738818069,María Perez,07071957,89,83,46,57,5,0,5,0,1,0,1,662,0
CC DIG,0892741454,Sofía Cifuentes,22011944,47,56,8,33,1,1,1,1,1,0,0,317,0
CC DIG,5019354111,Gabriela Castaneda,20031950,66,30,23,88,3,0,3,1,0,1,0,392,0
HLED-WEB,2244860208,Luis Castaneda,13111948,13,48,98,98,3,0,6,1,0,0,1,321,1
CC REN,4581275870,Marcela Murillo,04111930,51,12,83,52,3,0,2,1,0,1,1,626,0
CC DUP,6551335556,Laura Murillo,04121989,14,64,7,56,4,0,2,1,1,1,0,269,0
CC REN,2569426517,Gabriela González,19121933,82,17,78,87,2,1,1,0,1,0,0,2,0
CC,4791782304,Juan García,03071981,78,47,12,47,3,0,4,0,0,1,1,24,1
SIC,4353370820,Carlos Hernández,11091954,80,20,5,3,1,0,2,0,0,0,0,695,1
ABIS,2911451219,Luis Hurtado,03121987,33,100,64,47,5,1,3,0,1,1,0,198,1
CC DUP,3892771419,Gabriela Hurtado,08051986,22,84,5,73,3,1,1,1,1,1,1,621,1
TI PV,9824621297,Marcela García,08121925,70,35,6,33,4,1,4,1,1,1,1,653,1
EIS,9897457069,Marcela García,04111957,48,92,41,27,5,1,1,1,1,0,1,394,1
TI,9582118553,María Hernández,02091999,16,43,93,46,6,0,5,1,1,0,1,804,1
CC DUP,8818225346,Manuela Cartagena,28042000,78,49,23,13,4,0,2,0,0,0,1,558,0
ANI,5386113458,Carlos López,10041927,61,26,67,34,4,1,3,0,1,0,1,606,1
TI DUP,2779039129,Marcela Cifuentes,03061999,74,67,24,33,3,1,4,1,1,1,1,647,0
AFIS,5644951690,Marcela Hurtado,18011958,63,19,48,42,1,1,5,1,0,0,0,885,0
CC DIG,2188934257,David Murillo,21101937,49,62,42,64,6,1,6,0,1,0,0,992,0
CC REC,5262327588,María Perez,23041935,58,7,28,13,6,1,2,1,0,0,1,598,0
TI DUP,5529668658,Gabriela Hernández,17051958,4,40,47,2,6,0,4,0,0,0,1,434,0
EIS,9095496157,Daniela Hurtado,10081985,30,1,63,97,1,0,4,0,0,1,1,515,0
CC REN,8635149363,Juan Cifuentes,19011975,25,43,13,1,1,0,2,1,1,1,1,653,1
TI PV,9642587859,David Hurtado,11022007,4,9,18,13,1,1,6,1,1,1,1,761,1
ANI,4188842084,Carlos Martínez,21091985,85,97,2,36,3,1,4,0,0,0,0,656,0
ANI,3197025866,Laura Hurtado,18011932,87,79,40,58,6,1,5,0,1,1,1,996,0
TI,0464583332,Luis Rodríguez,20061984,44,90,26,60,2,0,3,0,1,1,0,69,1
SIC,8258754108,Sofía Martínez,24071945,53,85,32,14,6,0,5,1,0,1,0,278,1
TI DUP,6617362297,María Castaneda,28061984,74,57,97,19,4,1,5,1,0,0,1,133,0
CC PV,2397076169,Laura Rodríguez,05022005,7,40,64,47,4,0,3,0,1,0,0,480,1
TI REN,5732009128,María Hernández,18101974,92,17,18,61,3,1,1,1,0,1,0,683,1
TI REN,5127146526,Gabriela Martínez,14061996,99,71,32,66,6,0,3,1,0,1,1,503,1
HLED-WEB,9847577414,Marcela Castaneda,05101958,43,96,55,63,4,1,3,1,0,0,1,505,1
CC DIG,8419621553,Marcela López,07081991,7,25,36,53,1,1,5,1,1,1,1,630,1
CC,6303076459,María López,07041996,45,74,12,2,3,0,2,1,1,0,1,43,0
