tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC PV,5254297814,David Hurtado,02051970,41,25,67,45,6,0,6,1,1,1,0,30,1
TI,5879600960,Daniela Cartagena,22081961,72,46,1,11,1,1,6,1,1,0,1,404,0
EIS,5252204939,Ana Rodríguez,17011964,11,17,35,91,2,0,1,1,0,1,1,567,0
ABIS,6021569166,Daniela Hurtado,10092006,20,93,29,41,2,1,5,1,0,1,1,462,1
CC,8203801666,Laura Hernández,02031974,11,9,48,14,5,1,1,1,1,0,1,704,1
NIP,4649708614,Melissa González,18091998,54,95,36,53,2,0,6,0,1,0,0,475,1
CC DIG,5031315164,Ana Cartagena,02041961,60,18,17,1,2,0,5,1,0,0,0,571,1
SITAC,1857462131,David Murillo,08081924,5,42,17,41,6,1,3,0,1,0,0,737,0
NIP,8641509898,Daniela Murillo,22101941,99,32,50,61,6,1,4,0,0,0,1,567,0
TI DUP,1118740412,Carlos Cifuentes,20071930,66,18,57,74,5,1,2,1,0,1,1,108,1
TI REN,2544330905,Luis Perez,06071982,93,44,18,18,3,1,6,1,0,0,0,214,0
SIC,9088025817,Laura Cifuentes,26091943,92,57,77,27,5,0,3,0,0,0,0,204,1
TI PV,6392898327,Marcela Cifuentes,05061940,86,8,51,31,6,1,1,1,0,1,1,83,1
TI DUP,0869486363,David López,03092002,76,76,89,83,5,1,2,1,0,0,1,624,1
EIS,7481597834,Daniela Hernández,02071960,55,74,78,36,5,1,5,0,1,0,1,185,0
CC DIG,9475490507,Marcela Hurtado,11011996,8,28,57,15,1,0,6,0,1,1,0,430,1
NUIP,6141195769,Melissa Murillo,27061981,88,92,51,98,1,0,5,0,0,1,1,702,1
TI REC,4529161371,Marcela García,28081963,93,47,47,16,1,1,5,0,0,1,1,613,1
CC PV,1007506718,Daniela González,08051965,88,75,14,72,6,1,4,0,1,0,0,257,1
AFIS,5794250830,Miguel Perez,28021935,74,89,45,57,6,0,1,0,0,0,0,872,0
SIC,5123511560,Ana Murillo,01011987,92,91,33,22,2,0,1,0,1,1,0,410,1
TI PV,8307642031,Melissa Hernández,07081939,100,36,20,95,4,1,5,1,0,1,1,428,1
AFIS,2187570460,Gabriela García,07121962,38,46,85,45,1,0,3,1,0,1,1,208,0
CC REC,3014121336,David Murillo,19031929,4,24,24,94,2,0,6,0,1,0,0,228,1
DCU,1094887770,Marcela Hurtado,12061981,92,4,13,26,6,1,1,0,1,0,1,148,0
CC DIG,8209833169,Sofía Perez,08041992,69,58,55,26,6,1,6,0,1,1,1,393,1
CC DIG,2308288833,Miguel Hernández,05081930,47,3,42,4,3,0,6,1,1,1,0,987,1
TI REN,6880840537,Melissa López,12081983,4,23,82,56,2,1,1,1,0,1,0,606,0
NUIP,0971295698,Juan Cartagena,21061995,66,46,28,7,1,1,3,1,0,0,1,636,0
CCT,5365176324,Daniela Hurtado,08112006,82,69,7,95,5,1,5,0,1,0,0,408,0
CC PV,0420680659,Ana González,26101928,84,33,22,42,2,0,2,1,0,1,0,835,0
EIS,0837206085,Luis González,19121955,6,77,34,87,1,1,4,1,0,1,0,786,1
ABIS,9263561627,Miguel Murillo,10101991,13,19,48,17,3,1,2,0,0,0,0,946,1
AFIS,7971958508,Melissa Hurtado,28082009,5,95,56,44,2,1,5,0,1,1,1,700,0
CC REN,0989891805,Melissa Perez,19051934,41,76,39,22,1,0,2,1,1,1,0,914,0
CC,3306002352,Miguel Hernández,13011981,51,41,25,81,3,0,2,1,0,0,0,108,1
NIP,3115538246,Laura Perez,28021993,1,47,79,47,3,1,5,0,0,0,1,646,0
ANI,5959945825,Gabriela González,17062009,54,15,27,37,1,0,2,0,1,0,1,258,1
ABIS,0879810795,Sofía Rodríguez,07061986,75,20,8,49,3,1,3,0,1,0,1,12,0
