tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
ANI,1510954508,Manuela Perez,08122004,59,50,3,94,6,0,5,1,0,0,0,526,0
CCT,4297370770,Laura Murillo,12041971,56,95,93,57,4,1,6,1,0,1,1,965,0
SITAC,4022233707,Miguel Rodríguez,25012001,65,44,38,15,5,0,3,1,1,0,1,417,0
EIS,3402430997,Luis Castaneda,28121993,19,36,96,77,6,0,6,0,1,1,0,236,0
NIP,5583235682,Daniela García,21061981,65,77,54,15,1,0,5,1,0,1,0,53,1
CC PV,1168703528,David García,28061927,74,17,21,18,5,0,1,1,1,0,1,747,1
CC PV,5580647162,Daniela Hurtado,14121927,27,49,22,39,6,0,4,1,1,1,0,704,1
CC REC,0636652135,Juan Cifuentes,07041947,99,26,31,31,1,0,6,1,1,0,0,35,0
TI REC,3716065728,Miguel Castaneda,23051954,84,90,72,27,1,0,1,0,0,1,0,304,1
CC DUP,1857961189,Daniela Cartagena,19121925,77,79,8,83,1,1,1,0,0,0,1,278,0
TI REN,7325930085,Carlos Cifuentes,19081971,74,52,95,29,4,0,2,1,1,0,1,801,1
TI REC,2831251453,Manuela Rodríguez,22011977,75,92,99,35,5,0,4,1,1,1,1,599,1
CC DUP,0661559684,Laura Martínez,25051982,8,24,58,97,1,0,6,1,1,0,1,396,0
TI,0954461465,Ana Martínez,24051942,11,83,48,6,3,1,1,1,1,0,1,769,1
TI PV,1877323910,Laura López,01021960,4,77,18,11,5,0,3,1,0,0,0,557,1
DCU,8800385962,Luis García,25011989,2,18,46,78,3,1,4,1,1,0,1,810,1
CC PV,8917629159,Marcela Castaneda,19111986,87,32,30,10,6,1,4,1,0,1,1,334,1
SITAC,4717919305,David Martínez,24071930,42,89,34,60,4,1,5,1,1,1,0,582,0
CC DIG,5748578121,David Castaneda,25091929,85,12,39,77,3,0,5,0,0,1,1,57,0
SIC,9256980857,Gabriela González,12011987,54,75,89,14,5,0,1,1,0,0,0,683,0
CC REN,9449517253,Manuela López,12052011,47,34,48,97,2,0,1,1,0,1,0,270,0
TI REC,4667381598,Gabriela Cifuentes,08021979,96,38,46,54,3,0,4,0,1,0,0,799,0
CC PV,0450215884,Daniela Cifuentes,07071953,32,92,10,19,1,1,5,1,1,1,0,571,1
ABIS,7558577857,David Rodríguez,05011946,88,95,65,53,2,1,5,0,0,0,0,789,0
ABIS,1211767050,Gabriela Hernández,18091946,47,51,4,51,1,1,6,1,0,1,0,838,0
ABIS,5417572856,Miguel González,24031949,18,97,60,25,3,1,4,0,0,0,0,527,1
TI REN,2071750459,Ana García,26031982,15,33,82,88,3,0,1,0,1,0,0,386,1
TI REC,9604044321,Juan Hernández,04021962,21,84,92,10,2,1,6,1,1,1,0,205,0
AFIS,8079408440,Carlos Hernández,24081933,40,31,2,33,2,0,4,0,1,1,0,963,1
TI REN,4361794806,Miguel Cifuentes,02041991,6,94,60,35,2,0,2,1,1,0,1,984,1
SITAC,1453101082,Luis Murillo,26011906,98,90,68,10,3,1,5,1,0,1,1,577,1
NUIP,9376164134,Carlos López,06011942,36,63,66,77,6,1,2,1,1,0,0,916,0
SITAC,8323369276,María González,12101941,54,39,77,47,3,0,2,0,0,0,1,807,1
TI DUP,3127013326,Gabriela Castaneda,01061925,42,82,98,45,1,1,1,0,0,1,1,351,0
SIC,6185782954,Marcela López,11091931,56,32,5,42,6,1,3,0,0,0,1,288,0
CC,0588327788,Miguel López,11031947,20,88,30,23,6,1,2,0,1,0,0,52,0
ABIS,9412200438,Gabriela Martínez,05101939,13,64,70,17,3,0,5,0,0,1,0,296,0
TI DUP,6432453910,Laura López,04101961,51,31,57,93,6,0,3,0,1,0,0,107,1
HLED-WEB,9732397398,Juan Murillo,21111973,45,81,62,43,1,0,5,0,1,0,1,95,0
CC REC,3614369969,María Martínez,03081980,29,42,93,44,3,1,5,1,0,1,0,991,1
ABIS,2204078195,David Perez,03011916,65,1,33,4,1,1,5,1,0,1,1,73,0
DCU,0230140289,Sofía Martínez,25061972,43,53,91,38,2,1,3,1,0,1,1,820,1
TI PV,7938415461,Juan Hernández,20111933,92,48,21,88,2,1,6,0,0,0,0,775,0
CC REC,6919614533,Carlos Rodríguez,12102004,27,85,61,49,4,1,2,1,1,0,0,450,0
DCU,6800678257,Ana Castaneda,18081998,74,2,41,38,2,0,4,1,1,1,0,676,0
NIP,4004130821,Manuela López,07121986,95,41,95,23,4,0,1,1,0,0,0,159,0
CC REN,0858330278,Juan Cartagena,17121926,50,88,90,56,2,0,3,0,0,1,0,424,1
CC DIG,8196918629,Luis Rodríguez,10031982,2,57,79,39,4,0,4,0,1,1,0,992,0
EIS,7617444579,Ana Perez,15061932,94,5,48,44,3,1,2,0,1,1,1,521,1
