tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,0691207047,Laura Perez,12101939,80,5,26,76,2,1,1,0,0,0,0,125,0
CC REC,8473136200,Manuela Perez,11041926,87,63,85,100,1,0,6,1,1,0,1,127,0
CC PV,3505081714,Melissa Cartagena,13111959,32,14,52,22,1,0,3,0,1,1,0,454,1
CC REC,7780433159,Juan Cifuentes,16111960,64,45,15,26,6,0,2,1,0,0,1,10,0
ABIS,3808722963,Manuela Murillo,22031975,6,46,77,45,1,1,5,0,1,0,1,49,1
ANI,4774784509,Daniela López,19011959,15,97,49,27,1,0,4,1,1,0,0,265,1
TI REC,5553458691,Miguel Perez,09121951,72,6,66,57,6,1,2,0,0,1,1,580,1
CC REN,9290566846,Ana Perez,03011974,45,23,68,40,6,1,5,1,0,0,1,393,0
TI,3861655507,Marcela Hurtado,20031976,86,20,56,26,4,1,2,1,0,0,0,206,1
DCU,8108076013,Marcela García,03032006,67,29,13,46,4,1,4,1,0,1,1,742,1
AFIS,1358777940,Laura Cifuentes,11041978,29,72,97,89,3,0,4,1,1,1,0,701,1
SIC,8104383662,Carlos Perez,11031979,72,15,60,31,4,1,3,1,0,0,0,915,1
NIP,5016604128,Sofía Castaneda,10011990,26,26,61,69,4,1,6,1,1,0,1,626,0
DCU,2897488936,Luis Cartagena,14081939,51,74,20,47,6,0,3,0,1,0,1,148,1
SITAC,6651409382,Manuela Hurtado,25092008,77,81,39,19,6,1,3,1,0,1,0,956,0
CC DUP,7629201220,Ana Cartagena,08091982,70,92,20,77,5,0,4,1,0,0,1,477,0
CCT,2134382339,Carlos Hurtado,26081994,45,92,68,70,6,0,1,0,1,1,1,413,0
MTR,5405454857,Daniela Hurtado,11071926,88,49,4,33,6,1,1,0,0,1,1,441,0
EIS,1360240135,Manuela Hurtado,19101972,17,60,59,74,1,0,3,1,0,0,0,443,1
MTR,5087666997,Gabriela Cifuentes,22042009,50,65,87,66,6,1,2,1,0,1,0,129,1
TI REC,7102412748,Gabriela García,07052005,69,28,71,29,3,1,6,1,0,1,1,897,1
TI REN,1503837968,Luis Murillo,15031976,30,91,50,97,5,1,3,0,1,0,0,857,0
TI,0606865627,Manuela Rodríguez,21101928,36,46,79,10,1,0,5,0,1,1,0,689,1
CC DUP,5974162767,Manuela Hernández,22071925,75,85,34,78,5,0,6,1,0,0,0,110,0
CC REN,9865517924,Sofía Hernández,28041931,97,84,38,25,4,1,4,0,0,0,0,343,0
CC,2658442536,Manuela García,16041970,4,99,8,66,5,1,6,1,0,1,1,115,0
TI REC,1442429232,Gabriela García,09111950,19,25,29,35,5,1,4,0,0,1,1,689,0
NIP,6723792789,Daniela Hernández,27091955,46,88,15,29,4,1,3,0,1,1,0,769,1
EIS,1451714367,David Hurtado,10121969,46,1,57,35,3,0,4,1,0,1,1,474,1
SIC,8372251380,Ana Hurtado,19081989,28,66,22,1,6,0,2,0,0,1,0,27,1
CC DIG,1899065864,Sofía García,10061974,9,49,70,37,2,0,6,0,0,0,0,463,1
MTR,5237886392,Miguel Cartagena,28042005,51,73,26,29,4,1,1,0,1,0,1,130,0
TI REN,8087737231,Manuela García,10071990,35,4,56,91,6,1,3,0,0,0,1,586,1
EIS,3481479893,Gabriela López,27092006,95,61,57,4,5,0,5,0,0,1,0,849,0
ABIS,4925840063,Juan Castaneda,01081943,92,41,2,39,6,0,5,0,1,1,1,922,1
TI PV,4372581011,Gabriela González,23011986,34,30,32,33,2,0,1,0,0,0,1,618,0
TI,3308580597,Daniela Murillo,01051990,30,48,60,80,2,0,3,1,1,1,1,423,1
ANI,1127823736,Marcela Perez,22101965,100,89,57,49,5,1,5,1,0,1,0,840,0
TI REN,3523822141,Marcela Hurtado,04081932,35,66,68,4,6,1,2,0,0,0,0,745,1
DCU,6633772545,Miguel Cifuentes,15061976,48,4,18,10,5,1,3,1,1,1,0,521,1
ABIS,6646541261,Luis Perez,10011941,98,71,56,52,5,0,1,0,1,0,1,960,0
CC DIG,8557879058,David Rodríguez,19072007,17,61,25,5,5,1,3,1,0,1,1,82,0
AFIS,3187035259,Marcela González,05081988,96,6,37,65,1,1,1,0,0,0,1,548,1
