tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
NUIP,6361059636,Melissa Hernández,11092015,28,45,57,23,6,1,3,1,0,1,0,582,0
CC PV,8504167617,Sofía Cifuentes,12091999,61,83,80,20,2,1,5,0,1,0,1,212,1
SIC,2822892861,Juan González,17081980,15,49,35,38,3,1,2,1,1,0,0,8,0
TI REC,6324853618,Daniela Hernández,02062009,61,10,30,47,5,1,1,1,0,0,0,528,0
EIS,7625151215,Marcela Rodríguez,20091970,84,12,28,91,3,1,3,1,0,1,1,567,0
NIP,3191208288,Juan Rodríguez,13031928,61,24,73,54,1,1,5,1,0,0,1,738,0
SITAC,4019229198,Laura González,06042007,97,80,30,73,6,0,1,0,0,0,0,186,1
CC DUP,1447305543,Luis Perez,12071973,31,60,23,61,5,0,5,1,0,1,1,942,1
HLED-WEB,0405322437,Gabriela Hurtado,05111936,15,33,58,86,1,1,4,0,1,0,1,679,0
TI PV,2231692664,Luis Hurtado,09041975,10,100,52,39,3,0,4,0,0,0,0,102,0
CCT,7180222188,María García,27112004,36,43,77,57,6,1,5,1,1,1,1,120,0
ABIS,2466352802,Luis Castaneda,12111962,1,90,39,7,2,0,6,0,1,0,1,883,1
NIP,5126424840,Melissa Hernández,09041935,99,1,68,20,1,0,3,0,0,0,0,648,0
TI PV,5460233667,Daniela Hernández,09041979,63,72,67,29,4,0,6,1,0,1,1,888,1
SIC,4252069428,Luis Martínez,07031955,43,51,64,39,1,1,3,0,1,0,1,804,1
TI PV,5884211324,Gabriela González,17122009,38,64,70,14,4,1,2,1,1,1,1,529,0
ABIS,4564476517,Laura Martínez,23111948,47,1,16,79,2,0,4,1,0,0,0,745,1
ANI,4189899932,Gabriela Castaneda,05031974,76,78,71,43,5,0,2,0,0,0,0,474,1
ANI,2638006518,Melissa Martínez,01071987,91,75,75,37,1,1,2,1,1,0,0,382,1
DCU,7952870862,Juan Cartagena,10121993,9,8,15,15,6,0,1,0,0,1,1,915,1
TI PV,9257929625,Gabriela Martínez,03041975,13,65,40,24,3,0,4,0,1,0,0,968,1
TI,0917080597,Juan García,06031948,58,20,62,6,6,0,1,1,1,1,0,813,0
CC REN,8655890461,María Perez,28051972,82,16,25,39,1,0,5,1,0,0,1,375,0
HLED-WEB,5564889543,Miguel Hurtado,22042007,38,86,14,70,3,1,1,1,1,0,0,834,0
TI REN,5582656177,Carlos Cifuentes,12101934,2,35,24,69,3,0,5,1,0,0,0,611,1
CCT,4252409573,Gabriela López,22091999,52,12,95,71,5,0,6,1,0,0,0,549,1
TI REC,4992535329,Ana López,25121946,100,44,47,70,5,1,5,0,0,0,0,167,1
ANI,7785850098,Marcela Cartagena,22061946,21,21,79,3,2,0,5,0,1,1,0,142,1
