tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,0969695569,Miguel Rodríguez,10061909,38,29,55,31,5,1,2,0,0,1,0,54,0
MTR,9966806479,Juan Cifuentes,24061984,38,40,64,93,1,0,4,0,1,0,1,860,1
TI REC,2168320108,Juan Castaneda,08101985,82,89,56,28,1,0,3,0,0,0,0,791,1
SITAC,5892217864,Laura García,27061979,37,55,17,81,4,0,4,1,0,0,1,961,0
EIS,4173723199,Laura Rodríguez,27051954,90,1,53,68,6,1,3,1,1,0,0,706,1
TI REN,3620134005,Melissa Cifuentes,05101927,71,7,3,5,2,1,1,0,0,0,1,508,0
AFIS,6170087928,Melissa García,18101927,56,48,37,66,3,0,2,1,1,0,0,617,0
TI REC,7115275282,Daniela Castaneda,18101956,56,99,16,96,6,1,3,0,1,0,0,444,1
TI REN,5663977226,Gabriela Perez,04031972,67,12,87,34,6,1,3,1,1,1,1,370,0
CC,0696785024,Sofía Cartagena,03101934,100,12,51,10,4,1,5,0,1,0,1,279,1
SIC,9433778781,Marcela García,02031946,19,61,89,65,3,0,1,1,1,0,1,323,0
HLED-WEB,4707207251,Carlos Perez,20011936,49,66,86,37,1,0,1,1,1,1,0,171,1
SIC,6886342170,Marcela Murillo,16051943,85,49,30,97,2,0,4,1,1,0,1,454,1
CC DIG,9600470508,Manuela Perez,16081996,45,40,52,55,2,1,1,1,0,0,0,235,0
EIS,0513741221,Ana López,05022001,11,4,23,89,6,1,5,1,1,1,1,842,1
DCU,6663950295,Carlos López,17041961,42,71,27,90,6,1,5,1,1,1,0,979,0
TI REC,7241186137,Manuela Perez,07102001,8,77,43,82,3,0,6,0,0,0,1,590,1
CC REC,8091541343,Gabriela Murillo,28022009,82,89,72,80,2,0,1,1,1,1,0,95,1
NIP,6267036975,María Martínez,19061935,13,81,96,1,2,1,6,0,0,1,0,836,0
ABIS,5141824044,Miguel Martínez,18111961,52,62,40,51,3,1,5,0,1,1,0,796,0
CC PV,1945545377,Gabriela González,14051950,5,94,64,64,2,0,4,1,0,1,0,208,0
CC REC,8457063014,David Cartagena,24061966,40,99,5,23,5,0,4,0,0,0,0,390,1
NIP,4473831330,Melissa Hernández,09031976,23,81,78,21,5,1,2,1,0,0,0,996,1
SITAC,9059375437,Sofía Hernández,11091949,37,85,69,47,2,0,6,0,1,1,1,539,0
CC DIG,4718548032,Melissa Rodríguez,25051994,64,72,11,83,2,0,3,1,0,0,0,738,0
HLED-WEB,8605014040,Juan García,22071930,29,100,33,72,2,1,4,1,1,0,0,209,1
NUIP,6280550947,Juan Cifuentes,16112002,83,45,72,93,4,1,1,1,0,0,0,815,0
CC REC,2876102995,Gabriela Hernández,04092008,26,37,98,53,6,0,2,1,0,1,1,260,1
CC,4158467330,Carlos Hernández,21011990,2,43,94,46,3,1,6,1,0,0,0,413,1
CC DIG,5566611683,Miguel García,05121982,3,82,74,56,6,1,2,0,0,0,1,882,0
TI,9379025652,Ana Murillo,27111924,69,86,30,36,6,0,2,0,1,0,0,479,1
HLED-WEB,5152806391,Luis López,19081990,46,42,52,72,3,0,3,0,0,1,1,125,0
AFIS,6192488898,Melissa González,02051989,55,73,26,40,5,0,5,1,1,0,1,151,0
TI REN,3695040016,Juan Perez,20121955,33,86,59,8,1,0,5,1,1,0,0,692,1
ANI,7864141660,Juan Cartagena,24051940,83,82,12,89,6,1,5,1,1,0,1,330,1
CC DIG,3631070782,Laura Rodríguez,05101984,90,48,34,33,1,1,4,1,1,1,0,853,0
ANI,4959488487,Laura González,10111941,98,38,73,47,4,0,1,1,1,0,1,635,0
TI REN,2690519470,Melissa Murillo,13111941,3,68,96,40,2,1,3,1,0,0,1,543,0
CC,5984926994,Gabriela Hernández,10111976,59,71,78,98,3,1,4,1,0,0,1,141,0
ANI,7986055292,Carlos Castaneda,15081937,36,43,73,7,3,0,4,0,1,1,0,747,0
