tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REN,5612181775,Miguel García,08051968,4,62,30,32,3,0,5,1,1,0,0,48,0
NIP,9727875977,Carlos Cifuentes,23021930,11,61,14,49,5,1,3,1,1,0,0,701,1
MTR,3745792501,Luis Martínez,20101931,32,40,66,63,2,0,1,1,1,1,1,71,0
CC DIG,8180473973,María Hernández,04071954,37,47,88,68,3,0,2,0,1,1,1,989,1
AFIS,4401395758,Juan Hurtado,03071967,26,92,72,52,5,1,3,1,1,1,1,556,1
ABIS,2910670278,Marcela García,27091945,39,18,72,70,3,0,5,1,1,1,1,920,0
CC REC,2338024275,Manuela Hurtado,13061930,32,86,87,64,6,1,6,0,0,1,1,996,0
TI REC,0598015723,Carlos López,22111939,55,27,62,44,6,1,3,0,1,1,0,733,1
SITAC,5236609116,Sofía Hernández,03021927,76,13,82,55,4,1,5,0,0,1,0,683,1
TI REN,8128190018,Luis García,13111965,29,37,88,34,3,1,5,1,0,0,0,107,1
HLED-WEB,7789811840,Luis Hernández,09111972,59,45,65,44,6,0,3,0,0,0,1,869,1
TI DUP,9622031240,Carlos Hurtado,23041945,15,98,75,4,2,1,1,1,0,1,1,57,0
CC DUP,8419080998,Luis Rodríguez,14031978,89,47,63,81,6,1,2,1,1,0,0,964,0
NUIP,6364575504,Gabriela Martínez,25061995,83,77,42,11,6,0,3,0,0,0,0,771,1
ANI,0977560043,Miguel González,10111928,80,42,93,84,1,0,6,1,0,0,1,228,0
MTR,4450903763,Manuela Hernández,14052003,6,60,82,47,5,1,1,1,1,0,0,711,1
ANI,4302950668,Marcela Perez,13061991,82,56,38,63,1,0,4,1,1,1,1,608,0
TI,0115757986,Sofía Cifuentes,02041938,8,98,58,18,3,1,1,0,1,1,1,314,0
SITAC,4000707502,Gabriela Cartagena,22111952,24,6,43,18,4,1,4,0,0,1,1,290,1
CC REN,6476608842,Juan Hernández,18071972,9,33,96,76,4,1,3,0,1,1,1,728,1
NIP,3367813653,Juan Castaneda,22081952,80,94,35,55,4,1,6,1,1,0,0,463,0
CC REC,8759571950,María García,24101989,12,88,40,48,2,1,6,1,1,0,0,318,1
CC,9446039646,David Hernández,26121942,63,62,96,24,3,1,2,0,1,1,0,420,1
ABIS,2709481553,Marcela López,09121982,59,36,21,79,2,1,6,1,0,0,1,369,1
CC REC,5296305398,Carlos Cartagena,10071962,87,100,94,90,4,1,5,0,0,1,0,804,0
ABIS,0467394323,Laura Cartagena,09071981,71,91,48,65,4,0,1,1,1,0,1,615,0
CC DUP,1104321837,Laura Hurtado,21081943,14,87,34,30,1,0,1,1,0,1,1,120,1
TI DUP,6632441230,Laura González,14051926,93,80,34,42,4,1,3,1,1,0,1,834,1
EIS,4126936671,Juan Murillo,18111961,51,75,82,82,1,0,5,1,1,0,1,718,1
DCU,0100328753,Ana Castaneda,17081990,78,79,82,79,3,1,2,1,1,0,0,215,1
EIS,7462917784,Daniela Hurtado,24031997,84,82,53,20,3,0,5,1,1,0,0,243,0
CC,2013517049,Carlos Cartagena,28041982,10,99,57,39,4,1,6,0,1,1,0,700,0
CC DUP,7547308680,Miguel Cartagena,17071999,29,4,56,57,3,0,3,1,1,1,1,748,1
ANI,9368448258,María García,13111979,34,65,61,45,4,1,4,0,1,0,1,675,1
TI,8954780801,María Cifuentes,04021965,19,78,36,14,1,1,6,0,0,1,1,625,1
CC REC,9736587613,María Rodríguez,26031971,57,93,97,71,2,0,5,0,0,1,0,138,0
NIP,3556901845,Juan Hernández,25031986,47,63,80,57,5,0,4,0,1,1,1,932,1
TI REC,7854098522,David Castaneda,21011977,13,77,21,26,2,0,2,1,0,1,0,344,1
NUIP,9426723229,Juan Cifuentes,28061984,36,37,26,29,6,0,3,0,0,1,1,368,1
HLED-WEB,6877058292,Manuela Castaneda,15061952,33,86,99,12,1,0,2,1,1,0,0,118,0
CC DUP,9601802614,Luis Hernández,08091914,34,42,46,24,3,1,1,0,0,1,1,440,1
DCU,8680358442,Manuela Castaneda,11051937,83,4,71,36,2,1,5,1,1,1,1,464,0
AFIS,9787210556,Laura Castaneda,19021971,52,48,68,71,2,0,5,0,0,0,1,154,0
AFIS,2449746699,Gabriela Rodríguez,07101969,4,12,89,53,3,0,3,1,1,1,1,427,1
AFIS,1202520321,Juan Hurtado,09111943,19,12,97,100,5,1,5,0,1,1,1,534,1
NIP,8029741116,Daniela García,28081998,38,66,99,6,6,0,3,1,1,1,1,570,1
AFIS,5590993658,Carlos Castaneda,10032006,87,64,2,26,6,1,3,0,0,0,0,85,1
TI PV,4609780042,David Martínez,09041957,76,63,42,51,3,0,2,1,0,1,1,41,1
ANI,4972212920,Carlos Cifuentes,24071991,49,18,64,9,3,1,3,1,0,0,1,52,0
TI PV,4057780402,David González,14011991,35,80,1,86,4,0,4,0,0,1,1,392,1
CC REC,9154720231,Carlos Cifuentes,15082004,7,86,17,35,5,0,4,1,1,0,1,840,0
TI PV,9362595380,Carlos Cifuentes,13122000,39,10,91,77,2,1,6,0,1,1,0,236,0
TI,7234907347,Ana Hurtado,23111938,87,44,38,44,3,1,1,1,0,1,0,468,1
ANI,9312700811,Juan Perez,12051939,6,84,3,10,6,0,2,1,0,0,1,707,0
AFIS,0112243420,Luis Castaneda,22101974,30,23,7,15,2,1,3,0,0,0,0,285,1
EIS,6784286302,Ana Cifuentes,27081954,41,43,81,40,4,0,4,1,1,0,0,527,0
NIP,5420445222,Miguel López,13041959,34,36,100,37,1,0,6,0,1,1,0,401,0
MTR,5091370937,Marcela Cifuentes,14011975,81,10,67,14,3,0,6,1,1,1,1,203,0
EIS,3945879610,Laura Cifuentes,07111946,44,89,99,11,2,0,5,0,1,1,0,382,1
CC REN,7159080489,Laura González,14082005,44,32,56,68,4,0,3,0,0,0,1,93,1
EIS,0300953833,Miguel Murillo,13061943,95,68,27,80,5,1,3,0,1,0,0,462,1
TI REN,0534992031,Juan Martínez,25011926,5,23,9,62,1,0,5,1,0,0,1,506,1
CC,2423925219,Miguel Rodríguez,26081946,12,65,29,73,2,0,1,1,0,1,1,165,1
NUIP,3611140583,Luis Cartagena,10091984,48,97,52,82,4,1,4,0,1,0,1,23,0
TI REN,0287014175,Gabriela López,03011982,86,2,20,44,6,1,5,0,0,1,1,880,1
SITAC,6561749325,Juan Martínez,27101982,21,14,9,49,4,0,3,0,0,1,1,703,0
CC REC,7195118546,María Martínez,03091963,71,14,87,97,6,0,3,1,0,1,0,756,0
MTR,7904139514,Ana Murillo,16021945,37,74,3,75,3,1,2,0,1,1,0,721,1
HLED-WEB,2520101332,Marcela Cifuentes,11061968,47,58,28,25,5,1,4,1,1,1,1,544,0
CCT,5094244936,Luis Castaneda,09071933,64,51,63,77,1,1,1,0,0,1,1,968,0
TI REN,1045366755,María García,14081925,87,95,58,90,5,0,2,0,1,0,0,46,1
EIS,2094516656,Daniela Castaneda,03011997,27,10,91,20,4,0,6,1,1,1,0,926,1
CC DIG,3658378869,Daniela Perez,25101960,61,83,28,93,3,1,4,0,0,0,1,175,1
CCT,6225451380,Marcela Castaneda,13012001,5,72,55,100,5,0,5,0,1,1,0,983,1
NUIP,9069385129,Miguel Hurtado,19051987,70,34,55,11,1,0,5,0,0,0,0,817,1
CC DUP,2642326462,María Rodríguez,20071933,5,47,6,40,1,1,2,1,0,1,1,347,0
EIS,4286236716,Juan Murillo,22042008,30,22,97,74,2,0,1,0,1,1,1,678,1
CC REC,0680370794,Marcela Perez,11041960,46,75,13,57,4,1,3,0,1,1,0,598,0
TI,6632165555,María López,14051958,85,41,58,27,6,1,2,1,0,0,1,376,1
EIS,2960233728,Laura Rodríguez,24031933,95,88,53,27,3,0,5,0,1,1,0,49,1
CC DUP,8239241859,Melissa Castaneda,10041983,78,72,30,36,2,1,6,1,0,0,0,985,0
MTR,8782552750,Juan García,12021928,67,66,94,100,3,1,1,0,1,1,1,919,0
SITAC,7935824881,Manuela Hernández,28111991,49,19,5,86,2,0,5,0,1,0,1,201,1
TI,7021299035,Laura López,11072001,66,49,10,12,3,1,6,1,0,0,0,267,1
TI REN,1926668647,Sofía García,28031968,32,56,35,77,3,0,3,0,0,0,1,968,0
AFIS,3869843717,Gabriela García,25081962,2,73,82,55,5,1,5,0,1,1,0,643,1
TI PV,3141128258,Melissa García,10041927,61,55,42,88,3,0,5,0,1,1,1,673,0
CC DUP,3183555092,Miguel Hernández,14111926,28,17,58,94,6,0,6,0,1,1,0,735,1
TI REN,7646295346,David Rodríguez,27052004,43,34,71,38,5,0,1,0,1,1,0,778,1
SITAC,7852363115,Ana Cartagena,26121942,29,69,1,53,5,0,2,1,0,1,1,659,0
SITAC,5900416017,Melissa Castaneda,11122023,66,60,63,99,1,1,2,0,0,1,1,783,1
CC REN,2660573810,Miguel Cartagena,01091939,89,62,74,61,3,0,4,1,0,0,0,472,1
SITAC,2068424430,Sofía Castaneda,17101947,5,35,67,100,2,1,6,1,0,0,1,222,1
SIC,8610717255,Gabriela Hurtado,11111951,31,50,24,70,1,0,1,0,0,0,0,748,1
ANI,7936055047,Sofía Hurtado,21091969,86,30,99,5,1,1,3,1,0,0,0,84,1
SIC,6922495039,María Hernández,06041981,13,71,89,100,5,1,4,1,0,1,0,545,0
NIP,5501948085,Manuela Martínez,22051997,52,50,97,7,4,0,1,1,1,1,0,776,0
SIC,7057127431,David Hurtado,01111978,64,33,45,57,1,0,1,1,0,0,0,517,1
HLED-WEB,6368351911,Daniela Murillo,23121935,23,32,74,61,3,1,3,1,0,1,0,276,0
TI DUP,0642987512,María Cifuentes,02081926,100,95,87,3,2,0,5,1,0,0,0,101,1
