tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI REC,4233770304,Carlos Rodríguez,02061977,6,57,96,97,1,1,1,1,1,1,0,637,0
TI PV,6749752402,Gabriela Hernández,19071992,8,85,87,11,1,0,4,0,1,0,1,514,0
CC REN,3557982139,Ana Hernández,08021986,27,72,10,23,1,0,6,1,0,1,1,836,1
HLED-WEB,2829868369,Laura Hernández,17031943,73,42,83,70,4,1,2,0,0,1,1,895,1
CC PV,1239737039,Juan Martínez,02031957,79,44,74,70,6,1,3,1,1,0,0,249,1
TI,7274682607,Ana Cartagena,12071929,15,81,51,58,5,0,6,0,1,0,1,317,0
CC REN,2955008336,David Castaneda,05041962,17,53,8,99,6,0,1,1,0,0,0,318,1
TI,5768749782,Melissa López,02061997,99,41,17,41,2,1,1,0,1,1,1,204,0
AFIS,7013631359,Laura Castaneda,28101981,78,39,84,74,3,0,2,1,1,1,1,648,0
CC PV,3944504480,Sofía González,11121927,54,91,38,34,6,1,4,1,0,0,1,284,0
CCT,7158090570,Manuela Cartagena,25101956,20,76,86,88,6,1,4,0,1,0,1,664,0
MTR,3729811540,Marcela Hernández,13041933,18,65,2,36,4,1,1,1,1,1,0,858,1
CC DUP,7511469480,Miguel Martínez,22081994,38,99,91,13,2,0,1,1,1,0,0,71,1
CC PV,8977486742,Ana Hernández,20041967,76,38,43,96,4,1,1,0,0,0,0,47,0
SITAC,0547142545,Carlos Perez,09021962,49,80,53,34,2,1,3,1,1,1,0,536,0
CC PV,5151804241,Laura Cifuentes,08081985,13,1,81,14,6,0,2,0,0,1,1,923,1
SITAC,7282463669,Carlos Castaneda,23111938,1,52,54,1,3,1,4,1,1,0,0,874,0
ABIS,6663354823,Gabriela López,27091975,43,20,56,57,3,1,6,1,1,0,1,295,1
AFIS,8835380221,Juan Rodríguez,09031976,36,95,10,63,5,1,4,1,1,1,0,852,1
NUIP,5766695826,Melissa Martínez,15021992,51,50,93,32,1,1,4,1,1,1,1,728,0
CC,5937293759,Luis Cifuentes,18102006,96,49,48,5,2,1,1,1,1,1,1,691,0
CC REC,5719990536,Carlos Rodríguez,16041932,63,26,90,100,1,0,4,1,1,0,1,970,0
HLED-WEB,5059552892,Gabriela Hernández,04021983,84,3,46,10,5,0,1,0,1,1,1,768,0
SIC,0345674363,Ana López,20121948,95,45,14,49,1,1,2,1,1,1,1,810,1
DCU,0517060799,David Cifuentes,08051972,67,55,27,75,6,1,3,1,1,0,1,885,1
TI PV,2485802611,Laura Castaneda,07021981,52,29,25,49,2,1,5,1,0,0,1,979,1
TI PV,7660543371,David Rodríguez,14051983,83,75,7,13,3,0,1,0,1,0,1,185,1
DCU,1485196276,Juan García,03121988,41,32,63,20,3,0,5,1,0,1,0,309,0
CC PV,8031086158,Juan López,15011947,64,46,83,73,5,1,5,1,1,0,0,157,1
NIP,8318567252,Miguel Murillo,27111991,99,37,50,90,2,0,5,1,1,1,0,655,0
CCT,9519363280,Sofía Murillo,23031930,91,43,19,37,3,0,6,1,0,0,1,96,1
TI REC,8824859083,Sofía Perez,27071997,31,36,4,58,4,1,2,1,1,0,0,532,0
ABIS,8534537619,Luis López,24031949,78,56,51,23,2,0,2,0,0,1,0,710,0
CC DIG,8852770197,Melissa Rodríguez,05121975,72,14,46,52,6,0,3,0,1,0,0,443,1
EIS,0669979786,Ana Murillo,22032005,73,77,74,34,2,1,1,1,0,1,1,478,0
TI DUP,1378453690,Melissa Cartagena,20111953,86,75,40,67,6,0,4,0,1,0,0,606,1
MTR,2498705890,Luis Cartagena,04092005,72,95,32,67,2,1,6,1,1,0,1,440,0
TI,8283957129,Marcela Hernández,22121988,59,95,1,60,1,1,6,1,1,0,0,602,0
TI,3872130047,Miguel Castaneda,11081952,92,5,48,85,3,0,6,0,1,0,0,297,1
ANI,6634472099,Manuela Murillo,18051936,4,29,61,46,1,1,2,1,1,1,1,88,0
AFIS,4508316525,Carlos González,28011926,72,67,88,37,5,0,2,1,1,0,1,917,0
ANI,0827123645,Juan Cartagena,14021961,97,80,53,57,2,1,1,1,1,1,0,548,1
SITAC,9444769501,Sofía Perez,18031958,98,44,4,40,3,0,5,0,0,1,1,658,0
SITAC,4697798512,Laura Perez,15101942,59,26,24,2,1,1,2,1,0,0,0,900,0
CCT,0663310111,Gabriela Martínez,27061935,75,1,13,67,6,1,5,0,1,1,0,15,1
TI,2360003917,María González,11011985,31,53,38,30,1,0,6,1,0,1,0,929,0
SIC,1421777790,Daniela Murillo,05071957,76,29,4,96,6,1,6,1,0,0,0,955,0
DCU,4610747933,Ana Cartagena,16121958,30,43,51,72,1,0,1,0,0,0,1,902,0
SITAC,5076698194,David Perez,14011997,32,19,14,94,4,1,1,0,1,1,0,314,1
CCT,9054784168,Sofía Martínez,21011928,75,32,90,49,6,1,4,1,1,1,0,61,1
NIP,8034845623,Laura Cartagena,24021944,25,81,4,25,6,1,5,0,0,1,0,903,0
AFIS,2469061063,Miguel Rodríguez,17081967,99,54,85,36,4,1,3,0,0,0,1,742,0
TI REC,4983466371,Manuela Cifuentes,19011954,52,84,64,64,1,1,2,0,0,0,1,794,0
EIS,5754645524,Melissa Castaneda,16021945,3,16,76,86,4,0,1,0,1,1,1,868,1
CC,5273061101,María López,04081998,27,62,19,38,3,0,1,1,1,0,0,560,1
EIS,5612514779,Marcela Cartagena,14041998,10,84,98,17,1,0,2,0,0,0,0,481,0
MTR,9247228244,Sofía Perez,26051995,80,27,99,38,6,0,1,0,1,1,1,32,1
CC REN,4130476177,Juan Martínez,09041937,23,75,6,90,3,0,6,0,1,1,1,141,1
CC REC,2054831197,Gabriela Cifuentes,25011938,49,24,82,36,1,1,5,1,0,1,1,743,1
TI DUP,8041066513,María Hurtado,23041954,59,26,97,80,2,1,1,1,0,0,0,849,0
TI PV,0358728166,Sofía Hernández,28101905,10,56,81,9,3,1,5,0,1,1,1,615,1
DCU,7741254037,Ana García,07061990,14,54,74,47,6,0,5,0,0,0,1,501,1
SIC,5279650160,Laura Cifuentes,05051966,33,36,37,35,1,0,4,1,0,0,1,469,1
CC REN,5954669953,Carlos López,05061945,91,21,3,33,5,0,5,0,1,1,0,741,1
TI REC,1764313942,Carlos Hernández,17121978,31,47,11,89,5,0,3,0,1,1,0,397,0
MTR,5815213467,Marcela Hurtado,14081946,65,92,40,25,1,0,4,0,0,1,1,194,1
TI REN,3132644862,David Cartagena,27081963,60,29,89,64,4,1,5,0,0,0,1,323,0
TI REN,0186158665,Daniela García,23071979,88,22,53,47,3,0,2,1,1,0,0,194,0
CC DIG,3467949328,David Perez,21021924,19,31,14,49,4,1,2,0,0,0,0,752,0
TI PV,3610066295,Miguel Hernández,02081952,5,81,13,36,3,1,1,0,0,0,1,695,1
CC REC,5773370879,Melissa Hurtado,25051920,85,84,46,41,1,1,2,0,0,0,0,624,1
ANI,9125702503,María López,19081995,31,50,21,18,5,1,3,0,0,0,1,687,1
ANI,7674796675,Manuela Castaneda,12101924,63,91,17,50,1,0,3,1,0,0,1,120,1
CC DUP,5660889013,Manuela Murillo,17121964,35,33,42,70,2,1,4,1,1,0,0,246,0
NIP,2016089401,Marcela Hernández,20031986,42,12,57,6,4,1,6,0,0,1,0,79,0
CC PV,3669939179,Laura González,22101956,97,43,78,64,5,1,6,0,0,0,0,744,1
TI DUP,1378506363,Gabriela Rodríguez,13031978,83,96,8,23,1,1,1,1,0,1,0,627,0
NIP,8269972718,Juan Martínez,26071954,13,49,39,20,2,0,5,1,1,1,0,752,0
TI REN,7236831909,Daniela Martínez,25061977,74,84,38,45,5,0,1,1,0,0,1,634,0
SITAC,0968622994,Miguel Martínez,15101978,95,44,35,42,5,1,2,1,1,1,1,506,1
CC DUP,8525690278,Juan Perez,01021948,12,27,46,42,1,0,5,1,0,1,1,33,1
TI,6817796404,Marcela Rodríguez,09061986,31,24,8,4,3,1,6,0,0,1,0,393,1
CC DUP,4758551239,Sofía Rodríguez,20091977,67,21,68,3,3,1,2,0,1,0,0,311,1
TI REC,0406360035,Daniela Castaneda,17091924,47,39,55,18,4,1,5,1,0,1,0,500,1
NUIP,1556275419,Juan Cartagena,04011972,16,33,5,10,3,1,1,0,1,1,1,941,0
DCU,8507099673,Manuela Cartagena,25021964,24,82,64,29,3,1,1,0,0,0,0,856,0
SITAC,7099261577,Ana López,25051934,76,43,44,55,6,1,6,0,0,0,0,477,0
TI REN,0937856650,Carlos Perez,04121935,41,3,79,5,3,0,5,1,1,0,1,6,0
TI REN,0080706165,Luis Murillo,04111969,97,21,87,13,4,0,6,0,0,0,0,404,1
CC REC,6594968590,Laura Perez,14041994,68,1,85,74,3,1,4,0,1,0,1,659,1
CC REC,7025800786,Miguel Murillo,14031900,51,44,12,79,6,0,5,0,0,1,0,388,0
CC,2864880939,Miguel Murillo,26041987,36,26,80,42,3,1,3,0,1,0,0,322,0
DCU,3077426566,Marcela Murillo,22092009,53,77,98,21,2,0,1,1,1,0,0,405,0
MTR,1451308407,Melissa López,01091942,75,64,63,98,1,0,6,0,1,0,0,505,0
CC REC,0925311082,Juan Cartagena,18112006,33,68,64,69,4,0,6,0,0,1,1,671,1
TI PV,2285359174,María Castaneda,15091955,48,90,4,70,2,1,2,1,0,1,0,744,1
ABIS,3330085248,Carlos Rodríguez,03021964,91,94,44,7,5,0,5,1,0,0,1,182,0
TI DUP,0951380062,David García,22111931,5,6,51,74,5,0,4,1,0,1,1,273,0
EIS,4924969763,Marcela Martínez,20111996,83,93,43,95,4,0,6,1,1,0,1,431,0
TI PV,7670881975,Marcela Hernández,06011977,3,65,68,60,3,1,2,0,1,1,1,951,0
