tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
MTR,4953422887,Marcela Hurtado,12021900,27,51,22,50,1,0,5,0,1,0,0,492,1
CC REC,7896938391,Sofía López,12051987,28,53,29,17,3,0,1,1,0,1,0,242,0
AFIS,4159301514,Ana Hernández,12041960,18,91,70,23,6,1,6,0,1,1,0,515,0
SITAC,5532149586,Ana Rodríguez,26121951,16,44,18,34,2,1,4,0,1,1,0,890,1
CC REC,9405491642,David Cartagena,20121969,44,26,24,57,3,1,5,0,0,0,0,815,0
NIP,2607639770,Carlos García,23091932,59,43,35,43,5,0,3,1,0,0,1,532,0
TI REN,5647272014,Luis Murillo,28092007,41,77,51,48,2,1,1,1,0,1,0,997,1
CCT,9520667615,Miguel Perez,16101926,45,86,59,25,1,1,2,1,1,0,1,985,1
CCT,6483508578,Carlos Rodríguez,28041968,17,65,39,13,5,0,3,1,0,0,1,771,0
AFIS,6648295618,Melissa Martínez,10052006,56,63,88,7,2,0,2,0,1,0,0,740,1
CC REC,7686851679,Manuela Murillo,17012003,99,42,61,35,1,1,4,0,0,1,1,451,0
MTR,4042970476,Marcela Perez,06122001,23,86,10,2,1,0,3,0,0,1,0,758,0
CC REC,4483167066,María Hernández,06051935,78,95,1,8,2,1,1,1,0,0,1,779,0
NUIP,1023061969,Melissa Cartagena,10041993,10,24,91,53,4,0,2,1,0,1,1,905,0
DCU,9583312645,Carlos Martínez,13081952,2,56,97,21,5,1,2,1,0,0,1,388,1
HLED-WEB,5424510259,Luis Rodríguez,08051960,79,41,87,84,1,0,3,0,1,0,0,102,0
TI PV,6066458348,Juan Martínez,05021981,24,67,45,51,6,1,2,1,1,1,0,827,0
TI DUP,7174743068,Melissa García,20101961,63,52,46,22,3,1,4,0,1,1,0,367,1
EIS,3325069507,Ana Cartagena,11071966,45,19,33,51,4,1,3,0,1,1,0,381,1
TI REC,9840347545,Manuela López,10091927,80,28,51,36,2,1,4,1,0,1,0,940,1
MTR,6816647395,Ana Murillo,21081928,62,45,100,83,1,1,3,0,0,0,0,858,0
EIS,5854914228,Gabriela Hernández,23101977,75,72,27,12,5,0,4,1,1,0,0,387,0
AFIS,1199823206,David Cartagena,08071989,66,44,85,47,5,0,1,1,0,0,1,915,1
HLED-WEB,7786615356,María González,17051961,98,68,34,22,1,0,5,0,0,1,1,156,0
CC PV,3910445707,Daniela García,03111930,73,46,39,88,2,1,5,1,0,1,1,490,1
TI PV,8271285177,Miguel Hernández,10011960,3,19,90,27,6,0,2,0,0,0,1,765,0
CC REN,6559694838,Juan López,28071973,90,94,9,29,1,0,5,1,0,1,1,611,1
ANI,2103455466,Gabriela Cifuentes,20031975,24,66,25,41,2,0,1,1,1,1,1,998,0
NIP,3328140435,Marcela González,04061988,74,98,67,49,3,1,2,0,0,1,1,550,1
CC DIG,3793745535,María García,27021949,23,93,4,3,3,0,2,1,1,1,1,495,0
TI REC,1627667353,Melissa Castaneda,15011903,16,10,16,36,3,0,1,1,1,0,1,360,1
TI REN,9897666490,Melissa López,17041967,43,94,46,53,1,1,4,0,0,1,1,936,0
MTR,2845004836,Marcela Hernández,28032007,22,84,95,63,4,0,6,1,0,1,1,279,1
AFIS,0004414927,Ana Cartagena,15071996,62,26,66,57,1,1,2,0,1,0,0,755,0
TI REN,8289927294,Juan Martínez,02121973,94,47,36,82,5,1,6,0,1,0,1,312,0
CC PV,5002248140,Ana Martínez,25111955,27,77,20,84,3,0,3,1,0,0,0,886,0
SITAC,4693307358,Melissa González,25062002,20,53,63,17,6,1,5,0,0,1,0,243,0
CC,2918231977,Carlos Cifuentes,21111995,89,75,40,37,2,1,4,1,1,0,0,90,1
MTR,9444500361,Melissa Cifuentes,01091948,39,7,29,18,1,0,5,0,0,1,0,212,0
SITAC,0995947665,Marcela García,23011994,53,22,26,87,3,1,4,0,1,0,0,973,0
NUIP,9113760377,María González,23011988,97,37,43,41,2,0,5,0,0,0,0,530,1
TI,7431144193,Melissa Rodríguez,14111954,92,75,58,17,1,0,6,0,0,1,0,264,1
TI,1453121675,Melissa Cifuentes,05121993,57,26,61,4,2,1,1,1,1,0,0,354,1
SITAC,5948632275,Juan Perez,10081966,15,22,95,8,5,1,5,1,1,0,0,156,1
CC REN,0740610320,Daniela Murillo,19011965,74,4,99,78,3,0,3,1,1,0,1,886,1
NIP,4833111874,María Hernández,02121985,98,22,62,67,6,0,6,0,1,1,1,412,0
DCU,3945944467,Carlos Martínez,22011968,75,21,66,93,2,0,1,1,1,0,0,161,1
TI PV,5027182904,Ana Perez,10041987,14,100,64,32,3,0,4,0,0,0,1,299,1
CC,6873438455,Ana Martínez,04011996,84,82,33,82,5,0,1,1,0,0,1,615,1
MTR,5360136324,David Murillo,24071944,51,66,97,2,3,0,4,0,1,1,1,821,1
SIC,6558210551,David Martínez,25121966,43,22,42,75,5,0,1,0,1,1,1,465,0
CC REN,3021400914,David Hurtado,05051990,50,60,42,54,3,1,4,0,0,0,1,980,0
EIS,2576649549,Marcela Murillo,03032003,25,47,65,55,5,1,5,1,1,1,1,833,0
AFIS,5908643670,Manuela Hernández,16041977,80,3,96,47,1,0,3,0,1,0,0,823,1
CC REN,5929229769,Juan Cifuentes,01011939,10,88,88,49,2,0,3,0,1,1,1,717,1
