tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
AFIS,0939405165,Laura González,08031990,63,1,49,73,6,1,2,0,0,0,1,398,0
SITAC,9899815432,Luis Cartagena,04031967,18,62,75,46,1,1,6,1,0,1,1,910,0
NUIP,6879719086,Juan Rodríguez,04071998,86,82,11,83,4,1,1,0,1,0,0,309,1
CC DIG,5945569610,Sofía Hernández,01041985,37,92,24,44,2,1,4,1,0,1,0,573,1
TI DUP,1275310892,Carlos Cartagena,10042003,8,34,46,13,4,0,3,1,0,1,0,421,0
CCT,6987133631,Marcela López,03012005,47,32,16,91,5,1,5,0,1,1,0,670,1
NIP,8065992043,Daniela Hurtado,22081933,81,38,39,87,1,0,5,1,1,1,0,749,1
SITAC,0144068070,Miguel Perez,11122000,18,14,50,40,3,1,5,0,0,1,1,460,1
DCU,3865306276,Gabriela Hurtado,14041935,17,33,3,61,2,1,1,1,1,0,0,24,1
CC PV,9487807334,Luis Martínez,20091966,99,97,52,11,2,0,6,0,1,1,1,411,0
TI REN,0153637755,David González,15091948,85,72,93,62,2,0,6,1,0,1,1,528,1
TI PV,1875667643,Gabriela Hernández,11121998,38,97,79,79,2,1,2,0,0,1,1,31,0
TI DUP,9638636330,María Rodríguez,02052007,6,74,79,10,1,1,5,0,0,1,0,882,0
MTR,3283699871,Ana Cartagena,23081990,70,29,5,42,3,1,5,0,1,1,0,110,1
AFIS,6462241740,David López,25082007,9,33,80,65,6,1,6,0,1,1,0,397,0
TI DUP,8868246389,Manuela García,09032000,60,24,16,83,3,1,5,1,0,1,0,791,1
CC PV,8201707591,Luis Castaneda,06111981,85,68,17,41,5,0,2,1,0,1,1,673,0
NUIP,3186495178,Manuela Hurtado,27041929,76,34,25,51,2,1,6,1,0,1,1,103,0
CCT,2649354209,Luis González,18071999,50,28,71,80,2,1,4,0,0,1,0,119,1
NIP,1960938065,Carlos Murillo,11031986,41,47,81,3,6,0,3,1,1,0,0,395,0
CC DUP,9948653248,Luis González,10031930,4,55,96,75,4,0,5,0,1,0,0,842,0
ANI,1711681968,Juan Murillo,04051999,29,48,12,32,1,1,6,0,0,1,1,314,1
EIS,0173765814,Marcela Rodríguez,27091979,100,79,27,5,5,0,2,1,0,1,1,902,1
NUIP,3328450889,Sofía Rodríguez,23011974,14,78,96,66,1,1,4,0,0,1,0,609,0
CC DUP,8527074191,Daniela Cifuentes,15101957,26,78,39,22,3,0,5,1,0,0,0,332,1
CC,6308886936,Daniela García,10091994,37,48,76,67,4,0,1,0,0,0,1,509,0
SITAC,0818041786,Daniela García,04091968,3,88,81,45,3,1,2,0,0,0,0,74,0
NUIP,3242780158,Sofía Cartagena,03061976,75,2,1,97,2,0,3,1,0,1,1,56,1
MTR,7603080416,Marcela López,08091993,55,17,60,43,6,1,1,0,1,0,0,477,0
CC REC,6706754318,María González,12111938,83,81,13,29,6,1,5,1,1,0,1,991,1
CC REC,7533082888,Miguel López,28031933,71,75,13,85,5,0,6,1,1,0,1,444,1
EIS,5017945738,Juan Hurtado,09081967,77,1,42,69,3,0,6,0,1,1,0,433,0
HLED-WEB,0089903092,María Cartagena,12041924,46,52,8,37,5,1,5,0,0,0,1,438,1
CC,6715977209,Juan Hurtado,24011940,53,84,43,63,2,1,2,1,1,1,0,356,1
AFIS,2739423153,Marcela Cartagena,23101925,69,52,46,85,6,1,1,1,0,0,1,801,1
ANI,6889331297,Marcela Hurtado,23071938,51,40,90,70,3,1,3,1,0,1,1,229,1
NIP,7471262224,Ana Martínez,05021958,29,4,9,99,5,0,3,0,1,0,0,443,1
MTR,9783588843,Melissa García,11041967,62,56,14,11,3,1,2,0,1,1,0,900,1
SITAC,2378665773,María Hernández,27051927,82,31,98,7,3,0,6,0,0,0,1,315,0
TI DUP,7534751415,Melissa Cifuentes,04041996,34,49,65,37,3,0,5,1,0,1,1,176,0
