tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
HLED-WEB,8701626406,Gabriela Castaneda,07031911,61,5,2,21,5,1,5,0,1,1,1,279,0
AFIS,1999231337,Sofía Castaneda,04111999,81,35,10,97,2,0,1,1,0,1,0,967,1
NUIP,8878109515,Ana Cartagena,12061974,77,92,92,32,4,0,6,0,1,0,1,839,0
ABIS,1254798041,María Hernández,18071960,7,82,12,5,5,1,6,0,1,0,1,883,1
TI PV,0505853101,Juan González,26071930,16,68,13,23,2,0,3,0,1,1,1,278,1
CCT,6497050517,Carlos Rodríguez,17031955,60,19,97,78,5,1,4,1,1,0,1,410,1
NIP,3449254626,Juan Hurtado,14121999,15,96,68,42,3,1,4,0,0,0,1,739,1
MTR,5103792015,Miguel López,18101975,16,40,25,3,3,0,2,1,0,1,1,70,0
NUIP,5923922479,Ana Castaneda,22121936,6,74,28,31,6,1,6,0,0,0,1,368,0
TI,5294937060,Sofía Castaneda,25031968,63,2,62,17,1,0,2,1,1,1,1,195,0
TI DUP,2654799741,María Castaneda,08021966,83,70,20,22,1,1,2,0,1,1,1,997,0
TI REN,4531562365,Juan Murillo,22032000,71,37,49,15,6,1,6,1,0,0,1,771,0
CCT,6518484506,María Cifuentes,03071938,76,50,99,68,4,1,1,1,0,1,0,702,0
AFIS,7141173075,Luis Rodríguez,17051953,35,19,93,10,2,1,4,1,0,0,1,241,1
MTR,8359231874,Marcela López,26072004,30,23,1,40,6,0,1,1,0,0,1,538,1
TI DUP,2596968689,Ana Hernández,04041973,22,83,69,45,2,1,4,0,1,1,0,538,1
HLED-WEB,6573767246,Gabriela Cifuentes,18011997,98,26,88,97,1,0,4,1,0,0,1,261,1
TI DUP,7707827178,Marcela Cartagena,24081937,36,40,80,80,1,1,6,1,1,0,0,366,0
CCT,5111964882,Sofía González,17111929,27,66,92,50,5,0,2,1,0,0,0,514,0
NIP,8437705142,Gabriela Cartagena,09041931,63,62,91,25,2,0,4,1,1,0,1,905,1
